diagnostic_type,normalized_message,suspected_api,relative_path,line,script_line,object,object_start,object_type,structural_depth,raw_excerpt,fresh_count,source_file_present,source_object_present,vanilla_file_present,vanilla_object_present,fork_syntax,source_syntax,vanilla_syntax,protected_area,existing_block,existing_report,current_classification,family_id,generation,log_file,log_line
parser,Unexpected token: should_be_pinned_by_default,should_be_pinned_by_default,common/journal_entries/00_skyscraper.txt,62,62,je_skyscraper_site,1,journal_entry,1,should_be_pinned_by_default = yes,1,true,true,true,true,should_be_pinned_by_default = yes,should_be_pinned_by_default_uninvolved_or_context = no,should_be_pinned_by_default_uninvolved_or_context = no,PINNING_14_BOUNDED_EXCEPTION,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,PINNING_ATOMICITY_EXCEPTION,parser,debug.log,2898
parser,Unexpected token: should_be_pinned_by_default,should_be_pinned_by_default,common/journal_entries/00_skyscraper.txt,99,99,je_skyscraper_construction,65,journal_entry,1,should_be_pinned_by_default = yes,1,true,true,true,true,should_be_pinned_by_default = yes,should_be_pinned_by_default_uninvolved_or_context = no,should_be_pinned_by_default_uninvolved_or_context = no,PINNING_14_BOUNDED_EXCEPTION,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,PINNING_ATOMICITY_EXCEPTION,parser,debug.log,2899
parser,Unknown trigger type: is_ruler,is_ruler,common/journal_entries/01_french_monarchism.txt,285,283,je_cement_the_rightful_dynasty,269,journal_entry,5,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler_of_own_country = yes,,French_content,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2928
parser,Unknown trigger type: is_ruler,is_ruler,common/journal_entries/01_french_monarchism.txt,296,294,je_cement_the_rightful_dynasty,269,journal_entry,5,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler_of_own_country = yes,,French_content,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2929
parser,Unknown trigger type: is_ruler,is_ruler,common/journal_entries/01_french_monarchism.txt,307,305,je_cement_the_rightful_dynasty,269,journal_entry,5,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler_of_own_country = yes,,French_content,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2930
parser,Unexpected token: should_be_pinned_by_default,should_be_pinned_by_default,common/journal_entries/01_paris_commune.txt,70,70,je_the_paris_commune_display,1,journal_entry,1,should_be_pinned_by_default = no,1,true,true,true,true,should_be_pinned_by_default = no,should_be_pinned_by_default_involved = no || should_be_pinned_by_default_uninvolved_or_context = yes,should_be_pinned_by_default_involved = no || should_be_pinned_by_default_uninvolved_or_context = yes,PINNING_14_BOUNDED_EXCEPTION,French_content,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,PINNING_ATOMICITY_EXCEPTION,parser,debug.log,2935
parser,Unknown trigger type: is_heir,is_heir,common/journal_entries/02_pedro_brazil.txt,377,376,je_isabel,308,journal_entry,3,is_heir = yes,1,true,true,true,true,is_heir = yes,is_heir_of_own_country = yes,is_heir_of_own_country = yes,,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_HEIR,parser,debug.log,2936
parser,Unexpected token: should_be_pinned_by_default,should_be_pinned_by_default,common/journal_entries/02_peru_bolivia.txt,355,355,je_peru_bolivia,1,journal_entry,1,should_be_pinned_by_default = yes,1,true,true,true,true,should_be_pinned_by_default = yes,should_be_pinned_by_default_involved = yes || should_be_pinned_by_default_uninvolved_or_context = no,should_be_pinned_by_default_involved = yes || should_be_pinned_by_default_uninvolved_or_context = no,PINNING_14_BOUNDED_EXCEPTION,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,PINNING_ATOMICITY_EXCEPTION,parser,debug.log,2937
parser,Unexpected token: should_be_pinned_by_default,should_be_pinned_by_default,common/journal_entries/03_korea.txt,186,186,je_korean_rebellion,185,journal_entry,1,should_be_pinned_by_default = yes,1,true,true,true,true,should_be_pinned_by_default = yes,should_be_pinned_by_default_uninvolved_or_context = yes || should_be_pinned_by_default_uninvolved_or_context = no,should_be_pinned_by_default_uninvolved_or_context = yes,PINNING_14_BOUNDED_EXCEPTION,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,PINNING_ATOMICITY_EXCEPTION,parser,debug.log,2938
parser,Unknown trigger type: is_ruler,is_ruler,common/journal_entries/03_korea.txt,219,218,je_korean_rebellion,185,journal_entry,6,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes || is_ruler_of_own_country = no,is_ruler_of_own_country = yes,,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2939
parser,Unknown trigger type: is_ruler,is_ruler,common/journal_entries/03_korea.txt,234,233,je_korean_rebellion,185,journal_entry,7,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes || is_ruler_of_own_country = no,is_ruler_of_own_country = yes,,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2940
parser,Unknown trigger type: is_ruler,is_ruler,common/journal_entries/03_korea.txt,321,320,je_korean_rebellion,185,journal_entry,7,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes || is_ruler_of_own_country = no,is_ruler_of_own_country = yes,,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2941
parser,Unknown trigger type: is_ruler,is_ruler,common/journal_entries/03_korea.txt,339,338,je_korean_rebellion,185,journal_entry,6,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes || is_ruler_of_own_country = no,is_ruler_of_own_country = yes,,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2942
parser,Unexpected token: should_be_pinned_by_default,should_be_pinned_by_default,common/journal_entries/05_grunderzeit.txt,19,19,je_grunderzeit,1,journal_entry,1,should_be_pinned_by_default = yes,1,true,true,true,true,should_be_pinned_by_default = yes,should_be_pinned_by_default_involved = yes || should_be_pinned_by_default_uninvolved_or_context = no,should_be_pinned_by_default_involved = yes || should_be_pinned_by_default_uninvolved_or_context = no,PINNING_14_BOUNDED_EXCEPTION,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,PINNING_ATOMICITY_EXCEPTION,parser,debug.log,2947
parser,Unknown trigger type: is_ruler,is_ruler,common/journal_entries/05_metternich.txt,38,37,je_metternich,1,journal_entry,6,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler_of_own_country = yes,EXISTING_PROTECTED_CONCURRENT_WORK,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2948
parser,Unexpected token: should_be_pinned_by_default,should_be_pinned_by_default,common/journal_entries/05_montenegro_je.txt,662,662,je_mon_serb_unity,562,journal_entry,1,should_be_pinned_by_default = no,1,true,true,true,true,should_be_pinned_by_default = no,should_be_pinned_by_default_uninvolved_or_context = yes,should_be_pinned_by_default_uninvolved_or_context = yes,PINNING_14_BOUNDED_EXCEPTION,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,PINNING_ATOMICITY_EXCEPTION,parser,debug.log,2949
parser,Unexpected token: should_be_pinned_by_default,should_be_pinned_by_default,common/journal_entries/07_hindustan_is_durrani_mod.txt,50,50,je_hindustan_is_durrani,1,journal_entry,1,should_be_pinned_by_default = yes,1,true,true,false,false,should_be_pinned_by_default = yes,should_be_pinned_by_default = yes,FILE_ABSENT,PINNING_14_BOUNDED_EXCEPTION,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,PINNING_ATOMICITY_EXCEPTION,parser,debug.log,2950
parser,Unknown trigger type: value,value,common/journal_entries/07_poland_lithuania_mod.txt,366,365,je_plc_reform_education,348,journal_entry,3,value >= 5,1,true,true,false,false,value >= 5,current_value = { || value = root.gdp || goal_add_value = {,FILE_ABSENT,EXPLICIT_PROTECTED_AREA,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,API_VALUE,parser,debug.log,2951
parser,Unexpected token: add_modifier,add_modifier,common/journal_entries/07_poland_lithuania_mod.txt,596,594,je_plc_reform_great_power,573,journal_entry,2,add_modifier = {,1,true,true,false,false,add_modifier = {,add_modifier = {,FILE_ABSENT,EXPLICIT_PROTECTED_AREA,journal_entries,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,API_ADD_MODIFIER,parser,debug.log,2953
parser,"Unknown modifier type: country_convoys_capacity_mult. It is either invalid, or a potential dynamic modifier type definition missing from the database.: country_convoys_capacity_mult",country_convoys_capacity_mult,common/company_types/02_new_companies.txt,53,53,company_dutch_east_india_company,2,company_type,2,country_convoys_capacity_mult = 0.2,1,true,true,false,false,country_convoys_capacity_mult = 0.2,country_convoys_capacity_mult = 0.2,FILE_ABSENT,,common/company_types,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,API_COUNTRY_CONVOYS_CAPACITY_MULT,parser,debug.log,2954
parser,Unknown trigger type: has_port,has_port,common/ai_strategies/00_default_strategy.txt,1412,1412,ai_strategy_default,4,ai_strategie,6,scope:target_state = { has_port = no },1,false,false,true,true,scope:target_state = { has_port = no },FILE_ABSENT,has_port_country = yes || scope:country = { has_port_country = yes } || scope:target_state = { has_port_state = no },,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,API_HAS_PORT,parser,debug.log,2957
parser,Unknown trigger type: has_port,has_port,common/ai_strategies/00_default_strategy.txt,4357,4355,ai_strategy_default,4,ai_strategie,4,has_port = yes,1,false,false,true,true,has_port = yes,FILE_ABSENT,has_port_country = yes || scope:country = { has_port_country = yes } || scope:target_state = { has_port_state = no },,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,API_HAS_PORT,parser,debug.log,2958
parser,Unknown trigger type: has_port,has_port,common/ai_strategies/00_default_strategy.txt,4369,4367,ai_strategy_default,4,ai_strategie,4,has_port = yes,1,false,false,true,true,has_port = yes,FILE_ABSENT,has_port_country = yes || scope:country = { has_port_country = yes } || scope:target_state = { has_port_state = no },,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,API_HAS_PORT,parser,debug.log,2959
parser,Unknown trigger type: has_port,has_port,common/ai_strategies/00_default_strategy.txt,4378,4376,ai_strategy_default,4,ai_strategie,4,has_port = yes,1,false,false,true,true,has_port = yes,FILE_ABSENT,has_port_country = yes || scope:country = { has_port_country = yes } || scope:target_state = { has_port_state = no },,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,API_HAS_PORT,parser,debug.log,2960
parser,Unknown trigger type: has_port,has_port,common/ai_strategies/00_default_strategy.txt,4387,4385,ai_strategy_default,4,ai_strategie,4,has_port = yes,1,false,false,true,true,has_port = yes,FILE_ABSENT,has_port_country = yes || scope:country = { has_port_country = yes } || scope:target_state = { has_port_state = no },,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,API_HAS_PORT,parser,debug.log,2961
parser,Unexpected token: region_caucasus,region_caucasus,common/ai_strategies/00_default_strategy.txt,4525,4515,ai_strategy_default,4,ai_strategie,2,region_caucasus = {,1,false,false,true,true,region_caucasus = {,FILE_ABSENT,region = prev,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2962
parser,Unexpected token: region_oceania,region_oceania,common/ai_strategies/00_default_strategy.txt,4547,4526,ai_strategy_default,4,ai_strategie,2,region_oceania = {,1,false,false,true,true,region_oceania = {,FILE_ABSENT,scope:region = sr:region_oceania,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2963
parser,Unexpected token: region_japan,region_japan,common/ai_strategies/00_default_strategy.txt,4557,4548,ai_strategy_default,4,ai_strategie,2,region_japan = {,1,false,false,true,true,region_japan = {,FILE_ABSENT,is_in_geographic_region = geographic_region_japan,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2964
parser,Unexpected token: region_north_africa,region_north_africa,common/ai_strategies/00_default_strategy.txt,4572,4559,ai_strategy_default,4,ai_strategie,2,region_north_africa = {,1,false,false,true,true,region_north_africa = {,FILE_ABSENT,this = sr:region_north_africa || scope:region = sr:region_north_africa,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2965
parser,Unexpected token: region_senegal,region_senegal,common/ai_strategies/00_default_strategy.txt,4586,4573,ai_strategy_default,4,ai_strategie,2,region_senegal = {,1,false,false,true,true,region_senegal = {,FILE_ABSENT,},,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2966
parser,Unexpected token: region_niger,region_niger,common/ai_strategies/00_default_strategy.txt,4600,4587,ai_strategy_default,4,ai_strategie,2,region_niger = {,1,false,false,true,true,region_niger = {,FILE_ABSENT,wanted_marines  = {,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2967
parser,Unexpected token: region_congo,region_congo,common/ai_strategies/00_default_strategy.txt,4614,4601,ai_strategy_default,4,ai_strategie,2,region_congo = {,1,false,false,true,true,region_congo = {,FILE_ABSENT,if = {,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2968
parser,Unexpected token: region_southern_africa,region_southern_africa,common/ai_strategies/00_default_strategy.txt,4628,4615,ai_strategy_default,4,ai_strategie,2,region_southern_africa = {,1,false,false,true,true,region_southern_africa = {,FILE_ABSENT,region = sr:region_southern_africa || capital.region = sr:region_southern_africa,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2969
parser,Unexpected token: region_zanj,region_zanj,common/ai_strategies/00_default_strategy.txt,4642,4629,ai_strategy_default,4,ai_strategie,2,region_zanj = {,1,false,false,true,true,region_zanj = {,FILE_ABSENT,limit = {,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2970
parser,Unexpected token: region_north_germany,region_north_germany,common/ai_strategies/00_default_strategy.txt,4657,4643,ai_strategy_default,4,ai_strategie,2,region_north_germany = {,1,false,false,true,true,region_north_germany = {,FILE_ABSENT,is_in_geographic_region = geographic_region_north_germany_old,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2971
parser,Unexpected token: region_south_germany,region_south_germany,common/ai_strategies/00_default_strategy.txt,4672,4658,ai_strategy_default,4,ai_strategie,2,region_south_germany = {,1,false,false,true,true,region_south_germany = {,FILE_ABSENT,is_in_geographic_region = geographic_region_south_germany_old,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2972
parser,Unexpected token: region_italy,region_italy,common/ai_strategies/00_default_strategy.txt,4681,4673,ai_strategy_default,4,ai_strategie,2,region_italy = {,1,false,false,true,true,region_italy = {,FILE_ABSENT,is_in_geographic_region = geographic_region_italy_old,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2973
parser,Unexpected token: region_baltic,region_baltic,common/ai_strategies/00_default_strategy.txt,4689,4682,ai_strategy_default,4,ai_strategie,2,region_baltic = {,1,false,false,true,true,region_baltic = {,FILE_ABSENT,value = 100,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2974
parser,Unexpected token: region_england,region_england,common/ai_strategies/00_default_strategy.txt,4699,4691,ai_strategy_default,4,ai_strategie,2,region_england = {,1,false,false,true,true,region_england = {,FILE_ABSENT,limit = { has_technology_researched = napoleonic_warfare },,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2975
parser,Unexpected token: region_iberia,region_iberia,common/ai_strategies/00_default_strategy.txt,4708,4700,ai_strategy_default,4,ai_strategie,2,region_iberia = {,1,false,false,true,true,region_iberia = {,FILE_ABSENT,add = 10,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2976
parser,Unexpected token: region_rhine,region_rhine,common/ai_strategies/00_default_strategy.txt,4717,4709,ai_strategy_default,4,ai_strategie,2,region_rhine = {,1,false,false,true,true,region_rhine = {,FILE_ABSENT,is_in_geographic_region = geographic_region_rhine_old,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2977
parser,Unexpected token: region_central_asia,region_central_asia,common/ai_strategies/00_default_strategy.txt,4732,4718,ai_strategy_default,4,ai_strategie,2,region_central_asia = {,1,false,false,true,true,region_central_asia = {,FILE_ABSENT,capital.region = sr:region_central_asia || is_in_geographic_region = geographic_region_central_asia_old,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2978
parser,Unexpected token: region_persia,region_persia,common/ai_strategies/00_default_strategy.txt,4747,4733,ai_strategy_default,4,ai_strategie,2,region_persia = {,1,false,false,true,true,region_persia = {,FILE_ABSENT,is_in_geographic_region = geographic_region_persia_old,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2979
parser,Unexpected token: region_north_china,region_north_china,common/ai_strategies/00_default_strategy.txt,4757,4748,ai_strategy_default,4,ai_strategie,2,region_north_china = {,1,false,false,true,true,region_north_china = {,FILE_ABSENT,region = sr:region_north_china || sr:region_north_china = {,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2980
parser,Unexpected token: region_manchuria,region_manchuria,common/ai_strategies/00_default_strategy.txt,4767,4758,ai_strategy_default,4,ai_strategie,2,region_manchuria = {,1,false,false,true,true,region_manchuria = {,FILE_ABSENT,is_in_geographic_region = geographic_region_manchuria_old,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2981
parser,Unexpected token: region_south_china,region_south_china,common/ai_strategies/00_default_strategy.txt,4783,4768,ai_strategy_default,4,ai_strategie,2,region_south_china = {,1,false,false,true,true,region_south_china = {,FILE_ABSENT,region = sr:region_south_china || sr:region_south_china = {,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2982
parser,Unexpected token: region_pacific_coast,region_pacific_coast,common/ai_strategies/00_default_strategy.txt,4791,4784,ai_strategy_default,4,ai_strategie,2,region_pacific_coast = {,1,false,false,true,true,region_pacific_coast = {,FILE_ABSENT,scope:region = sr:region_pacific_coast,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2983
parser,Unexpected token: region_great_plains,region_great_plains,common/ai_strategies/00_default_strategy.txt,4799,4792,ai_strategy_default,4,ai_strategie,2,region_great_plains = {,1,false,false,true,true,region_great_plains = {,FILE_ABSENT,# A default value of 0 means the AI will tend to privatize most buildings,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2984
parser,Unexpected token: region_dixie,region_dixie,common/ai_strategies/00_default_strategy.txt,4807,4800,ai_strategy_default,4,ai_strategie,2,region_dixie = {,1,false,false,true,true,region_dixie = {,FILE_ABSENT,,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2985
parser,Unexpected token: region_new_england,region_new_england,common/ai_strategies/00_default_strategy.txt,4815,4808,ai_strategy_default,4,ai_strategie,2,region_new_england = {,1,false,false,true,true,region_new_england = {,FILE_ABSENT,bg_agriculture = 1.25,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2986
parser,Unexpected token: region_canada,region_canada,common/ai_strategies/00_default_strategy.txt,4823,4816,ai_strategy_default,4,ai_strategie,2,region_canada = {,1,false,false,true,true,region_canada = {,FILE_ABSENT,building_port = must_have,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2987
parser,Unexpected token: region_the_midwest,region_the_midwest,common/ai_strategies/00_default_strategy.txt,4831,4824,ai_strategy_default,4,ai_strategie,2,region_the_midwest = {,1,false,false,true,true,region_the_midwest = {,FILE_ABSENT,# Using a different value in a strategy will override this value,,common/ai_strategies,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_C,SYNTAX_STRATEGIC_REGION_LEGACY_KEYS,parser,debug.log,2988
