"phase_id","filename","title","region","topic","document_type","primary_verdict","secondary_verdicts","historical_status","canonical","superseded_by","predecessor","successor","markdown_path","companion_csv_path","commit","created_or_recorded_date","runtime_or_static","gameplay_changed","current_relevance","summary","notes"
"HOTFIX_5C2E3C_SEPOY_MADRAS_RETREAT","HOTFIX_5C2E3C_SEPOY_MADRAS_RETREAT.md","HOTFIX-5C2E3C - Sepoy Mutiny Madras retreat","india","sepoy","CORRECTION_REPORT","HOTFIX_5C2E3C_SEPOY_MADRAS_RETREAT","","INTERMEDIATE","false","","HOTFIX_5C2E3B_SEPOY_BENGAL_RETREAT.md","HOTFIX_5C2E3D_SEPOY_BOMBAY_RETREAT.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E3C_SEPOY_MADRAS_RETREAT.md","","de4de554f49bee6f2776ec8e9adf3c94f6e45e38","2026-07-14T18:50:05Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E3D_SEPOY_BOMBAY_RETREAT","HOTFIX_5C2E3D_SEPOY_BOMBAY_RETREAT.md","HOTFIX-5C2E3D - Sepoy Mutiny Bombay retreat","india","sepoy","CORRECTION_REPORT","HOTFIX_5C2E3D_SEPOY_BOMBAY_RETREAT","","INTERMEDIATE","false","","HOTFIX_5C2E3C_SEPOY_MADRAS_RETREAT.md","HOTFIX_5C2E4_AUDIT_SEPOY_FINAL_VALIDATION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E3D_SEPOY_BOMBAY_RETREAT.md","","eb15445e700314ee73d84dddb21f282b296e90f1","2026-07-14T19:22:55Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4_AUDIT_SEPOY_FINAL_VALIDATION","HOTFIX_5C2E4_AUDIT_SEPOY_FINAL_VALIDATION.md","HOTFIX-5C2E4 - Audit final Uneasy Raj / Sepoy Mutiny","india","sepoy","STATIC_AUDIT","MANUAL_OR_SAVE_EDIT_REQUIRED","HOTFIX_5C2E4_SEPOY_TEST_MATRIX;HOTFIX_5C2E4_AUDIT_SEPOY_FINAL_VALIDATION","INTERMEDIATE","false","","HOTFIX_5C2E3D_SEPOY_BOMBAY_RETREAT.md","HOTFIX_5C2E4A_SEPOY_RUNTIME_LOAD_VALIDATION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4_AUDIT_SEPOY_FINAL_VALIDATION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4_SEPOY_TEST_MATRIX.csv","a66c07a2ea408c93b638b2a5c84d19f1e5898fdd","2026-07-14T20:14:12Z","static","false","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4A_SEPOY_RUNTIME_LOAD_VALIDATION","HOTFIX_5C2E4A_SEPOY_RUNTIME_LOAD_VALIDATION.md","HOTFIX-5C2E4A - Validation de chargement Uneasy Raj / Sepoy Mutiny","india","sepoy","RUNTIME_TEST","HOTFIX_5C2E4A_SEPOY_RUNTIME_LOAD_VALIDATION","","INTERMEDIATE","false","","HOTFIX_5C2E4_AUDIT_SEPOY_FINAL_VALIDATION.md","HOTFIX_5C2E4B1_SEPOY_PINNING_API.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4A_SEPOY_RUNTIME_LOAD_VALIDATION.md","","fc56ffb2523899c7b61989afe34636333277a16c","2026-07-14T21:01:58Z","runtime","false","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4B1_SEPOY_PINNING_API","HOTFIX_5C2E4B1_SEPOY_PINNING_API.md","HOTFIX-5C2E4B1 - API de pinning Uneasy Raj / Sepoy Mutiny","india","sepoy","CORRECTION_REPORT","HOTFIX_5C2E4B1_SEPOY_PINNING_API","","INTERMEDIATE","false","","HOTFIX_5C2E4A_SEPOY_RUNTIME_LOAD_VALIDATION.md","HOTFIX_5C2E4B2_SEPOY_CHARACTER_ROLE_API.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4B1_SEPOY_PINNING_API.md","","2ca2a03b5189d51c3e1372b7dc7a875f59523763","2026-07-14T21:23:03Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4B2_SEPOY_CHARACTER_ROLE_API","HOTFIX_5C2E4B2_SEPOY_CHARACTER_ROLE_API.md","HOTFIX-5C2E4B2 - API de role des personnages Sepoy","india","sepoy","CORRECTION_REPORT","HOTFIX_5C2E4B2_SEPOY_CHARACTER_ROLE_API","","INTERMEDIATE","false","","HOTFIX_5C2E4B1_SEPOY_PINNING_API.md","HOTFIX_5C2E4B3_SEPOY_API_RUNTIME_RETEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4B2_SEPOY_CHARACTER_ROLE_API.md","","a974f07151ca52fa3cd4d83bf9a34c2396f7f900","2026-07-14T21:53:42Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4B3_SEPOY_API_RUNTIME_RETEST","HOTFIX_5C2E4B3_SEPOY_API_RUNTIME_RETEST.md","HOTFIX-5C2E4B3 - Retest runtime des API Sepoy","india","sepoy","RUNTIME_TEST","HOTFIX_5C2E4B3_SEPOY_API_RUNTIME_RETEST","","FINAL","true","","HOTFIX_5C2E4B2_SEPOY_CHARACTER_ROLE_API.md","HOTFIX_5C2E4C0_SEPOY_FUNCTIONAL_TEST_PREPARATION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4B3_SEPOY_API_RUNTIME_RETEST.md","","1ce189d697565756f41dcde744b5a4e42fa44d45","2026-07-14T22:22:38Z","runtime","false","canonical/current","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4C0_SEPOY_FUNCTIONAL_TEST_PREPARATION","HOTFIX_5C2E4C0_SEPOY_FUNCTIONAL_TEST_PREPARATION.md","HOTFIX-5C2E4C0 - Preparation des tests fonctionnels Sepoy","india","sepoy","CORRECTION_REPORT","NOT_REQUIRED","HOTFIX_5C2E4C0_SEPOY_SCENARIO_REQUIREMENTS;HOTFIX_5C2E4C0_SEPOY_FUNCTIONAL_TEST_PREPARATION","INTERMEDIATE","false","","HOTFIX_5C2E4B3_SEPOY_API_RUNTIME_RETEST.md","HOTFIX_5C2E4C1A_SEPOY_DISPOSABLE_COPY_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C0_SEPOY_FUNCTIONAL_TEST_PREPARATION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C0_SEPOY_SCENARIO_REQUIREMENTS.csv","bda2fd3856f6a643bd511683694d471662e270f9","2026-07-14T23:00:08Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4C1A_SEPOY_DISPOSABLE_COPY_SETUP","HOTFIX_5C2E4C1A_SEPOY_DISPOSABLE_COPY_SETUP.md","HOTFIX-5C2E4C1A - Copie jetable Sepoy","india","sepoy","CORRECTION_REPORT","READY_FOR_HARNESS;EXPECTED_DESCRIPTOR_DIFFERENCE;UNEXPECTED_DIFFERENCE","DISPOSABLE_CREATION;HOTFIX_5C2E4C1A_SEPOY_DISPOSABLE_COPY_SETUP;HOTFIX_5C2E4C1A_DISPOSABLE_COPY_MANIFEST;DISPOSABLE_SEPOY_TEST_COPY","INTERMEDIATE","false","","HOTFIX_5C2E4C0_SEPOY_FUNCTIONAL_TEST_PREPARATION.md","HOTFIX_5C2E4C1AA_E1D_BOM_AND_RERUN_PREPARATION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1A_SEPOY_DISPOSABLE_COPY_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1A_DISPOSABLE_COPY_MANIFEST.csv","df64bda37c9be18bb02fd669a6e5038146bec63f","2026-07-14T23:26:10Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4C1AA_E1D_BOM_AND_RERUN_PREPARATION","HOTFIX_5C2E4C1AA_E1D_BOM_AND_RERUN_PREPARATION.md","HOTFIX-5C2E4C1AA â€” BOM E1D et prÃ©paration du rerun propre","india","sepoy","CORRECTION_REPORT","READY_FOR_E1_RADICAL_CLEAN_RERUN;INCONCLUSIVE_E1_RADICAL_DIAGNOSTIC;HOTFIX_5C2E4C1AB_C_PRE_2E_CLEAN;BLOCKED_E1AB_BASE_CONTAMINATED;C1X_RADICAL_FAILURE_NON_REPRODUCIBLE_OR_TIMING_DEPENDENT;E1D_BOMBAY_CONTROL_FAILURE;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED","HOTFIX_5C2E4C1AB_E1D_BASE;HOTFIX_5C2E4C1AB_A_SMALL_IMMEDIATE;HOTFIX_5C2E4C1AB_A_SMALL_TICK1;HOTFIX_5C2E4C1AB_A_LARGE_IMMEDIATE;HOTFIX_5C2E4C1AB_A_LARGE_TICK1;HOTFIX_5C2E4C1AB_C_PRE_2E_CLEAN;HOTFIX_5C2E4C1AB_C_2E_IMMEDIATE;HOTFIX_5C2E4C1AB_C_2E_TICK1;BLOCKED_E1AB_BASE_CONTAMINATED;HOTFIX_5C2E4C1AA_E1D_BOM_AND_RERUN_PREPARATION;HOTFIX_5C2E4C1AA_E1D_BOM_FIX_MANIFEST;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED","INCONCLUSIVE","false","","HOTFIX_5C2E4C1A_SEPOY_DISPOSABLE_COPY_SETUP.md","HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RERUN.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AA_E1D_BOM_AND_RERUN_PREPARATION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AA_E1D_BOM_FIX_MANIFEST.csv","7a09a11d91fc322f7d36913c1929c442a4026746","2026-07-22T16:20:20+02:00","static","true","historical evidence","Les deux scripts E1D de la copie jetable ont reçu exactement un BOM UTF-8 `EF BB BF`. Leur texte décodé, leurs LF, leur indentation et leur logique sont inchangés. Aucun fichier gameplay, E-1 ou de localisation n’a été modifié. Le futur runtime est réduit à une branche A Bombay complète et une branche C propre, avec un seul rechargement et une sauvegarde pré-2.e obligatoire. Verdict : `READY_FOR_E1_RADICAL_CLEAN_RERUN`.","Historical report moved without content change"
"HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RERUN","HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RERUN.md","HOTFIX-5C2E4C1AB â€” Rerun runtime propre du diagnostic radical Bombay E1D","india","sepoy","CORRECTION_REPORT","C1X_RADICAL_FAILURE_NON_REPRODUCIBLE_OR_TIMING_DEPENDENT;FULL_EXPECTED;E1_RADICAL_DEFERRED_MATERIALIZATION;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED;HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RERUN;HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RESULTS","HOTFIX_5C2E4C1AB_E1D_BASE;BOMBAY_PRESERVED;WEST_BENGAL_LOST;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED;HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RERUN;HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RESULTS","FINAL","true","","HOTFIX_5C2E4C1AA_E1D_BOM_AND_RERUN_PREPARATION.md","HOTFIX_5C2E4C1AC_SEPOY_E2_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RERUN.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RESULTS.csv","f995f2a6d78c3b80f8d52d5a3a65a268d74e4d07","2026-07-22T17:59:11+02:00","static","true","canonical/current","Le rerun propre est concluant. `SMALL_BOMBAY`, `LARGE_BOMBAY` direct et l’option réelle 2.e produisent tous un effet radical Bombay matériel, complet à la précision sérialisée et immédiat. Le verdict principal est `C1X_RADICAL_FAILURE_NON_REPRODUCIBLE_OR_TIMING_DEPENDENT`.","Historical report moved without content change"
"HOTFIX_5C2E4C1AC_SEPOY_E2_STATIC_SETUP","HOTFIX_5C2E4C1AC_SEPOY_E2_STATIC_SETUP.md","HOTFIX-5C2E4C1AC â€” PrÃ©paration statique du scÃ©nario Sepoy E-2","india","sepoy","CORRECTION_REPORT","READY_FOR_E2_AVAILABILITY_RUNTIME_TEST;WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED;OPTION_2E_AVAILABLE_UNEXPECTEDLY;PASS_E2_OPTION_BLOCKED;FAIL_E2_OPTION_AVAILABLE_WITHOUT_WEST_BENGAL;FAIL_E2_PREPARATION;FAIL_E2_EVENT_EFFECT_LEAK;BLOCKED_E2_RELOAD_FAILED","WEST_BENGAL_FUNCTIONAL_DECISION_DEFERRED;HOTFIX_5C2E4C1AD_E2_PRE_EVENT;PASS_E2_OPTION_BLOCKED;FAIL_E2_OPTION_AVAILABLE_WITHOUT_WEST_BENGAL;FAIL_E2_PREPARATION;FAIL_E2_EVENT_EFFECT_LEAK;BLOCKED_E2_RELOAD_FAILED;HOTFIX_5C2E4C1AC_E2_HARNESS_MANIFEST","FAILED_TEST","false","","HOTFIX_5C2E4C1AB_E1_RADICAL_CLEAN_RERUN.md","HOTFIX_5C2E4C1AD_SEPOY_E2_AVAILABILITY_RUNTIME.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AC_SEPOY_E2_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AC_E2_HARNESS_MANIFEST.csv","f19fbd7c02186fca2933b31630014a0267921e96","2026-07-22T18:54:08+02:00","static","true","historical evidence","Le scénario jetable E-2 est préparé sans modifier le gameplay du fork. Il place une portion réelle de `STATE_BOMBAY` chez BIC, retire toute portion réelle de `STATE_WEST_BENGAL` à BIC en l’agrégeant à COO, puis permet d’ouvrir manuellement `sepoy_mutiny_events.2` sans choix automatique. Verdict : `READY_FOR_E2_AVAILABILITY_RUNTIME_TEST`.","Historical report moved without content change"
"HOTFIX_5C2E4C1AD_SEPOY_E2_AVAILABILITY_RUNTIME","HOTFIX_5C2E4C1AD_SEPOY_E2_AVAILABILITY_RUNTIME.md","HOTFIX-5C2E4C1AD â€” DisponibilitÃ© runtime de lâ€™option Sepoy 2.e","india","sepoy","RUNTIME_TEST","PASS_E2_OPTION_BLOCKED;PASS_E2_OPTION_HIDDEN;TRIGGER_WEST_BENGAL_GOVERNS_2E_CONFIRMED;PASS_NO_EVENT_EFFECT_LEAK","PASS_E2_OPTION_BLOCKED;PASS_E2_OPTION_HIDDEN;HOTFIX_5C2E4C1AD_E2_PRE_EVENT;PASS_NO_EVENT_EFFECT_LEAK;HOTFIX_5C2E4C1AD_SEPOY_E2_AVAILABILITY_RUNTIME;HOTFIX_5C2E4C1AD_E2_AVAILABILITY_RESULTS","FAILED_TEST","false","HOTFIX_5C2E4C1AG_BOMBAY_TRIGGER_RUNTIME_VALIDATION.md","HOTFIX_5C2E4C1AC_SEPOY_E2_STATIC_SETUP.md","HOTFIX_5C2E4C1AE_E2_BOMBAY_TRIGGER_FIX.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AD_SEPOY_E2_AVAILABILITY_RUNTIME.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AD_E2_AVAILABILITY_RESULTS.csv","4e6e8495d86210be4c9ed79c6d5cecdfd6e6ba0e","2026-07-22T19:36:44+02:00","runtime","false","historical evidence","Le scénario E-2 est concluant. Après préparation, BIC possède une portion Bombay réelle et ne possède plus aucune portion réelle de West Bengal, intégralement agrégée chez COO. Dans `sepoy_mutiny_events.2`, seule l’option d’abandon de l’Inde est affichée : 2.e « Bombay tient bon » est absente de l’interface. Verdict principal : `PASS_E2_OPTION_BLOCKED`. Sous-verdict : `PASS_E2_OPTION_HIDDEN`. Interprétation : `TRIGGER_WEST_BENGAL_GOVERNS_2E_CONFIRMED`.","Historical report moved without content change"
"HOTFIX_5C2E4C1AE_E2_BOMBAY_TRIGGER_FIX","HOTFIX_5C2E4C1AE_E2_BOMBAY_TRIGGER_FIX.md","HOTFIX-5C2E4C1AE â€” Correction du trigger Bombay de lâ€™option Sepoy 2.e","india","sepoy","CORRECTION_REPORT","READY_FOR_BOMBAY_TRIGGER_RUNTIME_VALIDATION;PASS_E2_OPTION_BLOCKED;PASS_E2_OPTION_HIDDEN;TRIGGER_WEST_BENGAL_GOVERNS_2E_CONFIRMED;WEST_BENGAL_RETREAT_TRANSFER_EXPECTED;PASS_E2_TRIGGER_FIX_POSITIVE;PASS_E3_TRIGGER_FIX_NEGATIVE;FAIL_E2_TRIGGER_FIX_STILL_BLOCKED;FAIL_E3_TRIGGER_FIX_FALSE_POSITIVE","PASS_E2_OPTION_BLOCKED;PASS_E2_OPTION_HIDDEN;WEST_BENGAL_RETREAT_TRANSFER_EXPECTED;PASS_E2_TRIGGER_FIX_POSITIVE;PASS_E3_TRIGGER_FIX_NEGATIVE;FAIL_E2_TRIGGER_FIX_STILL_BLOCKED;FAIL_E3_TRIGGER_FIX_FALSE_POSITIVE;HOTFIX_5C2E4C1AE_E2_BOMBAY_TRIGGER_FIX;HOTFIX_5C2E4C1AE_E2_TRIGGER_FIX_MANIFEST","FAILED_TEST","false","","HOTFIX_5C2E4C1AD_SEPOY_E2_AVAILABILITY_RUNTIME.md","HOTFIX_5C2E4C1AF_SEPOY_E3_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AE_E2_BOMBAY_TRIGGER_FIX.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AE_E2_TRIGGER_FIX_MANIFEST.csv","2530f45f70f096047e2589ee0fbf181a3ce64a48","2026-07-22T20:01:52+02:00","static","true","historical evidence","Le trigger de disponibilité de `sepoy_mutiny_events.2.e` a reçu la correction minimale prescrite : son unique test `STATE_WEST_BENGAL` est remplacé par `STATE_BOMBAY`. Le diff gameplay final contient exactement une suppression et un ajout. Aucun effet, protection, harnais ou autre option n’est modifié. Verdict : `READY_FOR_BOMBAY_TRIGGER_RUNTIME_VALIDATION`.","Historical report moved without content change"
"HOTFIX_5C2E4C1AF_SEPOY_E3_STATIC_SETUP","HOTFIX_5C2E4C1AF_SEPOY_E3_STATIC_SETUP.md","HOTFIX-5C2E4C1AF â€” PrÃ©paration statique du contrÃ´le nÃ©gatif Sepoy E-3","india","sepoy","CORRECTION_REPORT","READY_FOR_COMBINED_BOMBAY_TRIGGER_RUNTIME_TEST;PASS_E3_TRIGGER_FIX_NEGATIVE;PASS_E2_TRIGGER_FIX_POSITIVE;PASS_BOMBAY_TRIGGER_RUNTIME_VALIDATION;BOMBAY_TRIGGER_ACCESS_CONFIRMED;FAIL_E3_TRIGGER_FIX_FALSE_POSITIVE;FAIL_E2_TRIGGER_FIX_STILL_BLOCKED;FAIL_TRIGGER_FIX_EVENT_EFFECT_LEAK;BLOCKED_TRIGGER_FIX_RELOAD_FAILED;BLOCKED_TRIGGER_FIX_FILES_CHANGED;WEST_BENGAL_RETREAT_TRANSFER_EXPECTED","HOTFIX_5C2E4C1AG_E3_NEGATIVE_PRE_EVENT;HOTFIX_5C2E4C1AG_E2_POSITIVE_PRE_EVENT;HOTFIX_5C2E4C1AG_POST_RELOAD_CONTROL;PASS_E3_TRIGGER_FIX_NEGATIVE;PASS_E2_TRIGGER_FIX_POSITIVE;PASS_BOMBAY_TRIGGER_RUNTIME_VALIDATION;BOMBAY_TRIGGER_ACCESS_CONFIRMED;FAIL_E3_TRIGGER_FIX_FALSE_POSITIVE;FAIL_E2_TRIGGER_FIX_STILL_BLOCKED;FAIL_TRIGGER_FIX_EVENT_EFFECT_LEAK;BLOCKED_TRIGGER_FIX_RELOAD_FAILED;BLOCKED_TRIGGER_FIX_FILES_CHANGED","FAILED_TEST","false","","HOTFIX_5C2E4C1AE_E2_BOMBAY_TRIGGER_FIX.md","HOTFIX_5C2E4C1AG_BOMBAY_TRIGGER_RUNTIME_VALIDATION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AF_SEPOY_E3_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AF_E3_HARNESS_MANIFEST.csv","bc372f1f4734753af8d65c9e9a7c2af582e642fd","2026-07-22T20:17:04+02:00","static","true","historical evidence","Le contrôle négatif jetable E-3 est préparé sur l’état initial naturel de BIC. Il ouvre manuellement `sepoy_mutiny_events.2` sans mutation et doit permettre de constater que 2.e est bloquée lorsque West Bengal est présent mais Bombay absent. Verdict : `READY_FOR_COMBINED_BOMBAY_TRIGGER_RUNTIME_TEST`.","Historical report moved without content change"
"HOTFIX_5C2E4C1AG_BOMBAY_TRIGGER_RUNTIME_VALIDATION","HOTFIX_5C2E4C1AG_BOMBAY_TRIGGER_RUNTIME_VALIDATION.md","HOTFIX-5C2E4C1AG â€” Validation runtime combinÃ©e du trigger Bombay","india","sepoy","RUNTIME_TEST","PASS_BOMBAY_TRIGGER_RUNTIME_VALIDATION;PASS_NO_EVENT_EFFECT_LEAK;WEST_BENGAL_RETREAT_TRANSFER_EXPECTED;PASS_E3_TRIGGER_FIX_NEGATIVE;PASS_E2_TRIGGER_FIX_POSITIVE;BOMBAY_TRIGGER_ACCESS_CONFIRMED","PASS_BOMBAY_TRIGGER_RUNTIME_VALIDATION;HOTFIX_5C2E4C1AG_E3_NEGATIVE_PRE_EVENT;HOTFIX_5C2E4C1AG_E2_POSITIVE_PRE_EVENT;HOTFIX_5C2E4C1AG_POST_RELOAD_CONTRO;PASS_NO_EVENT_EFFECT_LEAK;WEST_BENGAL_RETREAT_TRANSFER_EXPECTED;PASS_E3_TRIGGER_FIX_NEGATIVE;PASS_E2_TRIGGER_FIX_POSITIVE;BOMBAY_TRIGGER_ACCESS_CONFIRMED;HOTFIX_5C2E4C1AG_BOMBAY_TRIGGER_RUNTIME_VALIDATION;HOTFIX_5C2E4C1AG_BOMBAY_TRIGGER_RUNTIME_RESULTS","FINAL","true","","HOTFIX_5C2E4C1AF_SEPOY_E3_STATIC_SETUP.md","HOTFIX_5C2E4C1B_SEPOY_HARNESS_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AG_BOMBAY_TRIGGER_RUNTIME_VALIDATION.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1AG_BOMBAY_TRIGGER_RUNTIME_RESULTS.csv","6d6db236d604d125570c14e6d06ebc98a62cc724","2026-07-22T22:00:16+02:00","runtime","false","canonical/current","La validation runtime combinée passe dans les deux directions. Sans Bombay, 2.e est cachée ; avec Bombay et sans West Bengal, 2.e est visible et sélectionnable. Aucune option réelle n’a été exécutée et aucune fuite d’effet n’est sérialisée. Verdict : `PASS_BOMBAY_TRIGGER_RUNTIME_VALIDATION`.","Historical report moved without content change"
"HOTFIX_5C2E4C1B_SEPOY_HARNESS_STATIC_SETUP","HOTFIX_5C2E4C1B_SEPOY_HARNESS_STATIC_SETUP.md","HOTFIX-5C2E4C1B - Harnais statique Sepoy","india","sepoy","CORRECTION_REPORT","READY_FOR_HARNESS_RUNTIME_TEST;EXPECTED_DESCRIPTOR_DIFFERENCE","HOTFIX_5C2E4C1B_SEPOY_HARNESS_STATIC_SETUP;HOTFIX_5C2E4C1B_HARNESS_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1AG_BOMBAY_TRIGGER_RUNTIME_VALIDATION.md","HOTFIX_5C2E4C1C_SEPOY_HARNESS_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1B_SEPOY_HARNESS_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1B_HARNESS_MANIFEST.csv","c91ad145fa7f6030ef5850f517c2b6bbd568f9e4","2026-07-15T00:11:09Z","static","true","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4C1C_SEPOY_HARNESS_RUNTIME_TEST","HOTFIX_5C2E4C1C_SEPOY_HARNESS_RUNTIME_TEST.md","HOTFIX-5C2E4C1C - Test runtime du harnais Sepoy","india","sepoy","RUNTIME_TEST","FAIL_HARNESS_PARSE","HOTFIX_5C2E4C1C_SEPOY_HARNESS_RUNTIME_TEST","FAILED_TEST","false","","HOTFIX_5C2E4C1B_SEPOY_HARNESS_STATIC_SETUP.md","HOTFIX_5C2E4C1C1_SEPOY_HARNESS_BOM_RETEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1C_SEPOY_HARNESS_RUNTIME_TEST.md","","246441e43a7d7b2eeb3b9f03ba60d67db35a4963","2026-07-15T01:43:50Z","runtime","false","historical evidence","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4C1C1_SEPOY_HARNESS_BOM_RETEST","HOTFIX_5C2E4C1C1_SEPOY_HARNESS_BOM_RETEST.md","HOTFIX-5C2E4C1C1 - Correction BOM et retest du harnais Sepoy","india","sepoy","RUNTIME_TEST","PASS_HARNESS_RUNTIME_CLEAN","HOTFIX_5C2E4C1C1_HARNESS_BOM_MANIFEST;HOTFIX_5C2E4C1C1_SEPOY_HARNESS_BOM_RETEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1C_SEPOY_HARNESS_RUNTIME_TEST.md","HOTFIX_5C2E4C1D_SEPOY_A1_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1C1_SEPOY_HARNESS_BOM_RETEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1C1_HARNESS_BOM_MANIFEST.csv","d12ad35d50a2f143dcee2efbe9f63859fa460a30","2026-07-15T02:56:17Z","runtime","false","supporting reference","Navigation index for the reorganized hotfix report library.","Historical report moved without content change"
"HOTFIX_5C2E4C1D_SEPOY_A1_STATIC_SETUP","HOTFIX_5C2E4C1D_SEPOY_A1_STATIC_SETUP.md","HOTFIX-5C2E4C1D - Setup statique du harnais Sepoy A-1","india","sepoy","CORRECTION_REPORT","READY_FOR_A1_RUNTIME_TEST","HOTFIX_5C2E4C1D_SEPOY_A1_STATIC_SETUP;HOTFIX_5C2E4C1D_A1_HARNESS_MANIFEST","INTERMEDIATE","false","","HOTFIX_5C2E4C1C1_SEPOY_HARNESS_BOM_RETEST.md","HOTFIX_5C2E4C1E_SEPOY_A1_RUNTIME_TEST.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1D_SEPOY_A1_STATIC_SETUP.md","docs/reports/hotfix/india/sepoy/HOTFIX_5C2E4C1D_A1_HARNESS_MANIFEST.csv","d305df71f042450857aa9327c0674f8a88952227","2026-07-15T04:18:20Z","static","true","supporting reference","Le setup du 1er janvier 1776 satisfait déjà les prérequis du scénario A-1. Aucune mutation territoriale, diplomatique, culturelle ou de capitale n'est nécessaire. Le harnais séparé créé dans la copie jetable ne fait qu'ajouter un marqueur pays après confirmation, puis offre une seconde décision qui ouvre manuellement `sepoy_mutiny_events.2` sur le root BIC. **Verdict : `READY_FOR_A1_RUNTIME_TEST`.** Cette phase est strictement statique : ni Victoria 3 ni le launcher n'ont été lancés et aucune option de l'événement Sepoy n'a été exécutée.","Historical report moved without content change"
