"tag","country","region","current_government","current_ruler","reason_detected","explicit_character_found","shared_monarch_found","regency_found","delegated_executive_found","expected_engine_generation","confidence","requires_historical_research","requires_government_research","map_dependency","notes"
"SIA","Siam","SOUTHEAST_ASIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"SIK","Sikkim","SOUTH_ASIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"SIL","Sierra Leone","WEST_AFRICA","law_colonial_administration","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","MAJOR","Static 1776 setup audit; no external historical research performed."
"SIN","Sindh","INDIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","MINOR","Static 1776 setup audit; no external historical research performed."
"SMB","Sambas","SOUTHEAST_ASIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"SOK","Sokoto","WEST_AFRICA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"SRK","Surakarta","SOUTHEAST_ASIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","MINOR","Static 1776 setup audit; no external historical research performed."
"STG","Sintang","SOUTHEAST_ASIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"SUL","Sulu","SOUTHEAST_ASIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"SWZ","Swaziland","SOUTHERN_AFRICA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"TGI","Tungi","EAST_AFRICA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"TIB","Tibet","SOUTH_ASIA","law_theocracy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","MINOR","Static 1776 setup audit; no external historical research performed."
"TID","Tidore","SOUTHEAST_ASIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"TRA","Travancore","INDIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"TRI","Tripolitania","NORTH_AFRICA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","MINOR","Static 1776 setup audit; no external historical research performed."
"TRN","Transvaal","SOUTHERN_AFRICA","law_presidential_republic","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"TUG","Touggourt","NORTH_AFRICA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"TUN","Tunis","NORTH_AFRICA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","MINOR","Static 1776 setup audit; no external historical research performed."
"UNT","United Tribes","OCEANIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"UZH","Uly Zhuz","CENTRAL_ASIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","MINOR","Static 1776 setup audit; no external historical research performed."
"WAD","Wadai","CENTRAL_AFRICA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"WBL","Griqualand","SOUTHERN_AFRICA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"WSG","Warsangali","HORN_OF_AFRICA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"WTU","Witu","EAST_AFRICA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
"YOG","Yogyakarta","SOUTHEAST_ASIA","law_monarchy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","MINOR","Static 1776 setup audit; no external historical research performed."
"ZAI","Azal","ARABIAN_PENINSULA","law_theocracy","Engine-generated ruler (name not captured)","Active centralized tag minus explicit ruler/shared monarch/regency/delegated executive","NO","NO","NO","NO","YES","HIGH","YES","YES","NO","Static 1776 setup audit; no external historical research performed."
