tech_id,reference_class,referencing_object_type,referencing_object_id,file,line_or_context,notes
chemical_warfare,VISIBILITY,gfx,headgear,gfx/portraits/portrait_modifiers/01_headgear.txt,2340: has_technology_researched = chemical_warfare,
chemical_warfare,LOCALIZATION_ONLY,technology_localization,chemical_warfare,localization/english/inventions_l_english.yml,"144: chemical_warfare:0 ""Chemical Warfare""",English name/description key.
chemical_warfare,LOCALIZATION_ONLY,technology_localization,chemical_warfare_desc,localization/english/inventions_l_english.yml,"145: chemical_warfare_desc:0 ""Certain chemical combinations produce adverse or even fatal effects when humans are exposed to them. Weaponizing this brings a whole new horrific aspect to warfare. """,English name/description key.
civilizing_mission,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,3596: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,4471: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,6753: limit = { has_technology_researched = civilizing_mission },
civilizing_mission,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,6785: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,7132: limit = { has_technology_researched = civilizing_mission },
civilizing_mission,TRIGGER,ai_strategies,ai_strategy_maintain_power_balance,common/ai_strategies/02_diplomatic_strategies.txt,88: limit = { has_technology_researched = civilizing_mission },
civilizing_mission,TRIGGER,ai_strategies,ai_strategy_colonial_expansion,common/ai_strategies/02_diplomatic_strategies.txt,455: limit = { has_technology_researched = civilizing_mission },
civilizing_mission,TRIGGER,ai_strategies,ai_strategy_colonial_expansion,common/ai_strategies/02_diplomatic_strategies.txt,739: limit = { has_technology_researched = civilizing_mission },
civilizing_mission,TRIGGER,ai_strategies,ai_strategy_economic_imperialism,common/ai_strategies/02_diplomatic_strategies.txt,1001: limit = { has_technology_researched = civilizing_mission },
civilizing_mission,TRIGGER,ai_strategies,ai_strategy_restore_natural_borders,common/ai_strategies/02_diplomatic_strategies.txt,3021: limit = { has_technology_researched = civilizing_mission },
civilizing_mission,BUILDING_REQUIREMENT,buildings,building_panama_canal,common/buildings/10_canals.txt,62: civilizing_mission,
civilizing_mission,COMPANY_REQUIREMENT,company_types,company_oriental_development_company,common/company_types/00_companies_soi.txt,1152: has_technology_researched = civilizing_mission,
civilizing_mission,COMPANY_REQUIREMENT,company_types,company_oriental_development_company,common/company_types/00_companies_soi.txt,1176: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,decisions,british_raj_decision,common/decisions/british_raj_decisions.txt,15: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,decisions,panama_survey_decision,common/decisions/canal_decisions.txt,213: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,decisions,bic_end_company_rule,common/decisions/india_decisions.txt,286: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,decisions,tibet_expedition,common/decisions/tibet_expedition_decision.txt,48: has_technology_researched = civilizing_mission,
civilizing_mission,UNLOCK,decrees,decree_establish_missions,common/decrees/00_decree.txt,1010: civilizing_mission,
civilizing_mission,TRIGGER,diplomatic_actions,da_decrease_autonomy,common/diplomatic_actions/37_subjects_decrease_autonomy.txt,43: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,diplomatic_actions,da_increase_autonomy_of_subject,common/diplomatic_actions/38_subjects_increase_autonomy.txt,28: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,diplomatic_actions,da_increase_autonomy_of_self,common/diplomatic_actions/38_subjects_increase_autonomy.txt,136: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,diplomatic_catalysts,catalyst_gained_land_border,common/diplomatic_catalysts/00_diplomatic_catalysts.txt,33: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,diplomatic_catalysts,catalyst_lost_land_border,common/diplomatic_catalysts/00_diplomatic_catalysts.txt,66: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,diplomatic_plays,dp_reduce_autonomy,common/diplomatic_plays/00_diplomatic_plays.txt,298: has_technology_researched = civilizing_mission,
civilizing_mission,JOURNAL_REQUIREMENT,journal_entries,je_colonial_administration,common/journal_entries/00_establish_colonial_administration.txt,23: has_technology_researched = civilizing_mission,
civilizing_mission,JOURNAL_REQUIREMENT,journal_entries,je_earn_recognition,common/journal_entries/00_request_recognition.txt,32: has_technology_researched = civilizing_mission,
civilizing_mission,JOURNAL_REQUIREMENT,journal_entries,je_south_america_migration,common/journal_entries/02_south_america_migration.txt,14: has_technology_researched = civilizing_mission,
civilizing_mission,JOURNAL_REQUIREMENT,journal_entries,je_central_america_migration,common/journal_entries/02_south_america_migration.txt,160: has_technology_researched = civilizing_mission,
civilizing_mission,JOURNAL_REQUIREMENT,journal_entries,je_american_west_migration,common/journal_entries/02_south_america_migration.txt,309: has_technology_researched = civilizing_mission,
civilizing_mission,JOURNAL_REQUIREMENT,journal_entries,je_conquest_of_central_asia,common/journal_entries/03_russia.txt,1033: has_technology_researched = civilizing_mission,
civilizing_mission,JOURNAL_REQUIREMENT,journal_entries,je_conquest_of_tetouan,common/journal_entries/06_spanish_africa.txt,82: has_technology_researched = civilizing_mission,
civilizing_mission,LAW_REQUIREMENT,laws,law_interventionism,common/laws/00_economic_system.txt,99: has_technology_researched = civilizing_mission,
civilizing_mission,LAW_REQUIREMENT,laws,law_agrarianism,common/laws/00_economic_system.txt,195: has_technology_researched = civilizing_mission,
civilizing_mission,LAW_REQUIREMENT,laws,law_tenant_farmers,common/laws/00_land_reform.txt,194: has_technology_researched = civilizing_mission,
civilizing_mission,LAW_REQUIREMENT,laws,law_slavery_banned,common/laws/00_slavery.txt,113: has_technology_researched = civilizing_mission,
civilizing_mission,LAW_REQUIREMENT,laws,law_per_capita_based_taxation,common/laws/00_taxation.txt,161: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,scripted_buttons,amazon_border_treaty_button_1,common/scripted_buttons/03_brazilian_amazon_scripted_buttons.txt,256: has_technology_researched = civilizing_mission,
civilizing_mission,TRIGGER,scripted_buttons,amazon_border_treaty_button_2,common/scripted_buttons/03_brazilian_amazon_scripted_buttons.txt,312: has_technology_researched = civilizing_mission,
civilizing_mission,PREREQUISITE,technology,malaria_prevention,common/technology/technologies/30_society.txt,1376: civilizing_mission,
civilizing_mission,UNLOCK,treaty_articles,non_colonization_agreement,common/treaty_articles/16_non_colonization_agreement.txt,27: civilizing_mission,
civilizing_mission,EVENT_CONDITION,event,spanish_africa.2,events/iberia_events/spanish_africa_events.txt,166: has_technology_researched = civilizing_mission,
civilizing_mission,EVENT_CONDITION,event,spanish_africa.3,events/iberia_events/spanish_africa_events.txt,288: has_technology_researched = civilizing_mission,
civilizing_mission,EVENT_CONDITION,event,spanish_africa.4,events/iberia_events/spanish_africa_events.txt,406: has_technology_researched = civilizing_mission,
civilizing_mission,EVENT_CONDITION,event,iwakura_mission.8,events/japan_events/ep2_iwakura_events.txt,892: can_research = civilizing_mission,
civilizing_mission,EVENT_EFFECT,event,iwakura_mission.8,events/japan_events/ep2_iwakura_events.txt,894: add_technology_progress = { progress = 4150 technology = civilizing_mission },
civilizing_mission,LOCALIZATION_ONLY,technology_localization,civilizing_mission,localization/english/inventions_l_english.yml,"146: civilizing_mission:0 ""Civilizing Mission""",English name/description key.
civilizing_mission,LOCALIZATION_ONLY,technology_localization,civilizing_mission_desc,localization/english/inventions_l_english.yml,"147: civilizing_mission_desc:0 ""It falls on our great nation's shoulders to shine the light of modernity into every uncivilized corner of the world, to educate and instill in the less developed peoples the divine values of our glorious culture.""",English name/description key.
colonization,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,4404: has_technology_researched = colonization,
colonization,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,6739: has_technology_researched = colonization,
colonization,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,7118: has_technology_researched = colonization,
colonization,TRIGGER,ai_strategies,ai_strategy_maintain_power_balance,common/ai_strategies/02_diplomatic_strategies.txt,72: has_technology_researched = colonization,
colonization,TRIGGER,ai_strategies,ai_strategy_colonial_expansion,common/ai_strategies/02_diplomatic_strategies.txt,439: has_technology_researched = colonization,
colonization,TRIGGER,ai_strategies,ai_strategy_economic_imperialism,common/ai_strategies/02_diplomatic_strategies.txt,985: has_technology_researched = colonization,
colonization,TRIGGER,ai_strategies,ai_strategy_restore_natural_borders,common/ai_strategies/02_diplomatic_strategies.txt,3005: has_technology_researched = colonization,
colonization,BUILDING_REQUIREMENT,buildings,building_suez_canal,common/buildings/10_canals.txt,13: colonization,
colonization,TRIGGER,decisions,suez_survey_decision,common/decisions/canal_decisions.txt,26: has_technology_researched = colonization,
colonization,TRIGGER,decisions,central_africa_expedition,common/decisions/central_africa_expedition_decision.txt,9: has_technology_researched = colonization,
colonization,TRIGGER,decisions,congo_river_expedition,common/decisions/congo_expedition_decision.txt,4: has_technology_researched = colonization,
colonization,TRIGGER,decisions,niger_river_expedition,common/decisions/niger_river_expedition_decision.txt,4: has_technology_researched = colonization,
colonization,TRIGGER,decisions,tibet_expedition,common/decisions/tibet_expedition_decision.txt,14: has_technology_researched = colonization,
colonization,TRIGGER,decisions,west_america_expedition,common/decisions/west_america_expidition_decision.txt,8: has_technology_researched = colonization,
colonization,EVENT_EFFECT,history,COUNTRIES,common/history/countries/jap - japan.txt,9: add_technology_researched = colonization,
colonization,INSTITUTION_REQUIREMENT,institutions,institution_colonial_affairs,common/institutions/00_institutions.txt,"2: icon = ""gfx/interface/icons/institution_icons/colonization.dds""",
colonization,INSTITUTION_REQUIREMENT,institutions,institution_colonial_affairs,common/institutions/00_institutions.txt,"3: background_texture = ""gfx/interface/illustrations/institutions/colonization.dds""",
colonization,JOURNAL_REQUIREMENT,journal_entries,je_colonial_administration,common/journal_entries/00_establish_colonial_administration.txt,"2: icon = ""gfx/interface/icons/invention_icons/colonization.dds""",
colonization,JOURNAL_REQUIREMENT,journal_entries,je_earn_recognition,common/journal_entries/00_request_recognition.txt,28: has_technology_researched = colonization,
colonization,JOURNAL_REQUIREMENT,journal_entries,je_spa_economic_regeneration_ultramar,common/journal_entries/06_economic_regeneration.txt,"1324: icon = ""gfx/interface/icons/invention_icons/colonization.dds""",
colonization,JOURNAL_REQUIREMENT,journal_entries,je_conquest_of_tetouan,common/journal_entries/06_spanish_africa.txt,10: has_technology_researched = colonization,
colonization,LAW_REQUIREMENT,laws,law_frontier_colonization,common/laws/00_colonial_affairs.txt,94: colonization,
colonization,LAW_REQUIREMENT,laws,law_colonial_resettlement,common/laws/00_colonial_affairs.txt,184: colonization,
colonization,LAW_REQUIREMENT,laws,law_colonial_exploitation,common/laws/00_colonial_affairs.txt,284: colonization,
colonization,LAW_REQUIREMENT,laws,law_extraction_economy,common/laws/00_economic_system.txt,360: colonization,
colonization,TRIGGER,scripted_buttons,persian_baluchistan_button,common/scripted_buttons/04_persia_buttons.txt,263: has_technology_researched = colonization,
colonization,TRIGGER,scripted_buttons,je_conquest_of_central_asia_turkmen_button,common/scripted_buttons/04_russia_buttons.txt,659: has_technology_researched = colonization,
colonization,TRIGGER,scripted_buttons,je_lands_of_anarchy_colonize_sahara_button,common/scripted_buttons/morocco_makhzen_buttons.txt,93: has_technology_researched = colonization,
colonization,EVENT_EFFECT,scripted_effects,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,75: add_technology_researched = colonization,
colonization,PREREQUISITE,technology,quinine,common/technology/technologies/30_society.txt,486: colonization,
colonization,UNLOCK,treaty_articles,treaty_port,common/treaty_articles/14_treaty_port.txt,30: colonization,
colonization,EVENT_CONDITION,event,colonization_laws,events/law_events/colonization_laws.txt,1: namespace = colonization,
colonization,EVENT_CONDITION,event,colonization.1,events/law_events/colonization_laws.txt,4: colonization.1 = {,
colonization,EVENT_CONDITION,event,colonization.1,events/law_events/colonization_laws.txt,7: title = colonization.1.t,
colonization,EVENT_CONDITION,event,colonization.1,events/law_events/colonization_laws.txt,8: desc = colonization.1.d,
colonization,EVENT_CONDITION,event,colonization.1,events/law_events/colonization_laws.txt,9: flavor = colonization.1.f,
colonization,EVENT_CONDITION,event,colonization.1,events/law_events/colonization_laws.txt,55: name = colonization.1.a,
colonization,EVENT_CONDITION,event,colonization.1,events/law_events/colonization_laws.txt,69: name = colonization.1.b,
colonization,EVENT_CONDITION,event,colonization.2,events/law_events/colonization_laws.txt,83: colonization.2 = {,
colonization,EVENT_CONDITION,event,colonization.2,events/law_events/colonization_laws.txt,86: title = colonization.2.t,
colonization,EVENT_CONDITION,event,colonization.2,events/law_events/colonization_laws.txt,87: desc = colonization.2.d,
colonization,EVENT_CONDITION,event,colonization.2,events/law_events/colonization_laws.txt,88: flavor = colonization.2.f,
colonization,EVENT_CONDITION,event,colonization.2,events/law_events/colonization_laws.txt,158: name = colonization.2.a,
colonization,EVENT_CONDITION,event,colonization.2,events/law_events/colonization_laws.txt,175: name = colonization.2.b,
colonization,EVENT_CONDITION,event,colonization.3,events/law_events/colonization_laws.txt,207: colonization.3 = {,
colonization,EVENT_CONDITION,event,colonization.3,events/law_events/colonization_laws.txt,210: title = colonization.3.t,
colonization,EVENT_CONDITION,event,colonization.3,events/law_events/colonization_laws.txt,211: desc = colonization.3.d,
colonization,EVENT_CONDITION,event,colonization.3,events/law_events/colonization_laws.txt,212: flavor = colonization.3.f,
colonization,EVENT_CONDITION,event,colonization.3,events/law_events/colonization_laws.txt,248: name = colonization.3.a,
colonization,EVENT_CONDITION,event,colonization.3,events/law_events/colonization_laws.txt,256: name = colonization.3.b,
colonization,EVENT_CONDITION,event,colonization.3,events/law_events/colonization_laws.txt,266: name = colonization.3.c,
colonization,EVENT_CONDITION,event,colonization.4,events/law_events/colonization_laws.txt,279: colonization.4 = {,
colonization,EVENT_CONDITION,event,colonization.4,events/law_events/colonization_laws.txt,282: title = colonization.4.t,
colonization,EVENT_CONDITION,event,colonization.4,events/law_events/colonization_laws.txt,283: desc = colonization.4.d,
colonization,EVENT_CONDITION,event,colonization.4,events/law_events/colonization_laws.txt,284: flavor = colonization.4.f,
colonization,EVENT_CONDITION,event,colonization.4,events/law_events/colonization_laws.txt,322: name = colonization.4.a,
colonization,EVENT_CONDITION,event,colonization.4,events/law_events/colonization_laws.txt,386: name = colonization.4.b,
colonization,LOCALIZATION_ONLY,technology_localization,colonization,localization/english/inventions_l_english.yml,"148: colonization:0 ""Colonization""",English name/description key.
colonization,LOCALIZATION_ONLY,technology_localization,colonization_desc,localization/english/inventions_l_english.yml,"149: colonization_desc:0 ""As a population grows, it becomes possible to go elsewhere and find new mainly unclaimed land for the taking. """,English name/description key.
combustion_engine,BUILDING_REQUIREMENT,buildings,building_automotive_industry,common/buildings/01_industry.txt,352: combustion_engine,
combustion_engine,COMPANY_REQUIREMENT,company_types,company_ursus,common/company_types/00_companies_europe.txt,981: has_technology_researched = combustion_engine,
combustion_engine,COMPANY_REQUIREMENT,company_types,company_ursus,common/company_types/00_companies_europe.txt,998: has_technology_researched = combustion_engine,
combustion_engine,COMPANY_REQUIREMENT,company_types,company_fiat,common/company_types/00_companies_italy.txt,291: has_technology_researched = combustion_engine,
combustion_engine,COMPANY_REQUIREMENT,company_types,company_ford_motor,common/company_types/00_companies_usa.txt,456: has_technology_researched = combustion_engine,
combustion_engine,COMPANY_REQUIREMENT,company_types,company_ford_motor,common/company_types/00_companies_usa.txt,473: has_technology_researched = combustion_engine,
combustion_engine,TRIGGER,customizable_localization,fast_object_type,common/customizable_localization/02_events.txt,108: has_technology_researched = combustion_engine,
combustion_engine,TRIGGER,customizable_localization,travelling_verb,common/customizable_localization/02_events.txt,283: has_technology_researched = combustion_engine,
combustion_engine,UNIT_REQUIREMENT,mobilization_options,mobilization_option_truck_transport,common/mobilization_options/00_mobilization_option.txt,484: combustion_engine,
combustion_engine,UNIT_REQUIREMENT,mobilization_options,mobilization_option_motorized_recon,common/mobilization_options/00_mobilization_option.txt,754: combustion_engine,
combustion_engine,PM_REQUIREMENT,production_methods,pm_automobile_production,common/production_methods/01_industry.txt,2158: combustion_engine,
combustion_engine,PM_REQUIREMENT,production_methods,pm_public_motor_carriages,common/production_methods/06_urban_center.txt,185: combustion_engine,
combustion_engine,PM_REQUIREMENT,production_methods,pm_chainsaws,common/production_methods/09_misc_resource.txt,133: combustion_engine,
combustion_engine,PM_REQUIREMENT,production_methods,pm_combustion_derricks,common/production_methods/09_misc_resource.txt,571: combustion_engine,
combustion_engine,TRIGGER,scripted_buttons,button_je_taming_the_north_agriculture_arable_land,common/scripted_buttons/07_japan_buttons.txt,487: has_technology_researched = combustion_engine,
combustion_engine,PREREQUISITE,technology,compression_ignition,common/technology/technologies/10_production.txt,1113: combustion_engine,
combustion_engine,EVENT_CONDITION,event,belle_epoque_events.9,events/belle_epoque_events.txt,833: has_technology_researched = combustion_engine,
combustion_engine,EVENT_CONDITION,event,decree_events.1,events/decree_events.txt,35: has_technology_researched = combustion_engine,
combustion_engine,EVENT_CONDITION,event,production_tech_events.401,events/tech_events/production_tech_events.txt,633: NOT = { has_technology_researched = combustion_engine },
combustion_engine,EVENT_EFFECT,event,production_tech_events.401,events/tech_events/production_tech_events.txt,636: add_technology_progress = { progress = 5850 technology = combustion_engine },
combustion_engine,EVENT_CONDITION,event,technology_events.1,events/technology_events.txt,24: has_technology_researched = combustion_engine,
combustion_engine,LOCALIZATION_ONLY,technology_localization,combustion_engine,localization/english/inventions_l_english.yml,"154: combustion_engine:0 ""Combustion Engine""",English name/description key.
combustion_engine,LOCALIZATION_ONLY,technology_localization,combustion_engine_desc,localization/english/inventions_l_english.yml,"155: combustion_engine_desc:0 ""A combustion engine allows fuel to be turned directly into mechanical power, based on combustions taking place inside the engine constantly.""",English name/description key.
compression_ignition,PM_REQUIREMENT,production_methods,pm_diesel_engines,common/production_methods/01_industry.txt,1775: compression_ignition,
compression_ignition,PM_REQUIREMENT,production_methods,pm_mass_automobile_production,common/production_methods/01_industry.txt,2190: compression_ignition,
compression_ignition,PM_REQUIREMENT,production_methods,pm_compression_ignition_tractors,common/production_methods/02_agro.txt,246: compression_ignition,
compression_ignition,PM_REQUIREMENT,production_methods,pm_diesel_pump_building_coal_mine,common/production_methods/03_mines.txt,86: compression_ignition,
compression_ignition,PM_REQUIREMENT,production_methods,pm_diesel_pump_building_iron_mine,common/production_methods/03_mines.txt,304: compression_ignition,
compression_ignition,PM_REQUIREMENT,production_methods,pm_diesel_pump_building_lead_mine,common/production_methods/03_mines.txt,534: compression_ignition,
compression_ignition,PM_REQUIREMENT,production_methods,pm_diesel_pump_building_sulfur_mine,common/production_methods/03_mines.txt,705: compression_ignition,
compression_ignition,PM_REQUIREMENT,production_methods,pm_diesel_pump_building_gold_mine,common/production_methods/03_mines.txt,895: compression_ignition,
compression_ignition,PM_REQUIREMENT,production_methods,pm_diesel_trains,common/production_methods/11_private_infrastructure.txt,250: compression_ignition,
compression_ignition,PM_REQUIREMENT,production_methods,pm_diesel_trains_principle_transport_3,common/production_methods/11_private_infrastructure.txt,284: compression_ignition,
compression_ignition,EVENT_CONDITION,event,production_tech_events.600,events/tech_events/production_tech_events.txt,918: has_technology_researched = compression_ignition,
compression_ignition,LOCALIZATION_ONLY,technology_localization,compression_ignition,localization/english/inventions_l_english.yml,"160: compression_ignition:0 ""Compression Ignition""",English name/description key.
compression_ignition,LOCALIZATION_ONLY,technology_localization,compression_ignition_desc,localization/english/inventions_l_english.yml,"161: compression_ignition_desc:1 ""A compression ignition engine ignites the fuel by compressing air and has the highest thermal efficiency of any engine.""",English name/description key.
concrete_dockyards,TRIGGER,decisions,lowlands_land_reclamation,common/decisions/00_decisions.txt,84: NOT = { has_technology_researched = concrete_dockyards },
concrete_dockyards,JOURNAL_REQUIREMENT,journal_entries,je_land_reclamation,common/journal_entries/00_land_reclamation.txt,63: NOT = { has_technology_researched = concrete_dockyards },
concrete_dockyards,JOURNAL_REQUIREMENT,journal_entries,je_land_reclamation,common/journal_entries/00_land_reclamation.txt,69: has_technology_researched = concrete_dockyards,
concrete_dockyards,PM_REQUIREMENT,production_methods,pm_modern_port,common/production_methods/11_private_infrastructure.txt,68: concrete_dockyards,
concrete_dockyards,PREREQUISITE,technology,dreadnought_tech,common/technology/technologies/20_military.txt,893: concrete_dockyards,
concrete_dockyards,EVENT_CONDITION,event,land_reclamation.1,events/land_reclamation.txt,15: NOT = { has_technology_researched = concrete_dockyards },
concrete_dockyards,EVENT_CONDITION,event,land_reclamation.1,events/land_reclamation.txt,19: has_technology_researched = concrete_dockyards,
concrete_dockyards,EVENT_CONDITION,event,land_reclamation.1,events/land_reclamation.txt,65: NOT = { has_technology_researched = concrete_dockyards },
concrete_dockyards,EVENT_CONDITION,event,land_reclamation.1,events/land_reclamation.txt,92: has_technology_researched = concrete_dockyards,
concrete_dockyards,LOCALIZATION_ONLY,technology_localization,concrete_dockyards,localization/english/inventions_l_english.yml,"162: concrete_dockyards:0 ""Concrete Dockyards""",English name/description key.
concrete_dockyards,LOCALIZATION_ONLY,technology_localization,concrete_dockyards_desc,localization/english/inventions_l_english.yml,"163: concrete_dockyards_desc:0 ""Sturdy and cheap, concrete allows for the construction of far larger piers that are able to support far heavier freight loads.""",English name/description key.
concrete_fortifications,PM_REQUIREMENT,production_methods,pm_naval_fortification_advanced,common/production_methods/05_military.txt,497: concrete_fortifications,
concrete_fortifications,EVENT_EFFECT,scripted_effects,balkan_war_even_tech,common/scripted_effects/00_chris_scripted_effects.txt,449: TECH = concrete_fortifications,
concrete_fortifications,PREREQUISITE,technology,mobile_armor,common/technology/technologies/20_military.txt,1067: concrete_fortifications,
concrete_fortifications,VISIBILITY,gfx,clothes,gfx/portraits/portrait_modifiers/01_clothes.txt,7992: has_technology_researched = concrete_fortifications,
concrete_fortifications,VISIBILITY,gfx,clothes,gfx/portraits/portrait_modifiers/01_clothes.txt,8044: has_technology_researched = concrete_fortifications,
concrete_fortifications,VISIBILITY,gfx,clothes,gfx/portraits/portrait_modifiers/01_clothes.txt,8077: has_technology_researched = concrete_fortifications,
concrete_fortifications,VISIBILITY,gfx,headgear,gfx/portraits/portrait_modifiers/01_headgear.txt,2304: has_technology_researched = concrete_fortifications,
concrete_fortifications,VISIBILITY,gfx,headgear,gfx/portraits/portrait_modifiers/01_headgear.txt,2341: has_technology_researched = concrete_fortifications,
concrete_fortifications,LOCALIZATION_ONLY,technology_localization,concrete_fortifications,localization/english/inventions_l_english.yml,"164: concrete_fortifications:0 ""Concrete Fortifications""",English name/description key.
concrete_fortifications,LOCALIZATION_ONLY,technology_localization,concrete_fortifications_desc,localization/english/inventions_l_english.yml,"165: concrete_fortifications_desc:0 ""By introducing concrete into fortifications it is possible to make strong entrenched positions very quickly.""",English name/description key.
conveyors,PM_REQUIREMENT,production_methods,pm_assembly_lines_building_furniture_manufactory,common/production_methods/01_industry.txt,692: conveyors,
conveyors,PM_REQUIREMENT,production_methods,pm_assembly_lines_building_tooling_workshop,common/production_methods/01_industry.txt,1078: conveyors,
conveyors,PM_REQUIREMENT,production_methods,pm_assembly_lines_building_motor_industry,common/production_methods/01_industry.txt,1860: conveyors,
conveyors,PM_REQUIREMENT,production_methods,pm_assembly_lines_building_automotive_industry,common/production_methods/01_industry.txt,1889: conveyors,
conveyors,PM_REQUIREMENT,production_methods,pm_assembly_lines_building_arms_industry,common/production_methods/01_industry.txt,2562: conveyors,
conveyors,PM_REQUIREMENT,production_methods,pm_assembly_lines_building_munition_plant,common/production_methods/01_industry.txt,2673: conveyors,
conveyors,PREREQUISITE,technology,dough_rollers,common/technology/technologies/10_production.txt,1045: conveyors,
conveyors,LOCALIZATION_ONLY,technology_localization,conveyors,localization/english/inventions_l_english.yml,"170: conveyors:0 ""Conveyors""",English name/description key.
conveyors,LOCALIZATION_ONLY,technology_localization,conveyors_desc,localization/english/inventions_l_english.yml,"171: conveyors_desc:0 ""By applying motors to belts it is possible to create platforms that move goods along them without the use of human labor.""",English name/description key.
corporate_charters,COMPANY_REQUIREMENT,company_types,company_misr,common/company_types/00_companies_africa.txt,38: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_misr,common/company_types/00_companies_africa.txt,54: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_egyptian_rail,common/company_types/00_companies_africa.txt,98: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_egyptian_rail,common/company_types/00_companies_africa.txt,116: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_nam_dinh,common/company_types/00_companies_asia.txt,688: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_imperial_tobacco,common/company_types/00_companies_asia.txt,744: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_imperial_tobacco,common/company_types/00_companies_asia.txt,762: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_san_miguel,common/company_types/00_companies_asia.txt,827: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_san_miguel,common/company_types/00_companies_asia.txt,843: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_united_tobacco_factories,common/company_types/00_companies_ip3.txt,42: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_united_tobacco_factories,common/company_types/00_companies_ip3.txt,52: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_guinness,common/company_types/00_companies_soi.txt,1066: has_technology_researched = corporate_charters,
corporate_charters,COMPANY_REQUIREMENT,company_types,company_guinness,common/company_types/00_companies_soi.txt,1085: has_technology_researched = corporate_charters,
corporate_charters,EVENT_EFFECT,history,COUNTRIES,common/history/countries/bic - british east india company.txt,11: add_technology_researched = corporate_charters,
corporate_charters,EVENT_EFFECT,history,COUNTRIES,common/history/countries/rus - russia.txt,6: add_technology_researched = corporate_charters,
corporate_charters,EVENT_EFFECT,scripted_effects,effect_starting_technology_tier_1_tech,common/scripted_effects/00_starting_inventions.txt,24: add_technology_researched = corporate_charters,
corporate_charters,EVENT_EFFECT,scripted_effects,effect_starting_technology_tier_2_tech,common/scripted_effects/00_starting_inventions.txt,36: add_technology_researched = corporate_charters,
corporate_charters,PREREQUISITE,technology,joint_stock_companies,common/technology/technologies/30_society.txt,624: corporate_charters,
corporate_charters,UNLOCK,treaty_articles,acquire_monopoly_for_company,common/treaty_articles/18_acquire_monopoly_for_company.txt,27: corporate_charters,
corporate_charters,LOCALIZATION_ONLY,technology_localization,corporate_charters,localization/english/inventions_l_english.yml,"597: corporate_charters: ""Corporate Charters""",English name/description key.
corporate_charters,LOCALIZATION_ONLY,technology_localization,corporate_charters_desc,localization/english/inventions_l_english.yml,"598: corporate_charters_desc: ""Companies whose assets and incomes are separate from that of their owners and investors, thereby mitigating personal risks while encouraging entrepreneurship.""",English name/description key.
corporate_management,PREREQUISITE,technology,macroeconomics,common/technology/technologies/30_society.txt,1669: corporate_management,
corporate_management,LOCALIZATION_ONLY,technology_localization,corporate_management,localization/english/inventions_l_english.yml,"603: corporate_management: ""Corporate Governance""",English name/description key.
corporate_management,LOCALIZATION_ONLY,technology_localization,corporate_management_desc,localization/english/inventions_l_english.yml,"604: corporate_management_desc: ""By synergistically introducing higher degrees of streamlining, professionalization, and scientification within our existing corporate culture, we can expect to leverage substantially maximized revenue and collaboratively evolve the industry through ...",English name/description key.
