Owner_TAG,State_ID,Building_ID,Current_Level,Historical_Target_Level,Proposed_Decision,Reason_Current_Building_Not_Supported,Auto_Generated,Special_System,Confidence,Notes
ACE,STATE_ACEH,building_fishing_wharf,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH.md;BUILD_START_1776_EAST_ASIA_SE_ASIA_RESEARCH_MATRIX.csv | CURRENT_SOURCE=common/history/buildings/12_indonesia.txt:common/history/buildings/12_indonesia.txt:785
FRA,STATE_RHONE,building_vineyard,7,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:2757
FRA,STATE_RHONE,building_wheat_farm,9,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:2855
FRA,STATE_SENEGAL,building_port,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv; BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/04_subsaharan_africa.txt:common/history/buildings/04_subsaharan_africa.txt:33
FRA,STATE_WEST_INDIES,building_coffee_plantation,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/06_central_america.txt:common/history/buildings/06_central_america.txt:613
FRA,STATE_WEST_INDIES,building_tobacco_plantation,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/06_central_america.txt:common/history/buildings/06_central_america.txt:626
FRM,STATE_HESSE,building_textile_mill,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.csv;BUILD_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:7282
FTJ,STATE_GUINEA,building_millet_farm,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/04_subsaharan_africa.txt:common/history/buildings/04_subsaharan_africa.txt:567
FTR,STATE_MAURITANIA,building_eye_of_sahara,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_R3_OWNER_STATE_COVERAGE.csv;BUILD_START_1776_R3_RECOMMENDATIONS.csv | CURRENT_SOURCE=common/history/buildings/03_north_africa.txt:common/history/buildings/03_north_africa.txt:1018
FTR,STATE_SENEGAL,building_millet_farm,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/04_subsaharan_africa.txt:common/history/buildings/04_subsaharan_africa.txt:107
GAL,STATE_EAST_GALICIA,building_government_administration,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv; BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:699
GAL,STATE_EAST_GALICIA,building_wheat_farm,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv; BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:710
GAL,STATE_WEST_GALICIA,building_furniture_manufactory,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv; BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:663
GAL,STATE_WEST_GALICIA,building_government_administration,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv; BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/02_east_europe.txt:common/history/buildings/02_east_europe.txt:652
GAL,STATE_WEST_GALICIA,building_salt_mine,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv; BUILD_START_1776_SUPPLEMENTAL_RESEARCH_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/99_tech6a2_salt_starting_buildings.txt:common/history/buildings/99_tech6a2_salt_starting_buildings.txt:197
GBR,STATE_BAHAMAS,building_banana_plantation,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/06_central_america.txt:common/history/buildings/06_central_america.txt:546
GBR,STATE_BAHAMAS,building_sugar_plantation,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/06_central_america.txt:common/history/buildings/06_central_america.txt:559
GBR,STATE_BALEARIC_ISLANDS,building_fishing_wharf,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3114
GBR,STATE_BALEARIC_ISLANDS,building_port,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3140
GBR,STATE_BALEARIC_ISLANDS,building_wheat_farm,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/01_south_europe.txt:common/history/buildings/01_south_europe.txt:3127
GBR,STATE_CEYLON,building_naval_administration,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_SOUTH_ASIA_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1471
GBR,STATE_CEYLON,building_port,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_SOUTH_ASIA_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1460
GBR,STATE_EAST_ANGLIA,building_fishing_wharf,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1687
GBR,STATE_EAST_ANGLIA,building_food_industry,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1589
GBR,STATE_EAST_ANGLIA,building_glassworks,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1576
GBR,STATE_EAST_ANGLIA,building_government_administration,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1553
GBR,STATE_EAST_ANGLIA,building_iron_mine,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1600
GBR,STATE_EAST_ANGLIA,building_livestock_ranch,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1668
GBR,STATE_EAST_ANGLIA,building_rye_farm,7,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1643
GBR,STATE_EAST_ANGLIA,building_shipyard,4,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt|common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1613|common/history/buildings/00_west_europe.txt:1626
GBR,STATE_EAST_ANGLIA,building_university,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1564
GBR,STATE_GUATEMALA,building_port,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/06_central_america.txt:common/history/buildings/06_central_america.txt:119
GBR,STATE_HIGHLANDS,building_whaling_station,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1424
GBR,STATE_HOME_COUNTIES,building_art_academy,2,0,REMOVE,CATALOG_NO_POST_1776_AND_NO_FINAL_HISTORICAL_TARGET,NO,NO,HIGH,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:983
GBR,STATE_HOME_COUNTIES,building_fishing_wharf,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1100
GBR,STATE_HOME_COUNTIES,building_livestock_ranch,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1087
GBR,STATE_HOME_COUNTIES,building_rye_farm,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1074
GBR,STATE_HOME_COUNTIES,building_textile_mill,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1024
GBR,STATE_HOME_COUNTIES,building_university,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:996
GBR,STATE_INDIAN_OCEAN_TERRITORY,building_port,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1551
GBR,STATE_INDIAN_OCEAN_TERRITORY,building_sugar_plantation,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1538
GBR,STATE_INDIAN_OCEAN_TERRITORY,building_trade_center,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_ZERO_POSITIVE | Research_Files=BUILD_START_1776_SUPPLEMENTAL_OWNER_STATE_COVERAGE_CORRIGE.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1525
GBR,STATE_JAMAICA,building_banana_plantation,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/06_central_america.txt:common/history/buildings/06_central_america.txt:814
GBR,STATE_JAMAICA,building_spice_plantation,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.csv;BUILD_START_1776_AMERICAS_CARIBBEAN_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/99_tech6a3_spice_plantations.txt:common/history/buildings/99_tech6a3_spice_plantations.txt:164
GBR,STATE_LANCASHIRE,building_arms_industry,4,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1182
GBR,STATE_LANCASHIRE,building_construction_sector,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1171
GBR,STATE_LANCASHIRE,building_fishing_wharf,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1234
GBR,STATE_LANCASHIRE,building_government_administration,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1145
GBR,STATE_LANCASHIRE,building_iron_mine,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1194
GBR,STATE_LANCASHIRE,building_livestock_ranch,3,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1220
GBR,STATE_LANCASHIRE,building_naval_administration,10,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1258
GBR,STATE_LANCASHIRE,building_rye_farm,5,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1207
GBR,STATE_LANCASHIRE,building_salt_mine,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/99_tech6a2_salt_starting_buildings.txt:common/history/buildings/99_tech6a2_salt_starting_buildings.txt:177
GBR,STATE_LOWLANDS,building_fishing_wharf,2,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1967
GBR,STATE_LOWLANDS,building_food_industry,1,0,REMOVE,COVERED_OWNER_STATE_WITH_NO_FINAL_HISTORICAL_TARGET_FOR_THIS_BUILDING,NO,NO,COVERAGE_COMPLETE,Coverage_Status=COVERED_POSITIVE | Research_Files=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv;BUILD_START_1776_WESTERN_EUROPE_RESEARCH.md | CURRENT_SOURCE=common/history/buildings/00_west_europe.txt:common/history/buildings/00_west_europe.txt:1895
