Owner_TAG,State_ID,Building_ID,Target_Level,Required_Technology,Country_Currently_Has_Tech,Conflict_Type,Recommended_Action,Reason,Historical_Source
PAP,STATE_LAZIO,building_shipyard,1,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Clear large installation justifies one shipyard level.,https://www.treccani.it/enciclopedia/arsenale_%28Enciclopedia-Italiana%29/
PAP,STATE_LAZIO,building_university,1,specialized_technical_academies,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | One university level.,https://www.uniroma1.it/en/pagina/history-sapienza
PAP,STATE_ROMAGNA,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 for a major papal export/import port, below Livorno/Trieste scale.",https://www.treccani.it/enciclopedia/clemente-xii_%28Enciclopedia-dei-Papi%29/
PAP,STATE_ROMAGNA,building_university,1,specialized_technical_academies,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | One university level.,https://www.unibo.it/en/university/who-we-are/our-history/nine-centuries-of-history
PAP,STATE_UMBRIA,building_paper_mill,1,traditional_papermaking,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Low-confidence regional aggregate only.,https://www.museodellacarta.com/en/history-of-paper-in-fabriano/
POR,STATE_AZORES,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://eve.fcsh.unl.pt/en/themes-and-facts/azores-economic-lines
POR,STATE_BEIRA,building_glassworks,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://www.uc.pt/fduc/sobre-nos/a-nossa-historia/
POR,STATE_BEIRA,building_paper_mill,1,traditional_papermaking,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://www.uc.pt/fduc/sobre-nos/a-nossa-historia/
POR,STATE_CAPE_VERDE,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://whc.unesco.org/en/list/1310
POR,STATE_ENTRE_DOURO_E_MINHO,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://www.ivdp.pt/pt/vinhos/vinhos-do-porto/historia/; https://www.cambridge.org/core/journals/revista-de-historia-economica-journal-of-iberian-and-latin-american-economic-history/article/port-wine-brazil-and-the-world-economy-a-time-series-analysis-from-1756-to-brazilian-independence/6A7874D2E2172707476C4822F56E426B
POR,STATE_ENTRE_DOURO_E_MINHO,building_paper_mill,1,traditional_papermaking,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://www.ivdp.pt/pt/vinhos/vinhos-do-porto/historia/; https://www.cambridge.org/core/journals/revista-de-historia-economica-journal-of-iberian-and-latin-american-economic-history/article/port-wine-brazil-and-the-world-economy-a-time-series-analysis-from-1756-to-brazilian-independence/6A7874D2E2172707476C4822F56E426B
POR,STATE_ENTRE_DOURO_E_MINHO,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the state-scale calibration and remains conservative.,https://www.ivdp.pt/pt/vinhos/vinhos-do-porto/historia/; https://www.cambridge.org/core/journals/revista-de-historia-economica-journal-of-iberian-and-latin-american-economic-history/article/port-wine-brazil-and-the-world-economy-a-time-series-analysis-from-1756-to-brazilian-independence/6A7874D2E2172707476C4822F56E426B
POR,STATE_ENTRE_DOURO_E_MINHO,building_shipyard,1,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://www.ivdp.pt/pt/vinhos/vinhos-do-porto/historia/; https://www.cambridge.org/core/journals/revista-de-historia-economica-journal-of-iberian-and-latin-american-economic-history/article/port-wine-brazil-and-the-world-economy-a-time-series-analysis-from-1756-to-brazilian-independence/6A7874D2E2172707476C4822F56E426B
POR,STATE_ESTREMADURA,building_construction_sector,2,organized_financial_institutions,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the state-scale calibration and remains conservative.,https://arquivohistorico.marinha.pt/details?id=6607; https://academia.marinha.pt/pt/edicoes/historiadamarinha/HistoriaMarinhaPortuguesa_1669-1823.pdf
POR,STATE_ESTREMADURA,building_food_industry,2,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the state-scale calibration and remains conservative.,https://arquivohistorico.marinha.pt/details?id=6607; https://academia.marinha.pt/pt/edicoes/historiadamarinha/HistoriaMarinhaPortuguesa_1669-1823.pdf
POR,STATE_ESTREMADURA,building_furniture_manufactory,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://arquivohistorico.marinha.pt/details?id=6607; https://academia.marinha.pt/pt/edicoes/historiadamarinha/HistoriaMarinhaPortuguesa_1669-1823.pdf
POR,STATE_ESTREMADURA,building_glassworks,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://arquivohistorico.marinha.pt/details?id=6607; https://academia.marinha.pt/pt/edicoes/historiadamarinha/HistoriaMarinhaPortuguesa_1669-1823.pdf
POR,STATE_ESTREMADURA,building_naval_administration,2,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the state-scale calibration and remains conservative.,https://arquivohistorico.marinha.pt/details?id=6607; https://academia.marinha.pt/pt/edicoes/historiadamarinha/HistoriaMarinhaPortuguesa_1669-1823.pdf
POR,STATE_ESTREMADURA,building_paper_mill,1,traditional_papermaking,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://arquivohistorico.marinha.pt/details?id=6607; https://academia.marinha.pt/pt/edicoes/historiadamarinha/HistoriaMarinhaPortuguesa_1669-1823.pdf
POR,STATE_ESTREMADURA,building_port,3,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 3 follows the state-scale calibration and remains conservative.,https://arquivohistorico.marinha.pt/details?id=6607; https://academia.marinha.pt/pt/edicoes/historiadamarinha/HistoriaMarinhaPortuguesa_1669-1823.pdf
POR,STATE_ESTREMADURA,building_shipyard,3,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 3 follows the state-scale calibration and remains conservative.,https://arquivohistorico.marinha.pt/details?id=6607; https://academia.marinha.pt/pt/edicoes/historiadamarinha/HistoriaMarinhaPortuguesa_1669-1823.pdf
POR,STATE_MADEIRA,building_food_industry,1,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://elucidariomadeirense.pt/en/articles/1787
POR,STATE_MADEIRA,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the state-scale calibration and remains conservative.,https://elucidariomadeirense.pt/en/articles/1787
PRU,STATE_BRANDENBURG,building_barrack,2,organized_military_establishments,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Two levels for the military-administrative core.,https://www.britannica.com/place/Prussia/The-reign-of-Frederick-II-the-Great-1740-86
PRU,STATE_POMERANIA,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,"Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 for an important national port, below major entrepôt scale.",https://www.cambridge.org/core/books/abs/globalized-peripheries/prussias-new-gate-to-the-world-stettins-overseas-imports-17201770-and-prussias-rise-to-power/456831A5B9FAA2C16D26B86491CCAD14
PRU,STATE_POMERANIA,building_shipyard,1,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | One low-confidence level only.,https://www.cambridge.org/core/books/abs/globalized-peripheries/prussias-new-gate-to-the-world-stettins-overseas-imports-17201770-and-prussias-rise-to-power/456831A5B9FAA2C16D26B86491CCAD14
SAR,STATE_PIEDMONT,building_university,1,specialized_technical_academies,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | One university level.,https://en.unito.it/university/about-us/short-history
SAR,STATE_PROVENCE,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | One level due small owner-state share and limited scale.,https://www.britannica.com/place/Nice-France/History
SAR,STATE_SARDINIA,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | One level only.,https://www.treccani.it/enciclopedia/cagliari_%28Enciclopedia-Italiana%29/
SAX,STATE_SAXONY,building_tooling_workshop,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | One aggregate level to represent the manufacturing support base.,https://tu-freiberg.de/en/university/history
SAX,STATE_SAXONY,building_university,2,specialized_technical_academies,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Two levels represent two distinct major higher-education/technical institutions.,https://www.uni-leipzig.de/en/university/profile/history; https://tu-freiberg.de/en/university/history
SIC,STATE_APULIA,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | One level only.,https://www.treccani.it/enciclopedia/puglia_%28Enciclopedia-Italiana%29/
SIC,STATE_CAMPANIA,building_barrack,1,organized_military_establishments,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | One level kept conservative relative to Prussian/Austrian military cores.,https://www.marina.difesa.it/noi-siamo-la-marina/pilastro-logistico/Pagine/maricomlog-storia.aspx
SIC,STATE_CAMPANIA,building_food_industry,2,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 as an urban processing aggregate.,https://www.treccani.it/enciclopedia/scuola-napoletana_%28Il-Contributo-italiano-alla-storia-del-Pensiero%3A-Economia%29/
SIC,STATE_CAMPANIA,building_naval_administration,2,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Two levels for a major state naval establishment.,https://www.marina.difesa.it/noi-siamo-la-marina/pilastro-logistico/Pagine/maricomlog-storia.aspx
SIC,STATE_CAMPANIA,building_port,3,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 3 for the kingdom’s principal port and naval center.,https://www.marina.difesa.it/noi-siamo-la-marina/pilastro-logistico/Pagine/maricomlog-storia.aspx; https://www.treccani.it/enciclopedia/reggio-e-branciforte-michele_%28Dizionario-Biografico%29/
SIC,STATE_CAMPANIA,building_shipyard,2,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 for concentrated naval construction capacity at 1776.,https://www.marina.difesa.it/noi-siamo-la-marina/pilastro-logistico/Pagine/maricomlog-storia.aspx; https://www.treccani.it/enciclopedia/reggio-e-branciforte-michele_%28Dizionario-Biografico%29/
SIC,STATE_CAMPANIA,building_university,1,specialized_technical_academies,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | One university level.,https://www.unina.it/ateneo/cenni-storici
SPA,STATE_ARAGON,building_paper_mill,1,traditional_papermaking,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/abs/royal-textile-factories-in-spain-17001800/8AF03CCB5C574D7D5AED3ABBDC98513B
SPA,STATE_ASTURIAS,building_fishing_wharf,1,marine_chronometry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_BALEARIC_ISLANDS,building_fishing_wharf,1,marine_chronometry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_BALEARIC_ISLANDS,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_BASQUE_COUNTRY,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_BASQUE_COUNTRY,building_shipyard,2,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_BASQUE_COUNTRY,building_tooling_workshop,2,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_CANARY_ISLANDS,building_fishing_wharf,1,marine_chronometry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.canariashistoria.com/en/timeline/consolidacion-del-comercio-de-vino-canario-con-ing-1570
SPA,STATE_CANARY_ISLANDS,building_port,1,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.canariashistoria.com/en/timeline/consolidacion-del-comercio-de-vino-canario-con-ing-1570
SPA,STATE_CATALONIA,building_construction_sector,1,organized_financial_institutions,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.cambridge.org/core/books/abs/distinctive-industrialization/industry-at-its-height-176886-with-investment-in-it-as-common-as-in-drapers-shops/E90386EF2407FDEF9F5EFB4BFDCE97C2
SPA,STATE_CATALONIA,building_food_industry,2,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.cambridge.org/core/books/abs/distinctive-industrialization/industry-at-its-height-176886-with-investment-in-it-as-common-as-in-drapers-shops/E90386EF2407FDEF9F5EFB4BFDCE97C2
SPA,STATE_CATALONIA,building_glassworks,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.cambridge.org/core/books/abs/distinctive-industrialization/industry-at-its-height-176886-with-investment-in-it-as-common-as-in-drapers-shops/E90386EF2407FDEF9F5EFB4BFDCE97C2
SPA,STATE_CATALONIA,building_paper_mill,2,traditional_papermaking,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.cambridge.org/core/books/abs/distinctive-industrialization/industry-at-its-height-176886-with-investment-in-it-as-common-as-in-drapers-shops/E90386EF2407FDEF9F5EFB4BFDCE97C2
SPA,STATE_CATALONIA,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.cambridge.org/core/books/abs/distinctive-industrialization/industry-at-its-height-176886-with-investment-in-it-as-common-as-in-drapers-shops/E90386EF2407FDEF9F5EFB4BFDCE97C2
SPA,STATE_CATALONIA,building_tooling_workshop,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.cambridge.org/core/books/abs/distinctive-industrialization/industry-at-its-height-176886-with-investment-in-it-as-common-as-in-drapers-shops/E90386EF2407FDEF9F5EFB4BFDCE97C2
SPA,STATE_GALICIA,building_fishing_wharf,3,marine_chronometry,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 3 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/conocenosorganizacion/prefLang-es/04Apoyofuerza--02jal--05Arsenales--02arsenalferrol; https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_GALICIA,building_naval_administration,2,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/conocenosorganizacion/prefLang-es/04Apoyofuerza--02jal--05Arsenales--02arsenalferrol; https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_GALICIA,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/conocenosorganizacion/prefLang-es/04Apoyofuerza--02jal--05Arsenales--02arsenalferrol; https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_GALICIA,building_shipyard,2,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/conocenosorganizacion/prefLang-es/04Apoyofuerza--02jal--05Arsenales--02arsenalferrol; https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_LOWER_ANDALUSIA,building_food_industry,2,traditional_food_processing,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://produccioncientifica.uca.es/documentos/5e57ae0f2999527d991a3753; https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_LOWER_ANDALUSIA,building_naval_administration,2,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://produccioncientifica.uca.es/documentos/5e57ae0f2999527d991a3753; https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_LOWER_ANDALUSIA,building_port,3,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 3 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://produccioncientifica.uca.es/documentos/5e57ae0f2999527d991a3753; https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_LOWER_ANDALUSIA,building_shipyard,3,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 3 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://produccioncientifica.uca.es/documentos/5e57ae0f2999527d991a3753; https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_MURCIA,building_naval_administration,2,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_MURCIA,building_port,2,enclosed_dock_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_MURCIA,building_shipyard,2,state_dockyard_systems,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 2 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://cvc.cervantes.es/actcult/museo_naval/patio_central/caracteristicas/
SPA,STATE_NEW_CASTILE,building_construction_sector,1,organized_financial_institutions,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/abs/royal-textile-factories-in-spain-17001800/8AF03CCB5C574D7D5AED3ABBDC98513B
SPA,STATE_NEW_CASTILE,building_furniture_manufactory,1,organized_workshops,NO,BUILDING_GATE_DISTRIBUTION_CONFLICT,KEEP_BUILDING_AND_REVIEW,Regional research explicitly marked Tech_Distribution_Review=YES; historical target is retained. | Level 1 follows the regional scale calibration and avoids treating scattered household production as a factory sector.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/abs/royal-textile-factories-in-spain-17001800/8AF03CCB5C574D7D5AED3ABBDC98513B
