Owner_TAG,Owner_Name,State_ID,State_Name,Building_ID,Recommended_Level,Confidence,Tech_Distribution_Review,Technology_Gate_Status,ROAD_LEVEL_JUSTIFICATION,CANAL_LEVEL_JUSTIFICATION,Recommended_Road_PM,Recommended_Canal_PM,Recommended_Rail_PM,Reason,Source_1,Source_2,Notes
RUS,Russia,STATE_TVER,Tver,building_rye_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,"Tver sat on the core provisioning corridor between Moscow, the Volga and St Petersburg.",https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,,
RUS,Russia,STATE_TVER,Tver,building_railway,2,HIGH,YES,CURRENT_TECH_ABSENT:industrial_canals,Level 2 road network on the imperial capital route.,"Level 1 canal justification for the Vyshny Volochyok water system, modernized before 1776.",pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,The Moscow–St Petersburg state road and Vyshny Volochyok connection justify one of the empire's strongest inland transport seeds.,https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,https://www.usni.org/magazines/proceedings/1947/august/european-russias-inland-waterways-past-present-and-future,
RUS,Russia,STATE_MOSCOW,Moscow,building_trade_center,2,HIGH,NO,NOT_APPLICABLE,,,,,,"Moscow remained a major internal redistribution, craft and mercantile center despite the move of the capital.",https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,https://journals.sagepub.com/doi/10.1177/08438714231169583,
RUS,Russia,STATE_MOSCOW,Moscow,building_government_administration,2,HIGH,NO,CURRENT_TECH_PRESENT:systematic_administrative_statistics,,,,,,Moscow retained major administrative institutions and large state presence.,https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,,
RUS,Russia,STATE_MOSCOW,Moscow,building_university,1,HIGH,YES,CURRENT_TECH_ABSENT:specialized_technical_academies,,,,,,Moscow University was founded in 1755 and active well before 1776.,https://www.britannica.com/topic/Moscow-State-University,,
RUS,Russia,STATE_MOSCOW,Moscow,building_textile_mill,2,HIGH,NO,CURRENT_TECH_PRESENT:organized_textile_production,,,,,,"Moscow was one of the empire's principal manufacturing concentrations, especially textiles and craft production.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_MOSCOW,Moscow,building_paper_mill,1,MEDIUM,YES,CURRENT_TECH_ABSENT:traditional_papermaking,,,,,,Large administrative/printing demand and established manufactories justify a modest paper mill.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_MOSCOW,Moscow,building_food_industry,1,MEDIUM,YES,CURRENT_TECH_ABSENT:traditional_food_processing,,,,,,The city's scale supported organized food-processing and distilling capacity beyond subsistence.,https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,,
RUS,Russia,STATE_MOSCOW,Moscow,building_furniture_manufactory,1,MEDIUM,NO,CURRENT_TECH_UNVERIFIED:organized_workshops,,,,,,Large urban artisanal/manufacturing demand supports one organized furniture/workshop level.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_MOSCOW,Moscow,building_tooling_workshop,1,MEDIUM,NO,CURRENT_TECH_UNVERIFIED:organized_workshops,,,,,,Metalworking and organized craft production justify a tooling-workshop seed.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_MOSCOW,Moscow,building_artillery_foundry,1,MEDIUM,NO,CURRENT_TECH_PRESENT:standardized_field_artillery,,,,,,Moscow's cannon-yard/state ordnance tradition continued within the imperial armaments system.,https://guides.rusarchives.ru/terms/10/2911/oruzheynaya-kontora,,
RUS,Russia,STATE_MOSCOW,Moscow,building_construction_sector,2,HIGH,NO,CURRENT_TECH_UNVERIFIED:organized_financial_institutions,,,,,,A city of Moscow's scale and state importance sustained permanent organized building activity.,https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,,
RUS,Russia,STATE_MOSCOW,Moscow,building_railway,2,HIGH,NO,NOT_APPLICABLE,Level 2 traditional/post road network.,No canal PM in the Moscow state abstraction.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,Moscow anchored imperial roads toward St Petersburg and major provincial centers.,https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,,
RUS,Russia,STATE_ORYOL,Tula,building_arms_industry,2,HIGH,NO,CURRENT_TECH_PRESENT:regulated_small_arms,,,,,,The state display corresponds to Tula; the state arms factory founded in 1712 was the principal supplier of small arms to the Russian army.,https://museum-arms.ru/exhibitions/e/vystavka-oruzeinaia-kuznica-rossiiskoi-imperii-1721-1917-k-3,https://museum-arms.ru/news/dlia-pamiati-na-vecnuiu-slavu-148-let-tulskomu-muzeiu-oruzii,
RUS,Russia,STATE_ORYOL,Tula,building_tooling_workshop,1,HIGH,NO,CURRENT_TECH_UNVERIFIED:organized_workshops,,,,,,Tula's dense specialist metalworking community supports organized tooling capacity.,https://museum-arms.ru/news/raskroite-sekrety-istorii-goroda-oruzeinikov-na-turisticesko,https://museum-arms.ru/exhibitions/e/vystavka-oruzeinaia-kuznica-rossiiskoi-imperii-1721-1917-k-3,
RUS,Russia,STATE_ORYOL,Tula,building_iron_mine,1,MEDIUM,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,The Tula industrial region originated around local iron ore and charcoal smelting.,https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_ORYOL,Tula,building_railway,1,MEDIUM,NO,NOT_APPLICABLE,Level 1 traditional road network supporting state arms logistics.,No canal seed.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,Tula was integrated into central state/military supply roads.,https://museum-arms.ru/exhibitions/e/vystavka-oruzeinaia-kuznica-rossiiskoi-imperii-1721-1917-k-3,,
RUS,Russia,STATE_URAL,Ural,building_iron_mine,3,HIGH,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,"The Urals were Russia's dominant eighteenth-century ferrous-metallurgy zone, based on numerous mines and charcoal ironworks.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,https://www.jstage.jst.go.jp/article/sehs/41/1/41_KJ00002434103/_article/-char/ja,
RUS,Russia,STATE_URAL,Ural,building_copper_mine,2,MEDIUM,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,The same Ural mining-industrial system included substantial copper extraction and smelting.,https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_URAL,Ural,building_logging_camp,2,HIGH,NO,NOT_APPLICABLE,,,,,,"Charcoal metallurgy depended on large, organized forest supply zones.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_URAL,Ural,building_steel_mill,2,HIGH,YES,CURRENT_TECH_ABSENT:coke_smelting,,,,,,"Gameplay steel-mill levels stand in for the dense ironworks complex; historically these were charcoal blast-furnace/forge plants, not coke steel.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,Tech gate mismatch is expected: historical process was charcoal-based.
RUS,Russia,STATE_PERM,Perm,building_iron_mine,2,HIGH,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,"The Urals were Russia's dominant eighteenth-century ferrous-metallurgy zone, based on numerous mines and charcoal ironworks.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,https://www.jstage.jst.go.jp/article/sehs/41/1/41_KJ00002434103/_article/-char/ja,
RUS,Russia,STATE_PERM,Perm,building_copper_mine,1,MEDIUM,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,The same Ural mining-industrial system included substantial copper extraction and smelting.,https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_PERM,Perm,building_logging_camp,2,HIGH,NO,NOT_APPLICABLE,,,,,,"Charcoal metallurgy depended on large, organized forest supply zones.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_PERM,Perm,building_steel_mill,2,HIGH,YES,CURRENT_TECH_ABSENT:coke_smelting,,,,,,"Gameplay steel-mill levels stand in for the dense ironworks complex; historically these were charcoal blast-furnace/forge plants, not coke steel.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,Tech gate mismatch is expected: historical process was charcoal-based.
RUS,Russia,STATE_CHELYABINSK,Chelyabinsk,building_iron_mine,2,HIGH,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,"The Urals were Russia's dominant eighteenth-century ferrous-metallurgy zone, based on numerous mines and charcoal ironworks.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,https://www.jstage.jst.go.jp/article/sehs/41/1/41_KJ00002434103/_article/-char/ja,
RUS,Russia,STATE_CHELYABINSK,Chelyabinsk,building_copper_mine,1,MEDIUM,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,The same Ural mining-industrial system included substantial copper extraction and smelting.,https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_CHELYABINSK,Chelyabinsk,building_logging_camp,2,HIGH,NO,NOT_APPLICABLE,,,,,,"Charcoal metallurgy depended on large, organized forest supply zones.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_CHELYABINSK,Chelyabinsk,building_steel_mill,2,HIGH,YES,CURRENT_TECH_ABSENT:coke_smelting,,,,,,"Gameplay steel-mill levels stand in for the dense ironworks complex; historically these were charcoal blast-furnace/forge plants, not coke steel.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,Tech gate mismatch is expected: historical process was charcoal-based.
RUS,Russia,STATE_UFA,Ufa,building_iron_mine,1,HIGH,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,"The Urals were Russia's dominant eighteenth-century ferrous-metallurgy zone, based on numerous mines and charcoal ironworks.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,https://www.jstage.jst.go.jp/article/sehs/41/1/41_KJ00002434103/_article/-char/ja,
RUS,Russia,STATE_UFA,Ufa,building_copper_mine,1,MEDIUM,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,The same Ural mining-industrial system included substantial copper extraction and smelting.,https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_UFA,Ufa,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,"Charcoal metallurgy depended on large, organized forest supply zones.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_UFA,Ufa,building_steel_mill,1,HIGH,YES,CURRENT_TECH_ABSENT:coke_smelting,,,,,,"Gameplay steel-mill levels stand in for the dense ironworks complex; historically these were charcoal blast-furnace/forge plants, not coke steel.",https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,Tech gate mismatch is expected: historical process was charcoal-based.
RUS,Russia,STATE_PERM,Perm,building_salt_mine,1,MEDIUM,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,The Perm/Solikamsk zone was a long-standing major salt-producing region.,https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_URAL,Ural,building_tooling_workshop,1,MEDIUM,NO,CURRENT_TECH_UNVERIFIED:organized_workshops,,,,,,Large integrated metallurgical works required organized forge/tool production.,https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,,
RUS,Russia,STATE_URAL,Ural,building_artillery_foundry,1,MEDIUM,NO,CURRENT_TECH_PRESENT:standardized_field_artillery,,,,,,"Ural works supplied cannon, shot and military metal goods to the state.",https://guides.rusarchives.ru/terms/10/2911/oruzheynaya-kontora,https://digitalcommons.kennesaw.edu/thegeographicalbulletin/vol10/iss1/5/,
RUS,Russia,STATE_YAROSLAVL,Yaroslavl,building_textile_mill,1,MEDIUM,NO,CURRENT_TECH_PRESENT:organized_textile_production,,,,,,Yaroslavl belonged to the Volga manufacturing belt with organized textile and craft output.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_YAROSLAVL,Yaroslavl,building_railway,1,MEDIUM,NO,NOT_APPLICABLE,Level 1 traditional road network.,No canal PM.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,Volga and overland commercial connections justify a basic regional road level.,https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,,
RUS,Russia,STATE_NIZHNY_NOVGOROD,Nizhny Novgorod,building_trade_center,1,MEDIUM,NO,NOT_APPLICABLE,,,,,,The Volga/Oka confluence made Nizhny Novgorod a significant redistribution point even before the later nineteenth-century fair peak.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_NIZHNY_NOVGOROD,Nizhny Novgorod,building_railway,1,MEDIUM,NO,NOT_APPLICABLE,Level 1 traditional road network.,No industrial canal PM.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,Major river junction and inland routes justify one regional network level.,https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,,
RUS,Russia,STATE_KAZAN,Kazan,building_trade_center,1,MEDIUM,NO,NOT_APPLICABLE,,,,,,Kazan was a major Volga regional market and administrative center.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_KAZAN,Kazan,building_government_administration,1,MEDIUM,NO,CURRENT_TECH_PRESENT:systematic_administrative_statistics,,,,,,Kazan was an important provincial administrative center.,https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,,
RUS,Russia,STATE_KAZAN,Kazan,building_railway,1,MEDIUM,NO,NOT_APPLICABLE,Level 1 traditional road network.,No canal PM.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,Volga communications plus overland routes justify a modest regional network.,https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,,
RUS,Russia,STATE_ARKHANGELSK,Arkhangelsk,building_trade_center,1,HIGH,NO,NOT_APPLICABLE,,,,,,Arkhangelsk remained an established northern foreign-trade outlet despite St Petersburg's rise.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_ARKHANGELSK,Arkhangelsk,building_port,1,HIGH,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,The White Sea port remained active in overseas trade.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_ARKHANGELSK,Arkhangelsk,building_shipyard,1,MEDIUM,YES,CURRENT_TECH_ABSENT:state_dockyard_systems,,,,,,Northern shipbuilding and repair traditions justify a modest shipyard seed.,https://admship.ru/en/about/history/,,
RUS,Russia,STATE_ARKHANGELSK,Arkhangelsk,building_fishing_wharf,1,MEDIUM,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,White Sea fisheries were a persistent commercial activity.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_ARKHANGELSK,Arkhangelsk,building_logging_camp,2,HIGH,NO,NOT_APPLICABLE,,,,,,Northern timber was a major export and shipbuilding resource.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_EAST_KARELIA,East Karelia,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,"Forested northern/interior provinces supplied timber, charcoal and forest products to the wider Russian economy.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_WEST_KARELIA,West Karelia,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,"Forested northern/interior provinces supplied timber, charcoal and forest products to the wider Russian economy.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_GALICH,Vologda,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,"Forested northern/interior provinces supplied timber, charcoal and forest products to the wider Russian economy.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_VYATKA,Vyatka,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,"Forested northern/interior provinces supplied timber, charcoal and forest products to the wider Russian economy.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_CHUVASHIA,Cheboksary,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,"Forested northern/interior provinces supplied timber, charcoal and forest products to the wider Russian economy.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_EAST_KARELIA,East Karelia,building_fishing_wharf,1,MEDIUM,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,Northern lake/sea fisheries justify a modest commercial fishing seed.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_EAST_KARELIA,East Karelia,building_port,1,LOW,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,"Coastal access and regional trade support a minimal port level, not a major commercial hub.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_WEST_KARELIA,West Karelia,building_fishing_wharf,1,MEDIUM,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,Northern lake/sea fisheries justify a modest commercial fishing seed.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_WEST_KARELIA,West Karelia,building_port,1,LOW,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,"Coastal access and regional trade support a minimal port level, not a major commercial hub.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_KOLA,Kola,building_fishing_wharf,1,MEDIUM,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,Northern lake/sea fisheries justify a modest commercial fishing seed.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_KOLA,Kola,building_port,1,LOW,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,"Coastal access and regional trade support a minimal port level, not a major commercial hub.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_KHARKOV,Kharkiv,building_wheat_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,These southern/central agricultural provinces were important commercial grain-producing zones.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_KHARKOV,Kharkiv,building_livestock_ranch,1,LOW,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,Mixed grain-livestock agriculture supports a modest commercial ranch seed.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_KURSK,Kursk,building_wheat_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,These southern/central agricultural provinces were important commercial grain-producing zones.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_KURSK,Kursk,building_livestock_ranch,1,LOW,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,Mixed grain-livestock agriculture supports a modest commercial ranch seed.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_TAMBOV,Tambov,building_wheat_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,These southern/central agricultural provinces were important commercial grain-producing zones.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_TAMBOV,Tambov,building_livestock_ranch,1,LOW,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,Mixed grain-livestock agriculture supports a modest commercial ranch seed.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_RYAZAN,Ryazan,building_wheat_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,These southern/central agricultural provinces were important commercial grain-producing zones.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_RYAZAN,Ryazan,building_livestock_ranch,1,LOW,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,Mixed grain-livestock agriculture supports a modest commercial ranch seed.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_CHERNIHIV,Chernihiv,building_wheat_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,These southern/central agricultural provinces were important commercial grain-producing zones.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_CHERNIHIV,Chernihiv,building_livestock_ranch,1,LOW,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,Mixed grain-livestock agriculture supports a modest commercial ranch seed.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_ROSTOV,Rostov,building_wheat_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,These southern/central agricultural provinces were important commercial grain-producing zones.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_ROSTOV,Rostov,building_livestock_ranch,1,LOW,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,Mixed grain-livestock agriculture supports a modest commercial ranch seed.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_SMOLENSK,Smolensk,building_rye_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,"Commercial cereal production and provisioning were established, though less intensive than in the black-earth south.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_SMOLENSK,Smolensk,building_logging_camp,1,MEDIUM,NO,NOT_APPLICABLE,,,,,,Forest products were important to Baltic-oriented trade and local industry.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_PSKOV,Pskov,building_rye_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,"Commercial cereal production and provisioning were established, though less intensive than in the black-earth south.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_PSKOV,Pskov,building_logging_camp,1,MEDIUM,NO,NOT_APPLICABLE,,,,,,Forest products were important to Baltic-oriented trade and local industry.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_MOGILEV,Magiliow,building_rye_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,"Commercial cereal production and provisioning were established, though less intensive than in the black-earth south.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_MOGILEV,Magiliow,building_logging_camp,1,MEDIUM,NO,NOT_APPLICABLE,,,,,,Forest products were important to Baltic-oriented trade and local industry.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_VITEBSK,Vitsyebsk,building_rye_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,"Commercial cereal production and provisioning were established, though less intensive than in the black-earth south.",https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_VITEBSK,Vitsyebsk,building_logging_camp,1,MEDIUM,NO,NOT_APPLICABLE,,,,,,Forest products were important to Baltic-oriented trade and local industry.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_KALMYKIA,Kalmykia,building_livestock_ranch,2,HIGH,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,Pastoral livestock was the dominant marketable productive base of the Kalmyk steppe.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_RIGA,South Livonia,building_logging_camp,1,MEDIUM,NO,NOT_APPLICABLE,,,,,,The Russian-owned partition of the shared Riga state represents hinterland resource supply rather than duplicating Riga city's commercial center.,https://www.tandfonline.com/doi/pdf/10.1080/03585522.1981.10407958,,Explicitly no trade_center here to avoid duplicating the city on UBD + STATE_RIGA.
PLC,Poland-Lithuania,STATE_GREATER_POLAND,Warszawa,building_trade_center,2,HIGH,NO,NOT_APPLICABLE,,,,,,Warsaw had become the Commonwealth's dominant political and growing commercial center by the reign of Stanisław August.,https://www.lazienki-krolewskie.pl/pl/edukacja/baza-wiedzy/ekonomie-krolewskie-za-panowania-stanislawa-augusta,https://www.ldkistorija.lt/the-role-of-riga-konigsberg-and-gdansk-in-the-trade-of-the-grand-duchy-of-lithuania/,
PLC,Poland-Lithuania,STATE_GREATER_POLAND,Warszawa,building_government_administration,2,HIGH,NO,CURRENT_TECH_PRESENT:systematic_administrative_statistics,,,,,,Warsaw concentrated royal and central governmental activity.,https://www.lazienki-krolewskie.pl/pl/edukacja/baza-wiedzy/ekonomie-krolewskie-za-panowania-stanislawa-augusta,,
PLC,Poland-Lithuania,STATE_GREATER_POLAND,Warszawa,building_textile_mill,1,MEDIUM,NO,CURRENT_TECH_PRESENT:organized_textile_production,,,,,,The second half of the eighteenth century saw organized manufactories in Warsaw and other royal/magnate centers.,https://www.lazienki-krolewskie.pl/pl/edukacja/baza-wiedzy/ekonomie-krolewskie-za-panowania-stanislawa-augusta,,
PLC,Poland-Lithuania,STATE_GREATER_POLAND,Warszawa,building_food_industry,1,MEDIUM,YES,CURRENT_TECH_ABSENT:traditional_food_processing,,,,,,A capital-market of Warsaw's size supported organized food processing beyond subsistence.,https://www.lazienki-krolewskie.pl/pl/edukacja/baza-wiedzy/ekonomie-krolewskie-za-panowania-stanislawa-augusta,,
PLC,Poland-Lithuania,STATE_GREATER_POLAND,Warszawa,building_paper_mill,1,MEDIUM,YES,CURRENT_TECH_ABSENT:traditional_papermaking,,,,,,The Commonwealth possessed established paper manufacture and a significant Warsaw printing/publishing sector.,https://bookhistory.uw.edu.pl/index.php/zbadannadksiazka/article/view/937,,
PLC,Poland-Lithuania,STATE_GREATER_POLAND,Warszawa,building_construction_sector,1,MEDIUM,NO,CURRENT_TECH_UNVERIFIED:organized_financial_institutions,,,,,,Royal Warsaw's building campaigns justify one organized construction level.,https://www.lazienki-krolewskie.pl/pl/edukacja/baza-wiedzy/ekonomie-krolewskie-za-panowania-stanislawa-augusta,,
PLC,Poland-Lithuania,STATE_GREATER_POLAND,Warszawa,building_railway,2,MEDIUM,NO,NOT_APPLICABLE,Level 2 traditional road network centered on Warsaw.,No canal PM in this state.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,"Warsaw's role as capital and market supports a stronger road seed, but not a modern engineered network.",https://www.lazienki-krolewskie.pl/pl/edukacja/baza-wiedzy/ekonomie-krolewskie-za-panowania-stanislawa-augusta,,
PLC,Poland-Lithuania,STATE_BREST,Hrodna,building_textile_mill,2,HIGH,NO,CURRENT_TECH_PRESENT:organized_textile_production,,,,,,"Tyzenhaus established cloth, linen, silk and related manufactories around Grodno from c.1767 onward.",https://www.lazienki-krolewskie.pl/pl/edukacja/baza-wiedzy/ekonomie-krolewskie-za-panowania-stanislawa-augusta,https://www.ldkistorija.lt/reformer-antoni-tyzenhaus-his-manufactories-and-towns/,
PLC,Poland-Lithuania,STATE_BREST,Hrodna,building_furniture_manufactory,1,MEDIUM,NO,CURRENT_TECH_UNVERIFIED:organized_workshops,,,,,,The Horodnica industrial settlement contained diversified organized workshops and manufactories.,https://www.lazienki-krolewskie.pl/pl/edukacja/baza-wiedzy/ekonomie-krolewskie-za-panowania-stanislawa-augusta,,
PLC,Poland-Lithuania,STATE_BREST,Hrodna,building_tooling_workshop,1,MEDIUM,NO,CURRENT_TECH_UNVERIFIED:organized_workshops,,,,,,Diversified Grodno manufactories and specialist imported craftsmen justify one organized workshop level.,https://www.lazienki-krolewskie.pl/pl/edukacja/baza-wiedzy/ekonomie-krolewskie-za-panowania-stanislawa-augusta,,
PLC,Poland-Lithuania,STATE_BREST,Hrodna,building_government_administration,1,HIGH,NO,CURRENT_TECH_PRESENT:systematic_administrative_statistics,,,,,,Grodno hosted central Lithuanian institutions and served regularly as a Sejm city.,https://www.lazienki-krolewskie.pl/pl/edukacja/baza-wiedzy/ekonomie-krolewskie-za-panowania-stanislawa-augusta,,
