Owner_TAG,State_ID,Building_ID,Production_Method_Group,Old_PM,Missing_Technologies,Fallback_Base_PM,Reason,Output_Before,Output_After,Output_Delta,Runtime_Market_Link,Shortage_Impact,Wave1_Change,Decision
GR3,STATE_SICILY,building_wheat_farm,pmg_harvesting_process_building_millet_farm,pm_tools,improved_agricultural_implements,pm_tools_disabled,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
HAN,STATE_HANNOVER,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
IREK,STATE_ULSTER,building_livestock_ranch,pmg_base_building_livestock_ranch,pm_slaughterhouses,mechanical_tools,pm_open_air_stockyards,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,meat:25,meat:10,meat:-15,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
IREK,STATE_ULSTER,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
NBS,STATE_NEW_BRUNSWICK,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
NET,STATE_GELRE,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
NET,STATE_HOLLAND,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
NET,STATE_HOLLAND,building_textile_mill,pmg_base_building_textile_mill,pm_dye_workshops,mechanized_spinning,pm_handsewn_clothes,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,clothes:60,clothes:45,clothes:-15,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PAN,STATE_PUNJAB,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PAP,STATE_LAZIO,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PLC,STATE_GREATER_POLAND,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PLC,STATE_LESSER_POLAND,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PLC,STATE_MINSK,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
POR,STATE_ENTRE_DOURO_E_MINHO,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
POR,STATE_ESTREMADURA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
POR,STATE_ESTREMADURA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PRU,STATE_ANHALT,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PRU,STATE_EAST_PRUSSIA,building_rye_farm,pmg_base_building_millet_farm,pm_soil_enriching_farming,advanced_crop_rotations,pm_simple_farming,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,grain:30,grain:20,grain:-10,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PRU,STATE_LOWER_SILESIA,building_textile_mill,pmg_base_building_textile_mill,pm_dye_workshops,mechanized_spinning,pm_handsewn_clothes,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,clothes:60,clothes:45,clothes:-15,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PRU,STATE_NORTH_RHINE,building_textile_mill,pmg_base_building_textile_mill,pm_dye_workshops,mechanized_spinning,pm_handsewn_clothes,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,clothes:60,clothes:45,clothes:-15,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PRU,STATE_RUHR,building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_atmospheric_engine_pump_building_coal_mine,atmospheric_engine,pm_picks_and_shovels_building_coal_mine,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,coal:40,coal:25,coal:-15,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PRU,STATE_UPPER_SILESIA,building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_atmospheric_engine_pump_building_coal_mine,atmospheric_engine,pm_picks_and_shovels_building_coal_mine,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,coal:40,coal:25,coal:-15,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PRU,STATE_UPPER_SILESIA,building_iron_mine,pmg_mining_equipment_building_iron_mine,pm_atmospheric_engine_pump_building_iron_mine,atmospheric_engine,pm_picks_and_shovels_building_iron_mine,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,iron:40,iron:20,iron:-20,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PRU,STATE_UPPER_SILESIA,building_textile_mill,pmg_base_building_textile_mill,pm_dye_workshops,mechanized_spinning,pm_handsewn_clothes,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,clothes:60,clothes:45,clothes:-15,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
PUD,STATE_MADRAS,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
QUE,STATE_QUEBEC,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_EAST_KARELIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_GALICH,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_MOSCOW,building_tooling_workshop,pmg_base_building_tooling_workshop,pm_pig_iron,precision_boring,pm_crude_tools,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,tools:60,tools:30,tools:-30,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_NOVGOROD,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_ORYOL,building_tooling_workshop,pmg_base_building_tooling_workshop,pm_pig_iron,precision_boring,pm_crude_tools,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,tools:60,tools:30,tools:-30,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_PERM,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_PSKOV,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_SMOLENSK,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_URAL,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_VITEBSK,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_VYATKA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
RUS,STATE_WEST_KARELIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SAR,STATE_PIEDMONT,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SAR,STATE_SAVOY,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SAX,STATE_SAXONY,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SC1,STATE_GUERRERO,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SC1,STATE_JALISCO,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SC1,STATE_JALISCO,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SC1,STATE_MEXICO,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SC1,STATE_RIO_GRANDE,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SC3,STATE_LOS_RIOS,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SC4,STATE_BUENOS_AIRES,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SC4,STATE_SANTA_FE,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SCH,STATE_SCHLESWIG_HOLSTEIN,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SIC,STATE_ABRUZZO,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SIC,STATE_ABRUZZO,building_wheat_farm,pmg_harvesting_process_building_millet_farm,pm_tools,improved_agricultural_implements,pm_tools_disabled,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SIC,STATE_APULIA,building_wheat_farm,pmg_harvesting_process_building_millet_farm,pm_tools,improved_agricultural_implements,pm_tools_disabled,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SIC,STATE_CAMPANIA,building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,systematic_population_registration,pm_simple_organization,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,NONE,NONE,NONE,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SPA,STATE_ARAGON,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SPA,STATE_ASTURIAS,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SPA,STATE_BASQUE_COUNTRY,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SPA,STATE_CATALONIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SPA,STATE_GALICIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SPA,STATE_OLD_CASTILE,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SWE,STATE_GOTALAND,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SWE,STATE_KUOPIO,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SWE,STATE_NORRLAND,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SWE,STATE_OSTROBOTHNIA,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
SWE,STATE_OULU,building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,mechanical_tools,pm_simple_forestry,SURVIVING_OVERRIDE_NOT_TECHNICALLY_VALID_AT_1776_START,wood:80,wood:40,wood:-40,RETEST_REQUIRED,CANNOT_BE_DETERMINED_WITHOUT_MARKET_ORDERS,NO,KEEP_TECH_VALID_FALLBACK_PENDING_POST_INFRA_RUNTIME
