Owner_TAG,State_ID,Target_Building_Level,Road_PM,Canal_PM,Rail_PM,Passenger_PM,Required_Technologies,Tech_Distribution_Review,Historical_Rationale
KOK,STATE_KIRGHIZIA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One oasis/caravan road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
KOK,STATE_TAJIKISTAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One oasis/caravan road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
KRT,STATE_WESTERN_MALI,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One regional caravan-road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
MAS,STATE_ALGIERS,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One coastal-hinterland road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
MAS,STATE_ORAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One coastal-hinterland road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
MOR,STATE_AL_RIF,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
MOR,STATE_FEZ,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"Two road-network levels for the major northern Moroccan hub. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
MOR,STATE_INNER_MOROCCO,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One caravan-road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
MOR,STATE_MARRAKECH,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road-network level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
MSN,STATE_TIMBUKTU,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One caravan-road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
NEP,STATE_HIMALAYAS,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One caravan-road level through the Kathmandu trade corridor. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
OMA,STATE_OMAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level linking Muscat/coastal settlements to the interior. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
PER,STATE_ARMENIA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One Caucasus–Tabriz road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
PER,STATE_AZERBAIJAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
PER,STATE_FARS,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,Two road-network levels for the Zand capital and Gulf route. | No transport-canal level recommended. | Shiraz lay on the Bushehr–Isfahan caravan axis with established caravanserais.
PER,STATE_IRAKAJEMI,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One central-plateau road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
PER,STATE_ISFAHAN,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"Two road-network levels for the national caravan nexus. | No transport-canal level recommended. | Safavid road/caravanserai systems linked Isfahan to Fars, Kerman, Khorasan and the north."
PER,STATE_KERMAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level on Kerman’s caravan links to India, Isfahan and the Gulf. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
PER,STATE_KHORASAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One major caravan-road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
PER,STATE_LARISTAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One Gulf-interior caravan-road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
PER,STATE_MAZANDARAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level across the Caspian-hinterland network. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
PER,STATE_PERSIAN_KURDISTAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
PER,STATE_SEMNAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One east-west caravan-road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
PER,STATE_TABRIZ,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"Two road-network levels for the major northwestern caravan nexus. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
RUS,STATE_ASTRAKHAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One lower-Volga/caravan road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
RUS,STATE_TARTARIA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One Volga road/trade level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
SGU,STATE_WESTERN_MALI,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One regional caravan-road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TRI,STATE_LIBYA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One coastal/caravan road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TRI,STATE_TRIPOLI,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One coastal/caravan road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUN,STATE_TUNISIA,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"Two road-network levels for Tunis and its productive coastal hinterland. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_ADANA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One corridor level for Anatolian-Syrian connections. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_ALEPPO,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"Two road levels for the major Aleppo–Anatolia–Mesopotamia/Levant caravan nexus. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_ANKARA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level for the central Anatolian caravan network. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_AYDIN,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"Two road levels for the port-hinterland commercial network. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_CYPRUS,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One local road network level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_DIYARBAKIR,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level on the Anatolia–Mesopotamia corridor. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_ERZURUM,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level on the eastern Anatolian/Persian route. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_HUDAVENDIGAR,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"Two road levels for Bursa and its Marmara/Anatolian connections. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_KARS,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One frontier-road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_KASTAMONU,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_KONYA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One central-Anatolian road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_LEBANON,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level linking coast, Damascus and mountain production zones. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_LOWER_EGYPT,2,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,Two road levels for Cairo/Delta and Mediterranean/Red Sea links. | One transport-canal level is justified by the long-used navigable Delta/Nile canal system; this is not a railway and should be reviewed separately from irrigation. | Dense Nile/Delta overland connectivity warrants two road-network levels; rail remains disabled.
TUR,STATE_MIDDLE_EGYPT,1,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,One road level along the Nile corridor. | One canal/navigation justification is plausible where canals connected Nile settlements; retain as MEDIUM rather than assuming industrial canal engineering. | The Nile corridor supported durable regional movement; one road/infrastructure level.
TUR,STATE_PALESTINE,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One pilgrimage/trade road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_SINAI,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,One sparse caravan route level. | No canal level recommended. | Pilgrimage and Egypt–Levant caravan routes justify one sparse road-corridor level.
TUR,STATE_SYRIA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One Damascus-centered caravan/pilgrimage road level. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_TRABZON,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One road level toward eastern Anatolia/Persia. | No transport-canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
TUR,STATE_TRANSJORDAN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,One caravan/pilgrimage road level. | No transport-canal level recommended. | The Syrian/Hajj caravan corridor warrants a conservative road-network seed.
TUR,STATE_UPPER_EGYPT,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,One road/corridor level. | No separate engineered transport-canal level recommended. | The Nile corridor provides a strong pre-rail transport spine.
WAD,STATE_CHAD,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One regional road/caravan level, not the later direct Benghazi route. | No canal level recommended. | Regional caravan traffic existed, but the direct Benghazi–Wadai route belongs after 1809; one low-confidence road seed only."
ZAI,STATE_YEMEN,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"One highland-to-port road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted."
AWA,STATE_AWADH,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,regional trunk routes linking Awadh to Delhi/Patna | none | Awadh was integrated into the north-Indian overland trade network.
BHV,STATE_GUJARAT,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"Surat/Cambay links to Agra, Malwa and Deccan | none | The Surat–Agra route through Gujarat/Malwa was a major long-distance commercial road."
BIC,STATE_AWADH,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,regional trunk routes linking Awadh to Delhi/Patna | none | Awadh was integrated into the north-Indian overland trade network.
BIC,STATE_BIHAR,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"major Gangetic overland connections | none, river transport excluded | Patna/Bihar was tied into the Gangetic road-and-river commercial corridor."
DEI,STATE_CEYLON,2,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,organized colonial coastal-road communications | VOC navigable canal system in maritime Ceylon | Dutch Ceylon inherited and extended navigable canal links around Colombo/Negombo and maintained coastal communications.
GWA,STATE_MALWA,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"Great Road Surat–Agra through Malwa | none | The great road from Surat to Agra ran through the Malwa plateau and was used by merchants, diplomats and armies."
GWA,STATE_RAJPUTANA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,Gujarat–Rajasthan–Agra commercial route | none | A major alternative Surat–north India route ran through Gujarat and Rajasthan.
HYD,STATE_HYDERABAD,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,Deccan trunk-route connectivity | none | The Deccan was crossed by durable interregional routes linking northern India to southern ports.
MARATH,STATE_AGRA,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"major Agra–Malwa–Surat/Deccan road network | none demonstrated as transport canal | Agra lay on major overland arteries linking Delhi, Malwa, Surat and the Deccan."
MARATH,STATE_BOMBAY,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,Konkan–Deccan and northbound commercial roads | none | Western Deccan routes connected Konkan ports with the plateau and northbound routes.
MARATH,STATE_MALWA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,Malwa trunk corridor | none | Maratha armies and merchants used the Malwa trunk corridor toward Agra and Surat.
MUG,STATE_DELHI,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"major Mughal trunk-road hub | none used for transport at state scale | Delhi anchored major north-Indian trunk routes including links toward Agra, Lahore and the Deccan."
MYS,STATE_MYSORE,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,state/military roads across Mysore | none—irrigation tanks/channels are not transport canals | State and military communications connected the Mysore plateau to coastal and Carnatic fronts.
PAN,STATE_PUNJAB,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,Delhi–Lahore imperial trunk road | irrigation canals not counted as transport canals | Punjab lay on the old imperial trunk route linking Delhi and Lahore toward the northwest.
CHI,STATE_BEIJING,2,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,2 | 1 | Imperial road network and northern terminus of Grand Canal system
CHI,STATE_JIANGSU,3,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,2 | 3 | Core lower Grand Canal transport corridor
CHI,STATE_NANJING,2,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,1 | 2 | Grand Canal/Yangzi-linked transport system
CHI,STATE_SHANDONG,2,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,1 | 2 | Grand Canal corridor through Shandong
CHI,STATE_SUZHOU,2,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,1 | 2 | Canal-rich Jiangnan transport system
CHI,STATE_ZHEJIANG,2,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,1 | 2 | Southern terminus and feeder waterways of Grand Canal
CHI,STATE_ZHILI,2,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,2 | Grand Canal and capital road approaches
JAP,STATE_HOKUSHINETSU,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Nakasendo/Hokuriku post-road links
JAP,STATE_KANSAI,2,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,2 | 1 | Tokaido and dense Kinai road system
JAP,STATE_KANTO,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"2 | 0 | Five highways radiating from Edo, including Tokaido"
JAP,STATE_KYOTO,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Tokaido terminus and organized post-road connections
JAP,STATE_TOKAI,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,2 | 0 | Tokaido main trunk crossed Tokai
SIA,STATE_BANGKOK,1,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,industrial_canals,NO,1 | Canal/river-side transport works and royal roads in the capital region
CUB,STATE_WESTERN_CUBA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Havana was a major imperial port and the most productive Spanish naval shipyard in the eighteenth century.
HAW,STATE_HAWAIIAN_ISLANDS,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"YES (traditional road/trail network abstraction) | NO | NPS documents a 175-mile corridor of ancient and historic trails on Hawaii Island alone, connecting more than 200 ahupuaa; prehistoric ala loa linked shorter coastal and mountain-ocean routes and included purpose-built surfaces through difficult lava terrain."
QUE,STATE_QUEBEC,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Quebec City/Montreal formed the administrative and commercial core of the St Lawrence colony.
SC1,STATE_BAJIO,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,2 | 0 | Commercial farming/ranching and royal-road exchange supported the mining and urban economy of New Spain.
SC1,STATE_CHIHUAHUA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Commercial farming/ranching and royal-road exchange supported the mining and urban economy of New Spain.
SC1,STATE_DURANGO,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Commercial farming/ranching and royal-road exchange supported the mining and urban economy of New Spain.
SC1,STATE_GUERRERO,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Acapulco was the terminus of the Manila galleon and a long-distance redistribution port.
SC1,STATE_JALISCO,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Commercial farming/ranching and royal-road exchange supported the mining and urban economy of New Spain.
SC1,STATE_MEXICO,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,2 | 0 | Mexico City was the administrative and commercial centre of New Spain and the hub of the royal road system.
SC1,STATE_NEW_MEXICO,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Commercial farming/ranching and royal-road exchange supported the mining and urban economy of New Spain.
SC1,STATE_OAXACA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Commercial farming/ranching and royal-road exchange supported the mining and urban economy of New Spain.
SC1,STATE_RIO_GRANDE,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Commercial farming/ranching and royal-road exchange supported the mining and urban economy of New Spain.
SC1,STATE_SINALOA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Commercial farming/ranching and royal-road exchange supported the mining and urban economy of New Spain.
SC1,STATE_SONORA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Commercial farming/ranching and royal-road exchange supported the mining and urban economy of New Spain.
SC1,STATE_TEXAS,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Commercial farming/ranching and royal-road exchange supported the mining and urban economy of New Spain.
SC1,STATE_VERACRUZ,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,2 | 0 | Veracruz was New Spain's principal Atlantic port and terminus of the Mexico City road; plantation crops supplied export trade.
SC2,STATE_PANAMA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Portobelo/Panama formed a trans-isthmian imperial trade and fortified transport corridor.
USA,STATE_CONNECTICUT,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | Dense colonial settlement with mixed commercial farming, maritime trades and Yale."
USA,STATE_GEORGIA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | Organized plantation/export agriculture and regional ports were present, but below South Carolina/Virginia scale."
USA,STATE_MAINE,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | Northern New England combined commercial timber, fishing and shipbuilding with Atlantic ports."
USA,STATE_MARYLAND,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Tobacco remained a major export while grain and Atlantic commerce diversified the economy.
USA,STATE_MASSACHUSETTS,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Post roads and intercolonial roads connected the dense Massachusetts settlements.
USA,STATE_NEW_HAMPSHIRE,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | Northern New England combined commercial timber, fishing and shipbuilding with Atlantic ports."
USA,STATE_NEW_JERSEY,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Commercial grain and an established ironworking tradition coexisted with Princeton.
USA,STATE_NEW_YORK,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | New York was a major Atlantic port and grain-producing colony before the Revolution.
USA,STATE_NORTH_CAROLINA,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,"1 | 0 | Organized plantation/export agriculture and regional ports were present, but below South Carolina/Virginia scale."
USA,STATE_PENNSYLVANIA,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,2 | 0 | Philadelphia was the largest manufacturing/publishing centre in British North America; southeastern Pennsylvania had dense mills and workshops.
USA,STATE_RHODE_ISLAND,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,NONE,NO,1 | 0 | Newport and Narragansett Bay supported maritime commerce; Brown existed from 1764.
