Research_Region,Owner_TAG,Country,State_ID,State_Name,Building_ID,Building_Name,Current_Level,Target_Level,Delta,Decision,Confidence,Economic_Role,Domestic_Demand,Export_Orientation,Industry_Form,Tech_Distribution_Review,Map_Rework_Risk,Serenissima_Protected,Historical_Evidence,Level_Rationale,Source_1,Source_2,Notes,Base_Historical_Target_Level,Overlay_Type,Overlay_Reason
R4_SOUTH_ASIA,BHV,Bhavnagar,STATE_GUJARAT,Gujarat,building_salt_pan,Salt Works,0,2,2,ADD,MEDIUM,RESOURCE_EXTRACTION,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_EXTRACTION,NO,INDIA_FUTURE_REWORK,NO,Coastal Gujarat possessed long-standing commercial salt production tied to regional trade.,Two levels for a significant coastal salt sector.,https://www.cambridge.org/core/books/the-cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,2,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BHV,Bhavnagar,STATE_GUJARAT,Gujarat,building_shipyard,Shipyards,0,1,1,ADD,MEDIUM,SHIPBUILDING,DOMESTIC_REGIONAL,EXPORT_INTERCONTINENTAL,SHIPYARD_CLUSTER,YES,INDIA_FUTURE_REWORK,NO,Western India had an established ocean-going shipbuilding industry closely tied to Gujarat/Goa maritime trade.,One level for Gujarat shipbuilding; strongest evidence is regional.,https://www.cambridge.org/core/journals/itinerario/article/abs/shipbuilding-in-seventeenthcentury-western-india/C7DBCE74559035CA7B45D5CDE72CBBA3,https://www.cambridge.org/core/books/gulf-in-world-history/merchant-communities-and-crosscultural-trade-between-gujarat-and-the-gulf-in-the-late-seventeenth-and-eighteenth-centuries/C38AA854C77223A643D49E2435513E2B,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BHV,Bhavnagar,STATE_GUJARAT,Gujarat,building_textile_mill,Textile Manufacture,0,3,3,ADD,HIGH,MANUFACTURING,DOMESTIC_NATIONAL,EXPORT_INTERCONTINENTAL,PUTTING_OUT_NETWORK,NO,INDIA_FUTURE_REWORK,NO,"Gujarat was one of India’s premier export textile regions serving Asian, African and European markets.",Level 3 for a major international textile district.,https://www.cambridge.org/core/journals/itinerario/article/abs/craft-and-small-scale-production-in-the-global-economy-gujarat-and-kachchh-in-the-eighteenth-and-twentyfirst-centuries/74FEE1E340EBD29905DEFDD6E929ABF4,https://www.cambridge.org/core/books/the-cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,3,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BHV,Bhavnagar,STATE_GUJARAT,Gujarat,building_trade_center,Trade Center,0,3,3,ADD,HIGH,TRADE,DOMESTIC_NATIONAL,EXPORT_INTERCONTINENTAL,OTHER,NO,INDIA_FUTURE_REWORK,NO,"Surat and Gujarat merchant networks connected the Gulf, Red Sea, India and Asian markets.",Level 3 for a major international entrepôt and redistribution system.,https://www.cambridge.org/core/books/gulf-in-world-history/merchant-communities-and-crosscultural-trade-between-gujarat-and-the-gulf-in-the-late-seventeenth-and-eighteenth-centuries/C38AA854C77223A643D49E2435513E2B,https://www.cambridge.org/core/books/abs/european-commercial-enterprise-in-precolonial-india/companies-in-india-the-politics-and-the-economics-of-trade/139B3B0E5509125DDF2F8B6AF44D5E4D,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,3,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_AWADH,Oudh,building_banana_plantation,Banana Plantations,3,0,-3,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:654 | CURRENT_PM=default_building_banana_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_AWADH,Oudh,building_dye_plantation,Dye Plantations,8,0,-8,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:635 | CURRENT_PM=default_building_dye_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_AWADH,Oudh,building_government_administration,Government Administration,5,1,-4,DECREASE,MEDIUM,ADMINISTRATION,DOMESTIC_REGIONAL,NONE,OTHER,NO,INDIA_FUTURE_REWORK,NO,Company territorial administration in the Gangetic zone rested on revenue collection and existing Indian institutions.,One level for the local Company-administered share.,https://academic.oup.com/book/2601/chapter-abstract/142976769,,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:600 | CURRENT_PM=pm_hereditary_bureaucrats|pm_horizontal_drawer_cabinets|pm_secular_bureaucrats,1,ADMINISTRATION_CALIBRATION,Static bureaucracy/tax-capacity calibration replaces unsafe research-only level.
R4_SOUTH_ASIA,BIC,East India,STATE_AWADH,Oudh,building_opium_plantation,Opium Plantations,18,0,-18,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:611 | CURRENT_PM=default_building_opium_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_AWADH,Oudh,building_railway,Regional Infrastructure,0,1,1,ADD,MEDIUM,INFRASTRUCTURE,DOMESTIC_REGIONAL,EXPORT_REGIONAL,OTHER,NO,INDIA_FUTURE_REWORK,NO,Awadh was integrated into the north-Indian overland trade network.,One traditional-road-network level only.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mughal-india/A275FC7EFB9CF124D90302E92A994FCC,,ROAD_LEVEL_JUSTIFICATION=regional trunk routes linking Awadh to Delhi/Patna; CANAL_LEVEL_JUSTIFICATION=none; RAIL=pm_no_rail_network | PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_AWADH,Oudh,building_silk_plantation,Silk Plantations,4,0,-4,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:680 | CURRENT_PM=default_building_silk_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_AWADH,Oudh,building_textile_mill,Textile Manufacture,2,1,-1,DECREASE,MEDIUM,MANUFACTURING,DOMESTIC_NATIONAL,EXPORT_REGIONAL,PROTO_INDUSTRIAL_DISTRICT,NO,INDIA_FUTURE_REWORK,NO,Awadh belonged to the highly commercialized north-Indian urban/rural textile economy.,Level scaled down for the smaller Company-held share.,https://www.cambridge.org/core/books/the-cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mughal-india/A275FC7EFB9CF124D90302E92A994FCC,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:667 | CURRENT_PM=pm_handsewn_clothes|pm_no_luxury_clothes|pm_traditional_looms,1,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_AWADH,Oudh,building_wheat_farm,Wheat Farms,0,1,1,ADD,MEDIUM,AGRICULTURE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,INDIA_FUTURE_REWORK,NO,The middle Gangetic plain sustained substantial marketed grain production.,Commercial grain beyond local subsistence.,https://www.cambridge.org/core/books/the-cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_BIHAR,Bihar,building_arms_industry,Arms Industries,1,1,0,KEEP,HIGH,MILITARY,MILITARY_STATE_DEMAND,NONE,ARSENAL,NO,INDIA_FUTURE_REWORK,NO,Monghyr had manufactured firelocks under Mir Qasim; after 1764 it remained an EIC arms depot with highly regarded guns.,One level for continued arsenal/repair/partial manufacture capacity.,https://southasia.stanford.edu/publications/guns-and-british-empire,,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:4 | CURRENT_PM=pm_automation_disabled|pm_muskets,1,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_BIHAR,Bihar,building_dye_plantation,Dye Plantations,5,0,-5,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:88 | CURRENT_PM=default_building_dye_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_BIHAR,Bihar,building_government_administration,Government Administration,10,3,-7,DECREASE,HIGH,ADMINISTRATION,DOMESTIC_NATIONAL,NONE,OTHER,NO,INDIA_FUTURE_REWORK,NO,After 1765 the Company collected revenue across Bengal-Bihar and relied on substantial fiscal administration.,Two levels reflect a province-wide revenue apparatus.,https://academic.oup.com/book/2601/chapter-abstract/142976769,,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:15 | CURRENT_PM=pm_hereditary_bureaucrats|pm_horizontal_drawer_cabinets|pm_secular_bureaucrats,2,ADMINISTRATION_CALIBRATION,Static bureaucracy/tax-capacity calibration replaces unsafe research-only level.
R4_SOUTH_ASIA,BIC,East India,STATE_BIHAR,Bihar,building_opium_plantation,Opium Plantations,15,2,-13,DECREASE,HIGH,PLANTATION,DOMESTIC_NATIONAL,EXPORT_INTERCONTINENTAL,PLANTATION_SYSTEM,NO,INDIA_FUTURE_REWORK,NO,Patna merchants and then the EIC controlled a mature opium cultivation/export chain; Company monopoly dated from the 1760s/early 1770s.,"Two levels for an organized cash-crop complex, not later nineteenth-century maximum scale.",https://www.cambridge.org/core/journals/modern-asian-studies/article/poor-mans-crop-evading-opium-monopoly/199D0743201BF76C8ADA72F625B85FAD,https://www.cambridge.org/core/journals/international-review-of-social-history/article/contract-work-and-resistance-boatmen-in-early-colonial-eastern-india-1760s1850s/F839EA9C4FFBB04A9DC2F6A9145CD0E8,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:26 | CURRENT_PM=default_building_opium_plantation|pm_road_carts,2,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_BIHAR,Bihar,building_railway,Regional Infrastructure,0,1,1,ADD,MEDIUM,INFRASTRUCTURE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,NO,INDIA_FUTURE_REWORK,NO,Patna/Bihar was tied into the Gangetic road-and-river commercial corridor.,One road level only; natural river transport does not count as an industrial canal.,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mughal-india/A275FC7EFB9CF124D90302E92A994FCC,https://www.cambridge.org/core/journals/international-review-of-social-history/article/contract-work-and-resistance-boatmen-in-early-colonial-eastern-india-1760s1850s/F839EA9C4FFBB04A9DC2F6A9145CD0E8,"ROAD_LEVEL_JUSTIFICATION=major Gangetic overland connections; CANAL_LEVEL_JUSTIFICATION=none, river transport excluded; RAIL=pm_no_rail_network | PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv",1,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_BIHAR,Bihar,building_sugar_plantation,Sugar Plantations,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:69 | CURRENT_PM=default_building_sugar_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_BIHAR,Bihar,building_textile_mill,Textile Manufacture,0,1,1,ADD,MEDIUM,MANUFACTURING,DOMESTIC_REGIONAL,EXPORT_REGIONAL,PUTTING_OUT_NETWORK,NO,INDIA_FUTURE_REWORK,NO,"Bihar shared the eastern Indian textile-commercial economy, though it was less dominant than Bengal proper.",Single level because evidence is weaker than Bengal.,https://www.cambridge.org/core/books/the-cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/journals/modern-asian-studies/article/from-negotiation-to-coercion-textile-manufacturing-in-india-in-the-eighteenth-century/9ECA84ADA531FC112E225221E773267D,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_BIHAR,Bihar,building_tobacco_plantation,Tobacco Plantations,3,0,-3,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:50 | CURRENT_PM=default_building_tobacco_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_BIHAR,Bihar,building_trade_center,Trade Center,0,2,2,ADD,HIGH,TRADE,DOMESTIC_NATIONAL,EXPORT_INTERCONTINENTAL,OTHER,NO,INDIA_FUTURE_REWORK,NO,Patna was an organized centre for opium and saltpetre contracting and long-distance transport.,Major national/export hub but not a global entrepôt on Calcutta scale.,https://www.cambridge.org/core/journals/international-review-of-social-history/article/contract-work-and-resistance-boatmen-in-early-colonial-eastern-india-1760s1850s/F839EA9C4FFBB04A9DC2F6A9145CD0E8,https://www.cambridge.org/core/journals/modern-asian-studies/article/poor-mans-crop-evading-opium-monopoly/199D0743201BF76C8ADA72F625B85FAD,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,2,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_arms_industry,Arms Industries,1,0,-1,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1622 | CURRENT_PM=pm_automation_disabled|pm_muskets,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_banana_plantation,Banana Plantations,5,0,-5,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1684 | CURRENT_PM=default_building_banana_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_cotton_plantation,Cotton Plantations,3,1,-2,DECREASE,MEDIUM,PLANTATION,DOMESTIC_NATIONAL,EXPORT_INTERCONTINENTAL,COMMERCIAL_AGRICULTURE,NO,INDIA_FUTURE_REWORK,NO,Cotton supplied the Coromandel weaving/export economy.,One level reflects commercial raw-cotton supply without overstating plantation organization.,https://www.cambridge.org/core/books/the-cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/journals/modern-asian-studies/article/from-negotiation-to-coercion-textile-manufacturing-in-india-in-the-eighteenth-century/9ECA84ADA531FC112E225221E773267D,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1665 | CURRENT_PM=default_building_cotton_plantation|pm_road_carts,1,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_government_administration,Government Administration,5,1,-4,DECREASE,HIGH,ADMINISTRATION,DOMESTIC_NATIONAL,NONE,OTHER,NO,INDIA_FUTURE_REWORK,NO,Company political expansion after the 1750s created local revenue and military administration on the Coromandel coast.,One level for the local Presidency apparatus.,https://academic.oup.com/book/2601/chapter-abstract/142976769,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/trade-and-political-dominion-in-south-india-17501790-changing-britishindian-relationships/65275722334D44F65897688CB3991E88,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1598 | CURRENT_PM=pm_hereditary_bureaucrats|pm_horizontal_drawer_cabinets|pm_secular_bureaucrats,1,ADMINISTRATION_CALIBRATION,Static bureaucracy/tax-capacity calibration replaces unsafe research-only level.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_port,Port,1,2,1,INCREASE,HIGH,PORT,DOMESTIC_NATIONAL,EXPORT_INTERCONTINENTAL,OTHER,NO,INDIA_FUTURE_REWORK,NO,Northern Coromandel ports such as Masulipatnam/Vizagapatam were important outlets in Company trade.,Two levels for organized seaborne export capacity.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/trade-and-political-dominion-in-south-india-17501790-changing-britishindian-relationships/65275722334D44F65897688CB3991E88,https://www.cambridge.org/core/books/abs/european-commercial-enterprise-in-precolonial-india/companies-in-india-the-politics-and-the-economics-of-trade/139B3B0E5509125DDF2F8B6AF44D5E4D,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1716 | CURRENT_PM=pm_basic_port,2,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_rice_farm,Rice Farms,0,2,2,ADD,HIGH,AGRICULTURE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,INDIA_FUTURE_REWORK,NO,Coastal south Indian trade moved substantial grain and rice by sea and river.,Two levels for a commercial rice-producing coastal zone.,https://www.cambridge.org/core/books/the-cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,2,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_shipyard,Shipyards,0,1,1,ADD,MEDIUM,SHIPBUILDING,DOMESTIC_REGIONAL,EXPORT_REGIONAL,SHIPYARD_CLUSTER,NO,INDIA_FUTURE_REWORK,NO,Shipbuilding was one of the most developed industries of south India and concentrated on the coasts.,One level for coastal shipbuilding; evidence is regional rather than site-quantified.,https://www.cambridge.org/core/books/the-cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/south-india/BCDB8046E20E009465FE6CB9C25A37C5,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,1,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_sugar_plantation,Sugar Plantations,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1697 | CURRENT_PM=default_building_sugar_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_textile_mill,Textile Manufacture,5,3,-2,DECREASE,HIGH,MANUFACTURING,DOMESTIC_NATIONAL,EXPORT_INTERCONTINENTAL,PUTTING_OUT_NETWORK,NO,INDIA_FUTURE_REWORK,NO,Coromandel was one of India’s great export textile zones with concentrated weaving around ports.,Level 3 for a major export-oriented textile region.,https://www.cambridge.org/core/journals/modern-asian-studies/article/from-negotiation-to-coercion-textile-manufacturing-in-india-in-the-eighteenth-century/9ECA84ADA531FC112E225221E773267D,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/trade-and-political-dominion-in-south-india-17501790-changing-britishindian-relationships/65275722334D44F65897688CB3991E88,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1633 | CURRENT_PM=pm_craftsman_sewing|pm_handsewn_clothes|pm_traditional_looms,3,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_tobacco_plantation,Tobacco Plantations,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1646 | CURRENT_PM=default_building_tobacco_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_CIRCARS,Northern Circars,building_trade_center,Trade Center,1,2,1,INCREASE,HIGH,TRADE,DOMESTIC_NATIONAL,EXPORT_INTERCONTINENTAL,OTHER,NO,INDIA_FUTURE_REWORK,NO,Coromandel ports redistributed textiles and Asian trade goods into long-distance networks.,Important export/redistribution hub.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/trade-and-political-dominion-in-south-india-17501790-changing-britishindian-relationships/65275722334D44F65897688CB3991E88,https://www.cambridge.org/core/books/abs/european-commercial-enterprise-in-precolonial-india/companies-in-india-the-politics-and-the-economics-of-trade/139B3B0E5509125DDF2F8B6AF44D5E4D,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:1609 | CURRENT_PM=pm_trade_center_trade_quantity_normal,2,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_EAST_BENGAL,East Bengal,building_dye_plantation,Dye Plantations,8,0,-8,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:431 | CURRENT_PM=default_building_dye_plantation|pm_road_carts,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_EAST_BENGAL,East Bengal,building_fishing_wharf,Fishing Wharves,2,0,-2,REMOVE,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:450 | CURRENT_PM=pm_fishing_trawlers|pm_unrefrigerated,0,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_EAST_BENGAL,East Bengal,building_government_administration,Government Administration,10,10,0,KEEP,HIGH,ADMINISTRATION,DOMESTIC_NATIONAL,NONE,OTHER,NO,INDIA_FUTURE_REWORK,NO,Company revenue rule after 1765 depended on extensive district fiscal administration across Bengal.,Two levels for province-scale administration.,https://academic.oup.com/book/2601/chapter-abstract/142976769,,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:381 | CURRENT_PM=pm_hereditary_bureaucrats|pm_horizontal_drawer_cabinets|pm_secular_bureaucrats,2,ADMINISTRATION_CALIBRATION,Static bureaucracy/tax-capacity calibration replaces unsafe research-only level.
R4_SOUTH_ASIA,BIC,East India,STATE_EAST_BENGAL,East Bengal,building_logging_camp,Logging Camps,2,2,0,KEEP,N/A_CURRENT_ONLY,NO_FINAL_HISTORICAL_TARGET,,,,NO,INDIA_FUTURE_REWORK,NO,No final positive historical target for this covered Owner/State/Building.,,,,CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:418 | CURRENT_PM=pm_hardwood|pm_no_equipment|pm_road_carts|pm_simple_forestry,0,LOGGING_CALIBRATION,Wood supply calibration replaces unsafe research-only level.
R4_SOUTH_ASIA,BIC,East India,STATE_EAST_BENGAL,East Bengal,building_port,Port,1,1,0,KEEP,MEDIUM,PORT,DOMESTIC_NATIONAL,EXPORT_INTERCONTINENTAL,OTHER,NO,INDIA_FUTURE_REWORK,NO,The eastern Bengal/Chittagong side participated in Bay of Bengal maritime commerce.,One level because the principal Company oceanic hub was Calcutta in West Bengal.,https://www.cambridge.org/core/books/abs/european-commercial-enterprise-in-precolonial-india/companies-in-india-the-politics-and-the-economics-of-trade/139B3B0E5509125DDF2F8B6AF44D5E4D,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/trade-and-political-dominion-in-south-india-17501790-changing-britishindian-relationships/65275722334D44F65897688CB3991E88,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv | CURRENT_SOURCE=common/history/buildings/10_india.txt:common/history/buildings/10_india.txt:463 | CURRENT_PM=pm_basic_port,1,NONE,Frozen historical target unchanged.
R4_SOUTH_ASIA,BIC,East India,STATE_EAST_BENGAL,East Bengal,building_rice_farm,Rice Farms,0,3,3,ADD,HIGH,AGRICULTURE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,NO,INDIA_FUTURE_REWORK,NO,The Bengal delta produced large marketable grain surpluses and supported dense urban/commercial populations.,Three levels for a major commercial rice zone.,https://www.cambridge.org/core/books/the-cambridge-economic-history-of-india/FAE3A6C0264445BBCEB02B5CD0CC2A2F,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,PROVENANCE_FILE=BUILD_START_1776_SOUTH_ASIA_RESEARCH.csv,3,NONE,Frozen historical target unchanged.
