Research_Region,Owner_TAG,Country,State_ID,State_Name,Building_ID,Building_Name,Target_Level,Confidence,Economic_Role,Domestic_Demand,Export_Orientation,Industry_Form,Historical_Evidence,Level_Rationale,Tech_Distribution_Review,Map_Rework_Risk,Multi_Researched,Conflict_Resolution,Source_1,Source_2,Notes
R1_WESTERN_EUROPE,DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_trade_center,Trade Center,2,HIGH,TRADE_CENTER,DOMESTIC_NATIONAL,ENTREPOT_REEXPORT,OTHER,"Copenhagen was the monarchy's dominant administrative, naval and long-distance commercial center.","Copenhagen was the monarchy's dominant administrative, naval and long-distance commercial center.",NO,NONE,NO,,https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,https://natmus.dk/historisk-viden/temaer/militaerhistorie/den-hvervede-haer/krigen-og-dens-forberedelse/militaerindustrien/,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv
R1_WESTERN_EUROPE,DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_university,University,1,HIGH,EDUCATION,DOMESTIC_REGIONAL,NONE,OTHER,University and naval/construction schools make one higher-education building appropriate.,University and naval/construction schools make one higher-education building appropriate.,NO,NONE,NO,,https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,,Demand/export tags synthesized conservatively from the supplied regional reason; no new historical research. | PROVENANCE_FILE=BUILD_START_1776_NORTHERN_EASTERN_EUROPE_RECOMMENDATIONS.csv
R1_WESTERN_EUROPE,FRA,France,STATE_ALSACE_LORRAINE,Alsace-Lorraine,building_glassworks,Glassworks,1,MEDIUM,GLASS,DOMESTIC_NATIONAL,EXPORT_REGIONAL,URBAN_MANUFACTORY_CLUSTER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,Missing/currently undistributed gate(s): organized_workshops | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_ALSACE_LORRAINE,Alsace-Lorraine,building_iron_mine,Iron Mines,1,MEDIUM,IRON_EXTRACTION,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_EXTRACTION,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_ALSACE_LORRAINE,Alsace-Lorraine,building_paper_mill,Paper Mills,1,MEDIUM,PAPER,DOMESTIC_NATIONAL,EXPORT_REGIONAL,URBAN_MANUFACTORY_CLUSTER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,Missing/currently undistributed gate(s): traditional_papermaking | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_ALSACE_LORRAINE,Alsace-Lorraine,building_textile_mill,Textile Manufacture,2,MEDIUM,TEXTILES,DOMESTIC_NATIONAL,EXPORT_REGIONAL,PROTO_INDUSTRIAL_DISTRICT,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 2 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_AQUITAINE,Aquitaine,building_food_industry,Food Industries,1,MEDIUM,FOOD_PROCESSING,DOMESTIC_NATIONAL,EXPORT_REGIONAL,URBAN_MANUFACTORY_CLUSTER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.persee.fr/doc/anami_0003-4398_1976_num_88_128_1650_t1_0358_0000_3,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_AQUITAINE,Aquitaine,building_port,Port,2,HIGH,ATLANTIC_PORT,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 2 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://www.persee.fr/doc/anami_0003-4398_1976_num_88_128_1650_t1_0358_0000_3,,Missing/currently undistributed gate(s): enclosed_dock_systems | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_AQUITAINE,Aquitaine,building_railway,Regional Infrastructure,1,MEDIUM,REGIONAL_TRANSPORT,DOMESTIC_REGIONAL,EXPORT_INTERCONTINENTAL,OTHER,Roads connected Bordeaux's wine hinterland with its port.,One road-network level; no active rail.,NO,NONE,NO,,https://www.persee.fr/doc/anami_0003-4398_1976_num_88_128_1650_t1_0358_0000_3,,ROAD_LEVEL_JUSTIFICATION: One road-network level; no active rail. | CANAL_LEVEL_JUSTIFICATION: none required for this recommendation | RAIL_PM: pm_no_rail_network | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_AQUITAINE,Aquitaine,building_trade_center,Trade Center,3,HIGH,ATLANTIC_EXPORT_TRADE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 3 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.persee.fr/doc/anami_0003-4398_1976_num_88_128_1650_t1_0358_0000_3,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_AQUITAINE,Aquitaine,building_vineyard,Vineyards,3,HIGH,WINE_EXPORTS,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 3 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.persee.fr/doc/anami_0003-4398_1976_num_88_128_1650_t1_0358_0000_3,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_AUVERGNE_LIMOUSIN,Auvergne-Limousin,building_livestock_ranch,Livestock Ranches,2,MEDIUM,COMMERCIAL_LIVESTOCK,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 2 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_AUVERGNE_LIMOUSIN,Auvergne-Limousin,building_logging_camp,Logging Camps,1,MEDIUM,TIMBER,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_EXTRACTION,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_AUVERGNE_LIMOUSIN,Auvergne-Limousin,building_paper_mill,Paper Mills,1,LOW,PAPER,DOMESTIC_NATIONAL,EXPORT_REGIONAL,URBAN_MANUFACTORY_CLUSTER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,Missing/currently undistributed gate(s): traditional_papermaking | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BRITTANY,Brittany,building_fishing_wharf,Fishing Wharves,2,MEDIUM,FISHERIES,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_EXTRACTION,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 2 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://www.nantes.port.fr/fr/nantes-saint-nazaire-port/lhistoire-du-port,https://www.musee-marine.fr/nos-musees/brest/collections/oeuvres-phares/la-bretagne.html,Missing/currently undistributed gate(s): marine_chronometry | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BRITTANY,Brittany,building_food_industry,Food Industries,1,MEDIUM,FOOD_PROCESSING,DOMESTIC_NATIONAL,EXPORT_REGIONAL,URBAN_MANUFACTORY_CLUSTER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.nantes.port.fr/fr/nantes-saint-nazaire-port/lhistoire-du-port,https://www.musee-marine.fr/nos-musees/brest/collections/oeuvres-phares/la-bretagne.html,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BRITTANY,Brittany,building_naval_administration,Naval Administration,2,HIGH,NAVAL_ADMINISTRATION,DOMESTIC_NATIONAL,EXPORT_REGIONAL,ARSENAL,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 2 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://www.nantes.port.fr/fr/nantes-saint-nazaire-port/lhistoire-du-port,https://www.musee-marine.fr/nos-musees/brest/collections/oeuvres-phares/la-bretagne.html,Missing/currently undistributed gate(s): state_dockyard_systems | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BRITTANY,Brittany,building_naval_fortification,Naval Fortification,1,MEDIUM,NAVAL_DEFENCE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://www.nantes.port.fr/fr/nantes-saint-nazaire-port/lhistoire-du-port,https://www.musee-marine.fr/nos-musees/brest/collections/oeuvres-phares/la-bretagne.html,Missing/currently undistributed gate(s): scientific_fortification_siegecraft | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BRITTANY,Brittany,building_port,Port,3,HIGH,ATLANTIC_PORTS,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 3 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://www.nantes.port.fr/fr/nantes-saint-nazaire-port/lhistoire-du-port,https://www.musee-marine.fr/nos-musees/brest/collections/oeuvres-phares/la-bretagne.html,Missing/currently undistributed gate(s): enclosed_dock_systems | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BRITTANY,Brittany,building_railway,Regional Infrastructure,1,MEDIUM,REGIONAL_TRANSPORT,DOMESTIC_REGIONAL,EXPORT_INTERCONTINENTAL,OTHER,"Market and military roads linked Nantes, Brest and other Breton centres.",One road-network level; no rail.,NO,NONE,NO,,https://www.nantes.port.fr/fr/nantes-saint-nazaire-port/lhistoire-du-port,,ROAD_LEVEL_JUSTIFICATION: One road-network level; no rail. | CANAL_LEVEL_JUSTIFICATION: none required for this recommendation | RAIL_PM: pm_no_rail_network | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BRITTANY,Brittany,building_shipyard,Shipyards,2,HIGH,NAVAL_SHIPBUILDING,DOMESTIC_NATIONAL,EXPORT_REGIONAL,ARSENAL,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 2 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://www.nantes.port.fr/fr/nantes-saint-nazaire-port/lhistoire-du-port,https://www.musee-marine.fr/nos-musees/brest/collections/oeuvres-phares/la-bretagne.html,Missing/currently undistributed gate(s): state_dockyard_systems | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BRITTANY,Brittany,building_textile_mill,Textile Manufacture,1,MEDIUM,LINEN_TEXTILES,DOMESTIC_NATIONAL,EXPORT_REGIONAL,PUTTING_OUT_NETWORK,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.nantes.port.fr/fr/nantes-saint-nazaire-port/lhistoire-du-port,https://www.musee-marine.fr/nos-musees/brest/collections/oeuvres-phares/la-bretagne.html,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BRITTANY,Brittany,building_trade_center,Trade Center,3,HIGH,ATLANTIC_TRADE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 3 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.nantes.port.fr/fr/nantes-saint-nazaire-port/lhistoire-du-port,https://www.musee-marine.fr/nos-musees/brest/collections/oeuvres-phares/la-bretagne.html,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BURGUNDY,Burgundy,building_food_industry,Food Industries,1,MEDIUM,FOOD_PROCESSING,DOMESTIC_NATIONAL,EXPORT_REGIONAL,URBAN_MANUFACTORY_CLUSTER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BURGUNDY,Burgundy,building_iron_mine,Iron Mines,1,LOW,IRON_EXTRACTION,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_EXTRACTION,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_BURGUNDY,Burgundy,building_vineyard,Vineyards,3,HIGH,WINE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 3 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_CHAMPAGNE,Champagne,building_textile_mill,Textile Manufacture,2,MEDIUM,WOOL_TEXTILES,DOMESTIC_NATIONAL,EXPORT_REGIONAL,PROTO_INDUSTRIAL_DISTRICT,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 2 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_CHAMPAGNE,Champagne,building_vineyard,Vineyards,2,HIGH,WINE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 2 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_CORSICA,Corsica,building_fishing_wharf,Fishing Wharves,1,MEDIUM,FISHERIES,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_EXTRACTION,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,Missing/currently undistributed gate(s): marine_chronometry | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_CORSICA,Corsica,building_livestock_ranch,Livestock Ranches,1,MEDIUM,LIVESTOCK,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_CORSICA,Corsica,building_port,Port,1,MEDIUM,COASTAL_PORT,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,Missing/currently undistributed gate(s): enclosed_dock_systems | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_CORSICA,Corsica,building_vineyard,Vineyards,1,MEDIUM,WINE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_FRANCHE_COMTE,Franche-Comté,building_glassworks,Glassworks,1,MEDIUM,GLASS,DOMESTIC_NATIONAL,EXPORT_REGIONAL,URBAN_MANUFACTORY_CLUSTER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,Missing/currently undistributed gate(s): organized_workshops | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_FRANCHE_COMTE,Franche-Comté,building_iron_mine,Iron Mines,1,MEDIUM,IRON_EXTRACTION,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_EXTRACTION,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_FRANCHE_COMTE,Franche-Comté,building_logging_camp,Logging Camps,1,MEDIUM,TIMBER,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_EXTRACTION,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_FRANCHE_COMTE,Franche-Comté,building_salt_mine,Salt Mines,2,HIGH,SALT_EXTRACTION,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_EXTRACTION,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 2 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_FRENCH_LOW_COUNTRIES,French Low Countries,building_coal_mine,Coal Mines,3,HIGH,COAL_EXTRACTION,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_EXTRACTION,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 3 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.persee.fr/doc/bec_0373-6237_1976_num_134_1_450057_t1_0178_0000_000,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_FRENCH_LOW_COUNTRIES,French Low Countries,building_port,Port,1,MEDIUM,CHANNEL_PORT,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,YES,NONE,NO,,https://www.persee.fr/doc/bec_0373-6237_1976_num_134_1_450057_t1_0178_0000_000,,Missing/currently undistributed gate(s): enclosed_dock_systems | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_FRENCH_LOW_COUNTRIES,French Low Countries,building_railway,Regional Infrastructure,1,MEDIUM,REGIONAL_TRANSPORT,DOMESTIC_REGIONAL,EXPORT_REGIONAL,OTHER,Dense northern market and mining/manufacturing roads supported regional trade.,One road level.,NO,NONE,NO,,https://www.persee.fr/doc/bec_0373-6237_1976_num_134_1_450057_t1_0178_0000_000,,ROAD_LEVEL_JUSTIFICATION: One road level. | CANAL_LEVEL_JUSTIFICATION: none required for this recommendation | RAIL_PM: pm_no_rail_network | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_FRENCH_LOW_COUNTRIES,French Low Countries,building_textile_mill,Textile Manufacture,3,HIGH,TEXTILES,DOMESTIC_NATIONAL,EXPORT_REGIONAL,PROTO_INDUSTRIAL_DISTRICT,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 3 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.persee.fr/doc/bec_0373-6237_1976_num_134_1_450057_t1_0178_0000_000,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_FRENCH_LOW_COUNTRIES,French Low Countries,building_trade_center,Trade Center,1,MEDIUM,REGIONAL_TRADE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,OTHER,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.persee.fr/doc/bec_0373-6237_1976_num_134_1_450057_t1_0178_0000_000,,TRADE_CENTER | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_GUYENNE,Guyenne,building_livestock_ranch,Livestock Ranches,1,MEDIUM,LIVESTOCK,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.persee.fr/doc/anami_0003-4398_1976_num_88_128_1650_t1_0358_0000_3,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_GUYENNE,Guyenne,building_vineyard,Vineyards,2,MEDIUM,WINE,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 2 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.persee.fr/doc/anami_0003-4398_1976_num_88_128_1650_t1_0358_0000_3,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_GUYENNE,Guyenne,building_wheat_farm,Wheat Farms,1,MEDIUM,GRAIN,DOMESTIC_NATIONAL,EXPORT_REGIONAL,COMMERCIAL_AGRICULTURE,Organized eighteenth-century production or state activity is attested in this regional economy.,Level 1 is calibrated to regional/national significance rather than isolated artisanal activity.,NO,NONE,NO,,https://www.persee.fr/doc/anami_0003-4398_1976_num_88_128_1650_t1_0358_0000_3,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_ILE_DE_FRANCE,Île-de-France,building_arms_industry,Arms Industries,1,HIGH,STATE_ARMAMENT,MILITARY_STATE_DEMAND,DOMESTIC_NATIONAL,STATE_MANUFACTORY,"Paris concentrated the monarchy's administration, consumption, education and state manufactures.",Level 1 reflects capital-scale concentration without assuming British industrial leadership.,NO,NONE,NO,,https://www.musee-armee.fr/collections/explorer-les-collections/portofolios/le-systeme-gribeauval.html,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_ILE_DE_FRANCE,Île-de-France,building_artillery_foundry,Artillery Foundry,2,HIGH,STATE_ARTILLERY,MILITARY_STATE_DEMAND,DOMESTIC_NATIONAL,STATE_MANUFACTORY,"Paris concentrated the monarchy's administration, consumption, education and state manufactures.",Level 2 reflects capital-scale concentration without assuming British industrial leadership.,NO,NONE,NO,,https://www.musee-armee.fr/collections/explorer-les-collections/portofolios/le-systeme-gribeauval.html,,PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
R1_WESTERN_EUROPE,FRA,France,STATE_ILE_DE_FRANCE,Île-de-France,building_barrack,Barracks,2,MEDIUM,MILITARY_GARRISON,MILITARY_STATE_DEMAND,DOMESTIC_NATIONAL,OTHER,"Paris concentrated the monarchy's administration, consumption, education and state manufactures.",Level 2 reflects capital-scale concentration without assuming British industrial leadership.,YES,NONE,NO,,https://www.musee-armee.fr/collections/explorer-les-collections/portofolios/le-systeme-gribeauval.html,,Missing/currently undistributed gate(s): organized_military_establishments | PROVENANCE_FILE=BUILD_START_1776_WESTERN_EUROPE_RESEARCH.csv
