Owner_TAG,Country,State_ID,State_Name,Current_Level,Road_PM,Canal_PM,Rail_PM,Passenger_PM,Infrastructure_Available,Infrastructure_Used,Current_Market_Access,Additional_Level_Needed,Historical_Connectivity_Exception,Evidence,Final_Target_Level,Final_Infrastructure_Available,Reason
CMB,Chaamba,STATE_SAHARA,Sahara,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
CMI,Chiang Mai,STATE_CHIANG_MAI,Chiang Mai,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COB,Saxe-Coburg-Gotha,STATE_SAXONY,Saxony,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,1.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 1.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COC,Cochin,STATE_TRAVANCORE,Malabar,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,6.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,2,9.0,Target satisfies usage 6.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COM,Comanche,STATE_ALABAMA,Alabama,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COM,Comanche,STATE_ARKANSAS,Arkansas,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COM,Comanche,STATE_KANSAS,Kansas,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COM,Comanche,STATE_KENTUCKY,Kentucky,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COM,Comanche,STATE_MISSISSIPPI,Mississippi,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COM,Comanche,STATE_MISSOURI,Missouri,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COM,Comanche,STATE_NEW_MEXICO,New Mexico,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COM,Comanche,STATE_OKLAHOMA,Oklahoma,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COM,Comanche,STATE_TENNESSEE,Tennessee,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COM,Comanche,STATE_TEXAS,Texas,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
CON,Constantine,STATE_CONSTANTINE,Constantine,3,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,12.0,8.0,100.0_PROJECTED,0,NO,"One road-network level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",3,12.0,Target satisfies usage 8.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
COO,Cooch Behar,STATE_WEST_BENGAL,West Bengal,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
CRI,Crimea,STATE_BESSARABIA,Bessarabia,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,3.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 3.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
CRI,Crimea,STATE_CHERSON,Odessa,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
CRI,Crimea,STATE_CRIMEA,Crimea,3,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,12.0,9.0,100.0_PROJECTED,0,NO,Level 1 traditional road/caravan network. | No canal PM. | Caravan and overland routes linked Crimean market towns; keep road infrastructure minimal.,3,12.0,Target satisfies usage 9.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
CRI,Crimea,STATE_KUBAN,Kuban,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
CRI,Crimea,STATE_TAURIDA,Aleksandrovsk,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,2,9.0,Target satisfies usage 5.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
CUB,Cuba,STATE_CENTRAL_CUBA,Central Cuba,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,4.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 4.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
CUB,Cuba,STATE_EASTERN_CUBA,Eastern Cuba,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,4.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 4.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
CUB,Cuba,STATE_WESTERN_CUBA,Western Cuba,5,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,18.0,14.0,100.0_PROJECTED,0,NO,1 | 0 | Havana was a major imperial port and the most productive Spanish naval shipyard in the eighteenth century.,5,18.0,Target satisfies usage 14.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DAH,Dahomey,STATE_DAHOMEY,Dahomey,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DAI,Dai Nam,STATE_ANNAM,Annam,3,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,12.0,9.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,3,12.0,Target satisfies usage 9.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DAI,Dai Nam,STATE_LAOS,Laos,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DAI,Dai Nam,STATE_MEKONG,Mekong,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,4.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 4.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DAI,Dai Nam,STATE_TONKIN,Tonkin,3,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,12.0,10.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,3,12.0,Target satisfies usage 10.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DAK,Dar al Kuti,STATE_UBANGI_SHARI,Ubangi-Shari,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DEI,East Indies,STATE_CAPE_COLONY,Cape Colony,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,2,9.0,Target satisfies usage 5.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DEI,East Indies,STATE_CELEBES,Celebes,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DEI,East Indies,STATE_CENTRAL_JAVA,Central Java,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,2,9.0,Target satisfies usage 5.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DEI,East Indies,STATE_CEYLON,Ceylon,3,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,pm_no_passenger_trains,15.0,12.0,100.0_PROJECTED,0,NO,organized colonial coastal-road communications | VOC navigable canal system in maritime Ceylon | Dutch Ceylon inherited and extended navigable canal links around Colombo/Negombo and maintained coastal communications.,3,15.0,Target satisfies usage 12.0 plus engine AI surplus 2; fixed capacity 4.0 per level; no rail or passenger service.
DEI,East Indies,STATE_EASTERN_CAPE,Eastern Cape,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DEI,East Indies,STATE_EAST_JAVA,East Java,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DEI,East Indies,STATE_MOLUCCAS,Moluccas,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,2,9.0,Target satisfies usage 5.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DEI,East Indies,STATE_SUNDA_ISLANDS,Sunda Islands,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DEI,East Indies,STATE_WEST_JAVA,West Java,8,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,27.0,23.2,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,8,27.0,Target satisfies usage 23.2 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_EASTERN_NORWAY,Eastern Norway,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,4.5,100.0_PROJECTED,0,NO,Level 1 road network anchored by Kongsberg–Drammen/Christiania supply routes. | No industrial canal seed. | The Sølvveien and mining supply routes linking Kongsberg to Drammen were established regional transport infrastructure.,2,9.0,Target satisfies usage 4.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_GOLD_COAST,Gold Coast,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_GREENLAND,Greenland,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_ICELAND,Iceland,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_JUTLAND,Jutland,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,4.0,100.0_PROJECTED,0,NO,Level 1 traditional road network. | No industrial canal seed. | A basic crown/post-road network is justified.,1,6.0,Target satisfies usage 4.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_MADRAS,Carnatic,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,1.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 1.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_NORTHERN_NORWAY,Northern Norway,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,2,9.0,Target satisfies usage 5.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_PEGU,Pegu,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_WESTERN_NORWAY,Western Norway,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,4.5,100.0_PROJECTED,0,NO,Level 1 only; maritime transport remained dominant. | No canal seed. | Regional roads existed but western transport remained strongly maritime; keep road scale modest.,2,9.0,Target satisfies usage 4.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_WEST_INDIES,West Indies,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,6,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,21.0,17.3,100.0_PROJECTED,0,NO,Level 2 traditional road network around Copenhagen and Zealand. | No industrial canal seed. | Dense capital-region roads and royal communications justify a stronger road network.,6,21.0,Target satisfies usage 17.3 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DFR,Darfur,STATE_DARFUR,Darfur,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.5,100.0_PROJECTED,0,NO,"One caravan-road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",1,6.0,Target satisfies usage 2.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DFT,Dar Fertit,STATE_EQUATORIA,Equatoria,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DGR,Degar,STATE_MEKONG,Mekong,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DIN,Kel Dinnik,STATE_NIGER,Niger,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DIO,Diola,STATE_SENEGAL,Senegal,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DLA,Duala,STATE_SOUTH_CAMEROON,South Cameroon,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DLM,Delim,STATE_MAURITANIA,Mauritania,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DLM,Delim,STATE_WEST_SAHARA,West Sahara,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DNK,Dinka,STATE_EQUATORIA,Equatoria,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_BALKH,Southern Turkestan,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.5,100.0_PROJECTED,0,NO,"One caravan-road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",2,9.0,Target satisfies usage 5.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_BALUCHISTAN,Baluchistan,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.0,100.0_PROJECTED,0,NO,One caravan/pass road level. | No canal level recommended. | Bolan and related routes linked Kandahar to the Indus.,2,9.0,Target satisfies usage 5.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_CENTRAL_HIGHLANDS,Hazaristan,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_HERAT,Herat,5,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,18.0,14.5,100.0_PROJECTED,0,NO,"One caravan-road level. | No canal level recommended. | A durable inter-urban caravan, pilgrimage, military or administrative corridor justifies one pre-rail regional infrastructure level; no railway PM is permitted.",5,18.0,Target satisfies usage 14.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_HILL_PUNJAB,Punjab Hills,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,2,9.0,Target satisfies usage 5.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_KABUL,Kabulistan,2,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,9.0,5.5,100.0_PROJECTED,0,NO,Two road-network levels for major pass/caravan connectivity. | No canal level recommended. | Kabul was a major node on India–Central Asia/Persia routes.,2,9.0,Target satisfies usage 5.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_KANDAHAR,Kandahar,5,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,18.0,14.5,100.0_PROJECTED,0,NO,Two road-network levels. | No canal level recommended. | Kandahar sat on the principal India–Iran caravan axis.,5,18.0,Target satisfies usage 14.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_KASHMIR,Kashmir,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,1.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 1.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_NORTHERN_BALUCHISTAN,Northern Baluchistan,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_PASHTUNISTAN,Pashtunistan,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,One pass/caravan road level. | No canal level recommended. | Khyber/Gomal and related corridors formed durable commercial and migration routes.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_PUNJAB,Punjab,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,0.5,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 0.5 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_QUETTA,Quetta,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,1.0,100.0_PROJECTED,0,NO,One pass-road level. | No canal level recommended. | The Bolan corridor justifies one road/pass level.,1,6.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
DUR,Afghanistan,STATE_SISTAN,Bampur,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,2.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 2.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
ETH,Ethiopia,STATE_AMHARA,Amhara,1,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,6.0,3.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,1,6.0,Target satisfies usage 3.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
ETH,Ethiopia,STATE_ERITREA,Eritrea,0,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,pm_no_passenger_trains,3.0,1.0,100.0_PROJECTED,0,NO,No prior historical transport row; gameplay capacity uses the least-modern road PM.,0,3.0,Target satisfies usage 1.0 plus engine AI surplus 2; fixed capacity 3.0 per level; no rail or passenger service.
