hidden_tech_id,responsibility_type,object_id,source_file,old_owner,approved_target,implementation_action,implementation_status,actual_file_changed,validation,notes
law_enforcement,party_technology_trigger,fascist_party,common/parties/fascist_party.txt,law_enforcement,professional_civil_policing,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/parties/fascist_party.txt,exact audited lines 592; old owner removed; target present,
law_enforcement,party_technology_trigger,military_party,common/parties/military_party.txt,law_enforcement,professional_civil_policing,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/parties/military_party.txt,"exact audited lines 262,361; old owner removed; target present",
line_infantry,ai_strategy_technology_trigger,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,line_infantry,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/00_default_strategy.txt,exact audited lines 4318; old owner removed; target present,
line_infantry,scripted_effect_technology_trigger,generate_ezo_military,common/scripted_effects/00_victoria_ep2_scripted_effects.txt,line_infantry,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_effects/00_victoria_ep2_scripted_effects.txt,exact audited lines 2755; old owner removed; target present,
line_infantry,technology_grant_parameter,balkan_war_even_tech,common/scripted_effects/00_chris_scripted_effects.txt,line_infantry,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_effects/00_chris_scripted_effects.txt,exact audited lines 377; old owner removed; target present,
line_infantry,unit_unlock,combat_unit_type_cuirassiers,common/combat_unit_types/00_land_combat_unit_types.txt,line_infantry,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/combat_unit_types/00_land_combat_unit_types.txt,exact audited lines 815; old owner removed; target present,
line_infantry,unit_unlock,combat_unit_type_dragoons,common/combat_unit_types/00_land_combat_unit_types.txt,line_infantry,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/combat_unit_types/00_land_combat_unit_types.txt,exact audited lines 756; old owner removed; target present,
line_infantry,unit_unlock,combat_unit_type_line_infantry,common/combat_unit_types/00_land_combat_unit_types.txt,line_infantry,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/combat_unit_types/00_land_combat_unit_types.txt,exact audited lines 101; old owner removed; target present,
line_infantry,unit_unlock,combat_unit_type_low_tier_marines,common/combat_unit_types/00_land_combat_unit_types.txt,line_infantry,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/combat_unit_types/00_land_combat_unit_types.txt,exact audited lines 971; old owner removed; target present,
mandatory_service,ai_strategy_technology_trigger,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,mandatory_service,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/00_default_strategy.txt,exact audited lines 4248; old owner removed; target present,
mandatory_service,decree_unlock,decree_enlistment_efforts,common/decrees/00_decree.txt,mandatory_service,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/decrees/00_decree.txt,exact audited lines 937; old owner removed; target present,
mandatory_service,direct_modifier,country_general_rank_impact_mult,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,mandatory_service,corps_organization,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/20_tech3a_military.txt;common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact country_general_rank_impact_mult = 0.2; added_to_target=NO_ALREADY_IDENTICAL,
mandatory_service,direct_modifier,state_conscription_rate_mult,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,mandatory_service,corps_organization,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/20_tech3a_military.txt;common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact state_conscription_rate_mult = 0.2; added_to_target=NO_ALREADY_IDENTICAL,
mandatory_service,law_unlock,law_national_militia,common/laws/00_army_model.txt,mandatory_service,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/laws/00_army_model.txt,exact audited lines 209; old owner removed; target present,
mandatory_service,scripted_button_technology_trigger,je_afghan_unification_appeal_to_britain_button,common/scripted_buttons/04_great_game_buttons.txt,mandatory_service,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_buttons/04_great_game_buttons.txt,exact audited lines 178; old owner removed; target present,
mandatory_service,scripted_button_technology_trigger,je_afghan_unification_appeal_to_russia_button,common/scripted_buttons/04_great_game_buttons.txt,mandatory_service,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_buttons/04_great_game_buttons.txt,exact audited lines 19; old owner removed; target present,
manufacturies,decree_unlock,decree_encourage_manufacturing_industry,common/decrees/00_decree.txt,manufacturies,interchangeable_manufacture,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/decrees/00_decree.txt,exact audited lines 579; old owner removed; target present,
manufacturies,event_technology_trigger,dei_breakup.2,events/dei_breakup.txt,manufacturies,interchangeable_manufacture,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/dei_breakup.txt,exact audited lines 75; old owner removed; target present,
mass_communication,scripted_button_technology_trigger,je_the_grand_collapse_issue_khutbah_button,common/scripted_buttons/00_the_grand_collapse_buttons.txt,mass_communication,periodical_print_networks,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_buttons/00_the_grand_collapse_buttons.txt,exact audited lines 58; old owner removed; target present,
mass_communication,scripted_button_technology_trigger,je_tot_slander_button,common/scripted_buttons/05_serbia_buttons.txt,mass_communication,periodical_print_networks,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_buttons/05_serbia_buttons.txt,exact audited lines 16; old owner removed; target present,
mechanized_workshops,none,NONE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,mechanized_workshops,NONE,RETAIN_COMPATIBILITY_ALIAS,COMPATIBILITY_REFERENCE_ALLOWED,NONE,alias definition retained; no active responsibility,
military_drill,character_trait_technology_trigger,basic_defensive_strategist,common/character_traits/skill_traits.txt,military_drill,light_infantry_tactics,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/character_traits/skill_traits.txt,exact audited lines 670; old owner removed; target present,
military_drill,direct_modifier,unit_experience_gain_mult,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,military_drill,light_infantry_tactics,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/20_tech3a_military.txt;common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact unit_experience_gain_mult = 0.05; added_to_target=YES,
military_drill,law_unlock,law_professional_army,common/laws/00_army_model.txt,military_drill,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/laws/00_army_model.txt,exact audited lines 118; old owner removed; target present,
military_drill,law_unlock,law_diplomatic_navy,common/laws/00_navy_model.txt,military_drill,state_dockyard_systems,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/laws/00_navy_model.txt,exact audited lines 145; old owner removed; target present,
military_drill,law_unlock,law_professional_navy,common/laws/00_navy_model.txt,military_drill,state_dockyard_systems,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/laws/00_navy_model.txt,exact audited lines 96; old owner removed; target present,
mysorean_iron_cased_rocketry,none,NONE,common/technology/technologies/20_tech3a_military.txt,mysorean_iron_cased_rocketry,NONE,RETAIN_COMPATIBILITY_ALIAS,COMPATIBILITY_REFERENCE_ALLOWED,NONE,alias definition retained; no active responsibility,
napoleonic_warfare,ai_strategy_technology_trigger,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/00_default_strategy.txt,exact audited lines 4155; old owner removed; target present,
napoleonic_warfare,character_trait_technology_trigger,basic_offensive_planner,common/character_traits/skill_traits.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/character_traits/skill_traits.txt,exact audited lines 590; old owner removed; target present,
napoleonic_warfare,event_technology_trigger,ep2_meiji.9,events/japan_events/ep2_meiji_restoration.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/japan_events/ep2_meiji_restoration.txt,exact audited lines 1052; old owner removed; target present,
napoleonic_warfare,event_technology_trigger,meiji.1,events/meiji_restoration.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/meiji_restoration.txt,"exact audited lines 205,324; old owner removed; target present",
napoleonic_warfare,event_technology_trigger,tanzimat_events.10,events/tanzimat_events.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/tanzimat_events.txt,exact audited lines 1114; old owner removed; target present,
napoleonic_warfare,journal_entry_technology_trigger,je_meiji_army,common/journal_entries/00_meiji_restoration.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/00_meiji_restoration.txt,exact audited lines 275; old owner removed; target present,
napoleonic_warfare,journal_entry_technology_trigger,je_sick_man_army,common/journal_entries/00_sick_man.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/00_sick_man.txt,exact audited lines 401; old owner removed; target present,
napoleonic_warfare,journal_entry_technology_trigger,je_plc_reform_military,common/journal_entries/07_poland_lithuania_mod.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/07_poland_lithuania_mod.txt,exact audited lines 528; old owner removed; target present,
napoleonic_warfare,scripted_effect_technology_trigger,japan_display_add_meiji_reforms,common/scripted_effects/00_victoria_ep2_scripted_effects.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_effects/00_victoria_ep2_scripted_effects.txt,exact audited lines 2563; old owner removed; target present,
napoleonic_warfare,technology_grant_parameter,balkan_war_even_tech,common/scripted_effects/00_chris_scripted_effects.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_effects/00_chris_scripted_effects.txt,exact audited lines 380; old owner removed; target present,
napoleonic_warfare,unit_unlock,combat_unit_type_lancers,common/combat_unit_types/00_land_combat_unit_types.txt,napoleonic_warfare,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/combat_unit_types/00_land_combat_unit_types.txt,exact audited lines 877; old owner removed; target present,
napoleonic_warfare,unit_unlock,combat_unit_type_mobile_artillery,common/combat_unit_types/00_land_combat_unit_types.txt,napoleonic_warfare,horse_artillery,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/combat_unit_types/00_land_combat_unit_types.txt,exact audited lines 471; old owner removed; target present,
navigation,ai_strategy_technology_trigger,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,navigation,marine_chronometry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/00_default_strategy.txt,exact audited lines 4350; old owner removed; target present,
pharmaceuticals,none,NONE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,pharmaceuticals,NONE,RETAIN_COMPATIBILITY_ALIAS,COMPATIBILITY_REFERENCE_ALLOWED,NONE,alias definition retained; no active responsibility,
power_of_the_purse,direct_modifier,country_admiral_rank_impact_mult,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,power_of_the_purse,state_dockyard_systems,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/25_tech3a_naval.txt;common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact country_admiral_rank_impact_mult = 0.25; added_to_target=YES,
power_of_the_purse,journal_entry_technology_trigger,je_brazil_navy,common/journal_entries/02_brazil_navy.txt,power_of_the_purse,state_dockyard_systems,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/02_brazil_navy.txt,exact audited lines 17; old owner removed; target present,
power_of_the_purse,unit_unlock,combat_unit_type_mid_tier_marines,common/combat_unit_types/00_land_combat_unit_types.txt,power_of_the_purse,state_dockyard_systems,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/combat_unit_types/00_land_combat_unit_types.txt,exact audited lines 1003; old owner removed; target present,
psychiatry,direct_modifier,country_diplomatic_play_maneuvers_mult,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,psychiatry,philosophical_pragmatism,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact country_diplomatic_play_maneuvers_mult = 0.25; added_to_target=NO_ALREADY_IDENTICAL,
psychiatry,direct_modifier,country_influence_mult,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,psychiatry,philosophical_pragmatism,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact country_influence_mult = 0.25; added_to_target=NO_ALREADY_IDENTICAL,
psychiatry,direct_modifier,state_bureaucracy_population_base_cost_factor_mult,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,psychiatry,philosophical_pragmatism,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact state_bureaucracy_population_base_cost_factor_mult = -0.05; added_to_target=NO_ALREADY_IDENTICAL,
psychiatry,event_technology_trigger,psychology_events.1,events/psychology_events.txt,psychiatry,psychoanalysis,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/psychology_events.txt,exact audited lines 34; old owner removed; target present,
psychiatry,event_technology_trigger,psychology_events.2,events/psychology_events.txt,psychiatry,psychoanalysis,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/psychology_events.txt,exact audited lines 144; old owner removed; target present,
psychiatry,event_technology_trigger,psychology_events.3,events/psychology_events.txt,psychiatry,psychoanalysis,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/psychology_events.txt,exact audited lines 264; old owner removed; target present,
psychiatry,event_technology_trigger,psychology_events.4,events/psychology_events.txt,psychiatry,psychoanalysis,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/psychology_events.txt,exact audited lines 366; old owner removed; target present,
psychiatry,event_technology_trigger,psychology_events.6,events/psychology_events.txt,psychiatry,psychoanalysis,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/psychology_events.txt,exact audited lines 655; old owner removed; target present,
psychiatry,event_technology_trigger,dt_society_events.1,events/tech_events/society_tech_events.txt,psychiatry,psychoanalysis,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/tech_events/society_tech_events.txt,exact audited lines 412; old owner removed; target present,
psychiatry,journal_entry_technology_trigger,je_positivist_movement,common/journal_entries/02_positivism.txt,psychiatry,philosophical_pragmatism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/02_positivism.txt,exact audited lines 7; old owner removed; target present,
psychiatry,political_movement_technology_trigger,movement_positivist,common/political_movements/00_ideological_movements.txt,psychiatry,philosophical_pragmatism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/political_movements/00_ideological_movements.txt,exact audited lines 5860; old owner removed; target present,
screw_frigate,company_type_technology_trigger,company_sudamericana_de_vapores,common/company_types/00_companies_cots.txt,screw_frigate,iron_hull_construction,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_cots.txt,"exact audited lines 568,585; old owner removed; target present",
screw_frigate,journal_entry_technology_trigger,je_brazil_navy,common/journal_entries/02_brazil_navy.txt,screw_frigate,iron_hull_construction,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/02_brazil_navy.txt,exact audited lines 18; old owner removed; target present,
sericulture,direct_modifier,building_silk_plantation_throughput_add,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,sericulture,selective_breeding,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/10_tech3a_production.txt;common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact building_silk_plantation_throughput_add = 0.25; added_to_target=YES,
standing_army,decree_unlock,decree_violent_suppression,common/decrees/00_decree.txt,standing_army,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/decrees/00_decree.txt,exact audited lines 98; old owner removed; target present,
standing_army,unit_unlock,combat_unit_type_hussars,common/combat_unit_types/00_land_combat_unit_types.txt,standing_army,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/combat_unit_types/00_land_combat_unit_types.txt,exact audited lines 695; old owner removed; target present,
steelworking,company_type_technology_trigger,company_altos_hornos_de_vizcaya,common/company_types/00_companies_europe.txt,steelworking,coke_smelting,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_europe.txt,"exact audited lines 1255,1271; old owner removed; target present",
steelworking,company_type_technology_trigger,company_duro_y_compania,common/company_types/00_companies_europe.txt,steelworking,coke_smelting,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_europe.txt,"exact audited lines 1335,1352; old owner removed; target present",
steelworking,company_type_technology_trigger,company_lilpop,common/company_types/00_companies_europe.txt,steelworking,coke_smelting,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_europe.txt,"exact audited lines 1065,1084; old owner removed; target present",
steelworking,company_type_technology_trigger,company_schneider_creusot,common/company_types/00_companies_france.txt,steelworking,coke_smelting,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_france.txt,"exact audited lines 105,122; old owner removed; target present",
steelworking,company_type_technology_trigger,company_krupp,common/company_types/00_companies_germany.txt,steelworking,coke_smelting,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_germany.txt,"exact audited lines 37,58; old owner removed; target present",
steelworking,company_type_technology_trigger,company_john_brown,common/company_types/00_companies_great_britain.txt,steelworking,coke_smelting,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_great_britain.txt,"exact audited lines 189,207; old owner removed; target present",
triage,journal_entry_technology_trigger,je_war_nursing,common/journal_entries/00_nursing.txt,triage,battlefield_evacuation,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/00_nursing.txt,exact audited lines 7; old owner removed; target present,
triage,technology_grant_parameter,balkan_war_even_tech,common/scripted_effects/00_chris_scripted_effects.txt,triage,battlefield_evacuation,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_effects/00_chris_scripted_effects.txt,exact audited lines 395; old owner removed; target present,
urban_planning,direct_modifier,country_max_weekly_construction_progress_add,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,urban_planning,modern_sewerage,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact country_max_weekly_construction_progress_add = 5; added_to_target=NO_ALREADY_IDENTICAL,
urban_planning,direct_modifier,state_building_construction_sector_max_level_add,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,urban_planning,modern_sewerage,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact state_building_construction_sector_max_level_add = 5; added_to_target=NO_ALREADY_IDENTICAL,
urban_planning,direct_modifier,state_infrastructure_from_population_add,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,urban_planning,modern_sewerage,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact state_infrastructure_from_population_add = 1; added_to_target=NO_ALREADY_IDENTICAL,
urban_planning,direct_modifier,state_infrastructure_from_population_max_add,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,urban_planning,modern_sewerage,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact state_infrastructure_from_population_max_add = 20; added_to_target=NO_ALREADY_IDENTICAL,
urban_planning,event_technology_trigger,cholera.1,events/cholera.txt,urban_planning,modern_sewerage,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/cholera.txt,"exact audited lines 49,78; old owner removed; target present",
urbanization,building_unlock,building_urban_center,common/buildings/06_urban_center.txt,urbanization,paved_roads,NO_CHANGE_PENDING_URBAN_GATE_REVIEW,DEFERRED_URBAN_BUILDING,NONE,current hidden gate intentionally retained,Paved Roads is era 10 and cannot be applied automatically to a fundamental building
urbanization,building_unlock,building_construction_sector,common/buildings/13_construction.txt,urbanization,paved_roads,NO_CHANGE_PENDING_URBAN_GATE_REVIEW,DEFERRED_URBAN_BUILDING,NONE,current hidden gate intentionally retained,Paved Roads is era 10 and cannot be applied automatically to a fundamental building
urbanization,direct_modifier,country_max_weekly_construction_progress_add,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,urbanization,paved_roads,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact country_max_weekly_construction_progress_add = 10; added_to_target=YES,
urbanization,direct_modifier,state_building_construction_sector_max_level_add,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,urbanization,paved_roads,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact state_building_construction_sector_max_level_add = 10; added_to_target=YES,
urbanization,direct_modifier,state_infrastructure_from_population_add,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,urbanization,paved_roads,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact state_infrastructure_from_population_add = 2; added_to_target=YES,
urbanization,direct_modifier,state_infrastructure_from_population_max_add,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,urbanization,paved_roads,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact state_infrastructure_from_population_max_add = 40; added_to_target=YES,
