tier_id,category,current_hidden_tech,current_visible_equivalents,recommended_action,recommended_target,era,reason,affects_how_many_country_setups,human_review_required,notes
effect_starting_technology_tier_3_tech,military,mandatory_service,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 3: Mass-service organization and corps capacity are post-revolutionary rather than a 1776 baseline. Reference date is strictly 1776-01-01.,14,NO,OLD_VANILLA_ROLE=conscription and reserve organization; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,production,manufacturies,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REPLACE_WITH_EARLIER_VISIBLE_TECH,organized_textile_production,era_1,Tier 3: Proto-industrial organized production is appropriate; interchangeable manufacture is not. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=organized proto-industrial production; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,production,manufacturies,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REPLACE_WITH_EARLIER_VISIBLE_TECH,organized_textile_production,era_1,Tier 4: Organized craft and textile production is earlier than interchangeable manufacture. Reference date is strictly 1776-01-01.,209,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=organized proto-industrial production; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_5_tech,production,manufacturies,shaft_mining[era_1],REPLACE_WITH_EARLIER_VISIBLE_TECH,organized_textile_production,era_1,Tier 5: Organized artisanal production is a safer early abstraction. Reference date is strictly 1776-01-01.,62,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=organized proto-industrial production; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,military,military_drill,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,light_infantry_tactics,era_3,Tier 3: The visible era-3 tactics node is the closest period-compatible military practice. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=regular infantry tactics and drill; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,military,military_drill,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,light_infantry_tactics,era_3,Tier 4: The era-3 tactics abstraction is compatible with regular 18th-century forces. Reference date is strictly 1776-01-01.,209,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=regular infantry tactics and drill; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_5_tech,military,military_drill,shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 5: The visible era-3 tactics capacity should be assigned by country at this tier. Reference date is strictly 1776-01-01.,62,NO,OLD_VANILLA_ROLE=regular infantry tactics and drill; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,military,navigation,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 3: Marine chronometry was specialized and a generic tier also contains landlocked countries. Reference date is strictly 1776-01-01.,14,NO,OLD_VANILLA_ROLE=scientific maritime navigation; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,military,navigation,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 4: Marine chronometry and naval navigation are not universal across this tier. Reference date is strictly 1776-01-01.,209,NO,OLD_VANILLA_ROLE=scientific maritime navigation; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_5_tech,military,navigation,shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 5: Marine chronometry is neither universal nor required for every centralized polity. Reference date is strictly 1776-01-01.,62,NO,OLD_VANILLA_ROLE=scientific maritime navigation; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_1_tech,military,power_of_the_purse,atmospheric_engine[era_2];coke_smelting[era_1];commercial_insurance_markets[era_1];distillation[era_1];enclosed_dock_systems[era_1];general_staff[era_6];improved_husbandry[era_1];institutionalized_public_credit[era_1];institutionalized_scientific_exchange[era_1];international_relations[era_1];mechanical_tools[era_5];organized_forestry[era_1];organized_textile_production[era_1];percussion_cap[era_5];periodical_print_networks[era_1];railways[era_6];scientific_fortification_siegecraft[era_1];shaft_mining[era_1];state_dockyard_systems[era_1];stock_exchange[era_1];traditional_food_processing[era_1];traditional_papermaking[era_1],ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,state_dockyard_systems,era_1,"Tier 1: Tier 1 already researches every era-1 node, including state_dockyard_systems. Reference date is strictly 1776-01-01.",1,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=state naval finance and dockyard organization; VISIBLE_TIER_FOLLOWUP=railways:REMOVE_STARTING_GRANT|mechanical_tools:REPLACE_WITH_EARLIER_VISIBLE_TECH|atmospheric_engine:KEEP_CURRENT_VISIBLE_TECH|general_staff:REMOVE_STARTING_GRANT|percussion_cap:REMOVE_STARTING_GRANT
effect_starting_technology_tier_3_tech,production,prospecting,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,applied_mineralogy,era_3,Tier 3: Applied mineralogy is a valid mid-18th-century knowledge capacity for this tier. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=applied mineral knowledge; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,production,prospecting,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 4: Applied mineralogy would overstate a very broad tier; assign it directly where evidenced. Reference date is strictly 1776-01-01.,209,NO,OLD_VANILLA_ROLE=applied mineral knowledge; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,society,rationalism,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,codified_practical_knowledge,era_3,Tier 3: Codified practical knowledge preserves the non-ideological knowledge role. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical knowledge; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,society,rationalism,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,codified_practical_knowledge,era_3,Tier 4: The visible era-3 node preserves practical knowledge without ideological anachronism. Reference date is strictly 1776-01-01.,209,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical knowledge; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_5_tech,society,rationalism,shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,codified_practical_knowledge,era_3,Tier 5: Codified practical knowledge represents established learned and administrative practice. Reference date is strictly 1776-01-01.,62,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=codified practical knowledge; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_1_tech,military,screw_frigate,atmospheric_engine[era_2];coke_smelting[era_1];commercial_insurance_markets[era_1];distillation[era_1];enclosed_dock_systems[era_1];general_staff[era_6];improved_husbandry[era_1];institutionalized_public_credit[era_1];institutionalized_scientific_exchange[era_1];international_relations[era_1];mechanical_tools[era_5];organized_forestry[era_1];organized_textile_production[era_1];percussion_cap[era_5];periodical_print_networks[era_1];railways[era_6];scientific_fortification_siegecraft[era_1];shaft_mining[era_1];state_dockyard_systems[era_1];stock_exchange[era_1];traditional_food_processing[era_1];traditional_papermaking[era_1],REPLACE_WITH_EARLIER_VISIBLE_TECH,scientific_naval_architecture,era_2,Tier 1: Screw propulsion and iron-hull construction are post-1830; scientific naval architecture is the earlier valid abstraction. Reference date is strictly 1776-01-01.,1,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=screw propulsion and iron-hull transition; VISIBLE_TIER_FOLLOWUP=railways:REMOVE_STARTING_GRANT|mechanical_tools:REPLACE_WITH_EARLIER_VISIBLE_TECH|atmospheric_engine:KEEP_CURRENT_VISIBLE_TECH|general_staff:REMOVE_STARTING_GRANT|percussion_cap:REMOVE_STARTING_GRANT
effect_starting_technology_tier_3_tech,military,standing_army,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 3: The era-5 corps successor is not a 1776 blanket capacity. Reference date is strictly 1776-01-01.,14,NO,OLD_VANILLA_ROLE=permanent corps organization; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,military,standing_army,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 4: Corps organization is post-1800 and cannot be a generic 1776 grant. Reference date is strictly 1776-01-01.,209,NO,OLD_VANILLA_ROLE=permanent corps organization; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_5_tech,military,standing_army,shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 5: Corps organization is a later capability. Reference date is strictly 1776-01-01.,62,NO,OLD_VANILLA_ROLE=permanent corps organization; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_6_tech,military,standing_army,,REMOVE_STARTING_GRANT,,,Tier 6: Corps organization is not compatible with the decentralized tier at 1776-01-01. Reference date is strictly 1776-01-01.,114,NO,OLD_VANILLA_ROLE=permanent corps organization; VISIBLE_TIER_FOLLOWUP=
effect_starting_technology_tier_3_tech,production,steelworking,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REPLACE_WITH_EARLIER_VISIBLE_TECH,coke_smelting,era_1,Tier 3: Puddling and rolling postdates the reference date; coke smelting is the earlier visible metallurgy node. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=industrial ferrous metallurgy; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,production,steelworking,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 4: Neither puddling nor a universal coke-smelting capacity is justified across this tier. Reference date is strictly 1776-01-01.,209,NO,OLD_VANILLA_ROLE=industrial ferrous metallurgy; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,society,tech_bureaucracy,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_administrative_statistics,era_2,Tier 3: Era-2 administrative statistics is earlier than central statistical offices and fits a state-capacity tier. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=state statistics and bureaucracy; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,society,tech_bureaucracy,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_administrative_statistics,era_2,Tier 4: Era-2 administrative statistics is a safer centralized-state abstraction than era-5 statistical offices. Reference date is strictly 1776-01-01.,209,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=state statistics and bureaucracy; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_5_tech,society,tech_bureaucracy,shaft_mining[era_1],REPLACE_WITH_EARLIER_VISIBLE_TECH,systematic_administrative_statistics,era_2,Tier 5: A basic era-2 administrative-information capacity is suitable for centralized powers. Reference date is strictly 1776-01-01.,62,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=state statistics and bureaucracy; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,society,urban_planning,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 3: Modern sewerage is far too late and the tier's urbanization alias separately preserves the temporary building gate. Reference date is strictly 1776-01-01.,14,NO,OLD_VANILLA_ROLE=urban administration and sanitation; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,society,urbanization,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],KEEP_HIDDEN_ALIAS_COMPATIBILITY_ONLY,urbanization,era_7,Tier 3: The hidden alias still gates building_urban_center and building_construction_sector. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=NO_COMPATIBILITY_EXCEPTION; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=construction and urban-building compatibility gate; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,society,urbanization,distillation[era_1];international_relations[era_1];shaft_mining[era_1],KEEP_HIDDEN_ALIAS_COMPATIBILITY_ONLY,urbanization,era_7,Tier 4: The alias still gates both deferred urban buildings and therefore is not inert. Reference date is strictly 1776-01-01.,209,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=NO_COMPATIBILITY_EXCEPTION; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=construction and urban-building compatibility gate; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_5_tech,society,urbanization,shaft_mining[era_1],KEEP_HIDDEN_ALIAS_COMPATIBILITY_ONLY,urbanization,era_7,Tier 5: The alias remains the active gate for both deferred urban buildings. Reference date is strictly 1776-01-01.,62,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=NO_COMPATIBILITY_EXCEPTION; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=construction and urban-building compatibility gate; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_6_tech,society,urbanization,,KEEP_HIDDEN_ALIAS_COMPATIBILITY_ONLY,urbanization,era_7,Tier 6: Temporary retention is required solely because two buildings still use this hidden gate. Reference date is strictly 1776-01-01.,114,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=NO_COMPATIBILITY_EXCEPTION; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=construction and urban-building compatibility gate; VISIBLE_TIER_FOLLOWUP=
