tech_id,branch,era,source_status,vanilla_id_preserved,definition_file,localization_key,description_key,icon,ai_weight_status,prerequisites,hard_cross_branch_count,resource_promotion_flag,implementation_status,notes
specialized_technical_academies,Society,III,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,specialized_technical_academies,specialized_technical_academies_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,institutionalized_scientific_exchange,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
veterinary_science,Society,III,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,veterinary_science,veterinary_science_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,institutionalized_scientific_exchange,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
organized_elementary_schooling,Society,III,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,organized_elementary_schooling,organized_elementary_schooling_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
systematic_population_registration,Society,III,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,systematic_population_registration,systematic_population_registration_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,systematic_administrative_statistics,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
medical_degrees,Society,III,RETIME,YES,common/technology/technologies/30_tech3a_society.txt,medical_degrees,medical_degrees_desc,gfx/interface/icons/invention_icons/medical_degrees.dds,PRESENT_SAFE_BASE,institutionalized_scientific_exchange,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
classical_political_economy,Society,IV,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,classical_political_economy,classical_political_economy_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,political_economy,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
constitutional_government,Society,IV,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,constitutional_government,constitutional_government_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,periodical_print_networks,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
human_rights,Society,IV,RETIME,YES,common/technology/technologies/30_tech3a_society.txt,human_rights,human_rights_desc,gfx/interface/icons/invention_icons/human_rights.dds,PRESENT_SAFE_BASE,constitutional_government;periodical_print_networks,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
national_sovereignty,Society,IV,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,national_sovereignty,national_sovereignty_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,constitutional_government;periodical_print_networks,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
organized_reform_movements,Society,IV,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,organized_reform_movements,organized_reform_movements_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,periodical_print_networks;human_rights,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
abolitionist_mobilization,Society,IV,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,abolitionist_mobilization,abolitionist_mobilization_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,organized_reform_movements;human_rights,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
systematic_cadastral_surveying,Society,IV,REWIRE,NO,common/technology/technologies/30_tech3a_society.txt,systematic_cadastral_surveying,systematic_cadastral_surveying_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,systematic_administrative_statistics;turnpike_road_networks,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
systematic_legal_codification,Society,IV,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,systematic_legal_codification,systematic_legal_codification_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,systematic_administrative_statistics,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
scientific_metrology,Society,IV,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,scientific_metrology,scientific_metrology_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,systematic_administrative_statistics;institutionalized_scientific_exchange,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
vaccination,Society,IV,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,vaccination,vaccination_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,variolation_networks,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
polytechnical_education,Society,IV,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,polytechnical_education,polytechnical_education_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,specialized_technical_academies,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
optical_telegraph_networks,Society,IV,KEEP,NO,common/technology/technologies/30_tech3a_society.txt,optical_telegraph_networks,optical_telegraph_networks_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,periodical_print_networks,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
central_statistical_offices,Society,V,KEEP,NO,common/technology/technologies/30_tech3a_society.txt,central_statistical_offices,central_statistical_offices_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,systematic_administrative_statistics;systematic_population_registration,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
organized_immunization_campaigns,Society,V,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,organized_immunization_campaigns,organized_immunization_campaigns_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,vaccination,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
mechanized_printing,Society,V,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,mechanized_printing,mechanized_printing_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,periodical_print_networks;mechanical_tools;rotative_steam_power;continuous_papermaking,3,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
experimental_research_laboratories,Society,V,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,experimental_research_laboratories,experimental_research_laboratories_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,polytechnical_education;institutionalized_scientific_exchange,0,REQUIRED_PRE_1836_PROMOTED_TECH3A,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
specialized_professional_societies,Society,V,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,specialized_professional_societies,specialized_professional_societies_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,specialized_technical_academies;experimental_research_laboratories,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
clinicopathological_medicine,Society,V,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,clinicopathological_medicine,clinicopathological_medicine_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,medical_degrees;experimental_research_laboratories,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
active_principle_pharmacy,Society,V,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,active_principle_pharmacy,active_principle_pharmacy_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,experimental_research_laboratories;industrial_acids,1,KEEP_DEFERRED,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
postal_savings,Society,V,RETIME,YES,common/technology/technologies/30_tech3a_society.txt,postal_savings,postal_savings_desc,gfx/interface/icons/invention_icons/postal_savings.dds,PRESENT_SAFE_BASE,institutionalized_public_credit,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
professional_civil_policing,Society,VI,RETIME,NO,common/technology/technologies/30_tech3a_society.txt,professional_civil_policing,professional_civil_policing_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,systematic_legal_codification;systematic_administrative_statistics,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
mass_circulation_press,Society,VI,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,mass_circulation_press,mass_circulation_press_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,mechanized_printing;organized_elementary_schooling,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
liberal_constitutionalism,Society,VI,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,liberal_constitutionalism,liberal_constitutionalism_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,constitutional_government;human_rights;classical_political_economy,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
labor_movement,Society,VI,RETIME,YES,common/technology/technologies/30_tech3a_society.txt,labor_movement,labor_movement_desc,gfx/interface/icons/invention_icons/labor_movement.dds,PRESENT_SAFE_BASE,organized_reform_movements,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
early_socialism_cooperativism,Society,VI,RETIME,NO,common/technology/technologies/30_tech3a_society.txt,early_socialism_cooperativism,early_socialism_cooperativism_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,organized_reform_movements;classical_political_economy,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
