Technology_ID,Category,Current_Era,Proposed_Era,Decision,Reason,Parent_Max_Era,Child_Min_Era,Unlock_Context,Start_Distribution_Impact
railways,production,era_6,era_6,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_8,mobilization_options:mobilization_option_rail_transport;production_methods:pm_diesel_trains;production_methods:pm_diesel_trains_principle_transport_3;production_methods:pm_early_trains;production_methods:pm_electric_trains;production_methods:pm_electric_trains_principle_transport_3;production_methods:pm_public_trams;production_methods:pm_rail_transport_building_logging_camp;production_methods:pm_rail_transport_building_oil_rig;production_methods:pm_rail_transport_mine;production_methods:pm_steam_rail_transport;production_methods:pm_steam_rail_transport_building_rubber_plantation;production_methods:pm_steam_trains;production_methods:pm_steam_trains_principle_transport_3;production_methods:pm_steel_passenger_carriages;production_methods:pm_wooden_passenger_carriages,NONE
baking_powder,production,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,LEAF_OR_ALIAS,production_methods:pm_baking_powder;production_methods:pm_refined_spiced_food_preparations,NONE
bessemer_process,production,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,era_8,production_methods:pm_bessemer_process;production_methods:pm_thomas_process,NONE
mechanized_farming,production,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_4,era_11,production_methods:pm_intensive_grazing_ranch;production_methods:pm_mechanized_slaughtering;production_methods:pm_tractors,NONE
nitroglycerin,production,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_2,era_8,buildings:building_explosives_factory;production_methods:pm_ammonia-soda_process;production_methods:pm_brine_electrolysis;production_methods:pm_nitroglycerin_building_coal_mine;production_methods:pm_nitroglycerin_building_copper_mine;production_methods:pm_nitroglycerin_building_gold_mine;production_methods:pm_nitroglycerin_building_iron_mine;production_methods:pm_nitroglycerin_building_lead_mine;production_methods:pm_nitroglycerin_building_phosphate_mine;production_methods:pm_nitroglycerin_building_salt_mine;production_methods:pm_nitroglycerin_building_sulfur_mine;production_methods:pm_solvay_process_building_chemical_works,NONE
portland_cement,production,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,era_8,production_methods:pm_portland_cement_process,NONE
rubber_mastication,production,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,era_8,buildings:building_rubber_plantation;production_methods:pm_steam_rail_transport_building_rubber_plantation,NONE
watertube_boiler,production,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_8,production_methods:pm_steam_trawlers;production_methods:pm_steam_whaling_ships;production_methods:pm_watertube_boiler_building_furniture_manufactory;production_methods:pm_watertube_boiler_building_motor_industry;production_methods:pm_watertube_boiler_building_paper_mill;production_methods:pm_watertube_boiler_building_steel_mill;production_methods:pm_watertube_boiler_building_tooling_workshop;ship_modifications:ship_mod_frigate_propulsion_high;ship_modifications:ship_mod_ship_of_the_line_propulsion_high,NONE
aniline,production,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,era_10,buildings:building_synthetics_plant;production_methods:pm_synthetic_pharmaceuticals,NONE
dynamite,production,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,LEAF_OR_ALIAS,production_methods:pm_dynamite_building_coal_mine;production_methods:pm_dynamite_building_copper_mine;production_methods:pm_dynamite_building_gold_mine;production_methods:pm_dynamite_building_iron_mine;production_methods:pm_dynamite_building_lead_mine;production_methods:pm_dynamite_building_phosphate_mine;production_methods:pm_dynamite_building_salt_mine;production_methods:pm_dynamite_building_sulfur_mine;production_methods:pm_explosive_shells;production_methods:pm_vacuum_evaporation,NONE
improved_fertilizer,production,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_3,era_11,buildings:building_chemical_plant;production_methods:pm_fertilization;production_methods:pm_fertilization_building_rice_farm;production_methods:pm_improved_fertilizer;production_methods:pm_sugar_beets,NONE
open_hearth_process,production,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,era_10,production_methods:pm_open_hearth_process,NONE
reinforced_concrete,production,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,LEAF_OR_ALIAS,buildings:building_kaiserforum_1;buildings:building_manila_cathedral_monument;buildings:building_sagrada_familia_cathedral_1,NONE
rotary_valve_engine,production,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,era_9,production_methods:pm_rotary_valve_engine_building_arms_industry;production_methods:pm_rotary_valve_engine_building_furniture_manufactory;production_methods:pm_rotary_valve_engine_building_motor_industry;production_methods:pm_rotary_valve_engine_building_munition_plant;production_methods:pm_rotary_valve_engine_building_paper_mill;production_methods:pm_rotary_valve_engine_building_steel_mill;production_methods:pm_rotary_valve_engine_building_tooling_workshop,NONE
shift_work,production,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,era_10,STRUCTURAL_OR_MODIFIER_ONLY,NONE
steel_railway_cars,production,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,era_10,production_methods:pm_steam_trains;production_methods:pm_steam_trains_principle_transport_3;production_methods:pm_steel_passenger_carriages;production_methods:pm_tanker_cars,NONE
vacuum_canning,production,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,era_10,production_methods:pm_vacuum_canning;production_methods:pm_vacuum_canning_principle_3,NONE
vulcanization,production,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,era_10,production_methods:pm_elastics;production_methods:pm_rubber_grips,NONE
combustion_engine,production,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,era_10,buildings:building_automotive_industry;mobilization_options:mobilization_option_motorized_recon;mobilization_options:mobilization_option_truck_transport;production_methods:pm_aeroplane_production;production_methods:pm_all_metal_aircraft;production_methods:pm_assembly_lines_building_automotive_industry;production_methods:pm_automobile_production;production_methods:pm_chainsaws;production_methods:pm_combustion_derricks;production_methods:pm_public_motor_carriages;production_methods:pm_scientific_management_automotive_industry,NONE
electrical_capacitors,production,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,era_10,production_methods:pm_automatic_power_looms;production_methods:pm_brine_electrolysis;production_methods:pm_brine_electrolysis_building_chemical_works;production_methods:pm_electric_mine_ventilation;production_methods:pm_electric_sewing_machines;production_methods:pm_electrical_precision_machinery;production_methods:pm_tabulating_offices;production_methods:pm_unit_electric_drive_building_glassworks;production_methods:pm_unit_electric_drive_building_motor_industry;production_methods:pm_unit_electric_drive_building_paper_mill;production_methods:pm_unit_electric_drive_building_steel_mill;production_methods:pm_unit_electric_drive_building_tooling_workshop,NONE
electrical_generation,production,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,era_9,buildings:building_power_plant;production_methods:pm_coal-fired_plant;production_methods:pm_electric_fencing;production_methods:pm_electric_saw_mills;production_methods:pm_electric_streetlights,NONE
pumpjacks,production,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,LEAF_OR_ALIAS,buildings:building_oil_rig;production_methods:pm_combustion_derricks;production_methods:pm_rail_transport_building_oil_rig;production_methods:pm_tanker_cars,NONE
steam_donkey,production,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,era_9,production_methods:pm_steam_donkey_building_coal_mine;production_methods:pm_steam_donkey_building_logging_camp;production_methods:pm_steam_donkey_mine,NONE
telephone,production,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,era_11,buildings:building_electrics_industry;production_methods:pm_scientific_management_electrics_industry,NONE
aluminium_metallurgy,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,LEAF_OR_ALIAS,buildings:building_non_ferrous_metallurgy_works;production_methods:pm_all_metal_aircraft;production_methods:pm_aluminium_conductors_building_power_plant;production_methods:pm_hall_heroult_process,NONE
art_silk,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,era_10,production_methods:pm_rayon,NONE
automatic_bottle_blowers,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,LEAF_OR_ALIAS,production_methods:pm_automatic_bottle_blowers,NONE
conveyors,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,era_12,production_methods:pm_assembly_lines_building_arms_industry;production_methods:pm_assembly_lines_building_automotive_industry;production_methods:pm_assembly_lines_building_furniture_manufactory;production_methods:pm_assembly_lines_building_motor_industry;production_methods:pm_assembly_lines_building_munition_plant;production_methods:pm_assembly_lines_building_tooling_workshop,NONE
electric_arc_process,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,era_11,production_methods:pm_electric_arc_process,NONE
electric_railway,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,LEAF_OR_ALIAS,production_methods:pm_electric_engines;production_methods:pm_electric_trains;production_methods:pm_electric_trains_principle_transport_3;production_methods:pm_log_carts;production_methods:pm_refrigerated_rail_cars_building_fishing_wharf;production_methods:pm_refrigerated_rail_cars_building_livestock_ranch;production_methods:pm_refrigerated_rail_cars_building_whaling_station,NONE
pasteurization,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,era_12,production_methods:pm_refrigerated_storage_building_fishing_wharf;production_methods:pm_refrigerated_storage_building_livestock_ranch;production_methods:pm_refrigerated_storage_building_whaling_station,NONE
paved_roads,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,LEAF_OR_ALIAS,production_methods:pm_paved_road_network,NONE
plastics,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_10,LEAF_OR_ALIAS,production_methods:pm_houseware_plastics;production_methods:pm_thermal_catalytic_cracking_refinery,NONE
pneumatic_tools,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,LEAF_OR_ALIAS,buildings:building_cristo_redentor;buildings:building_gran_teatro_de_la_habana,NONE
steam_turbine,production,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,era_12,production_methods:pm_coal-fired_plant,NONE
arc_welding,production,era_11,era_11,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_10,LEAF_OR_ALIAS,production_methods:pm_arc_welded_buildings;production_methods:pm_arc_welding_shipbuilding;production_methods:pm_military_shipbuilding_steam_2,NONE
compression_ignition,production,era_11,era_11,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,LEAF_OR_ALIAS,production_methods:pm_compression_ignition_tractors;production_methods:pm_diesel_engines;production_methods:pm_diesel_pump_building_coal_mine;production_methods:pm_diesel_pump_building_copper_mine;production_methods:pm_diesel_pump_building_gold_mine;production_methods:pm_diesel_pump_building_iron_mine;production_methods:pm_diesel_pump_building_lead_mine;production_methods:pm_diesel_pump_building_phosphate_mine;production_methods:pm_diesel_pump_building_salt_mine;production_methods:pm_diesel_pump_building_sulfur_mine;production_methods:pm_diesel_trains;production_methods:pm_diesel_trains_principle_transport_3;production_methods:pm_mass_automobile_production,NONE
nitrogen_fixation,production,era_11,era_11,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,LEAF_OR_ALIAS,production_methods:pm_chemical_fertilizer;production_methods:pm_chemical_fertilizer_building_rice_farm;production_methods:pm_nitrogen_fixation,NONE
radio,production,era_11,era_11,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,LEAF_OR_ALIAS,production_methods:pm_radios,NONE
dough_rollers,production,era_12,era_12,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_10,LEAF_OR_ALIAS,production_methods:pm_automated_bakery,NONE
flash_freezing,production,era_12,era_12,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_10,LEAF_OR_ALIAS,production_methods:pm_flash_freezing_building_fishing_wharf;production_methods:pm_flash_freezing_building_whaling_station,NONE
oil_turbine,production,era_12,era_12,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_10,LEAF_OR_ALIAS,production_methods:pm_oil-fired_plant,NONE
institutionalized_public_credit,society,era_1,era_1,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_5,diplomatic_actions:fund_lobbies,NONE
institutionalized_scientific_exchange,society,era_1,era_1,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",ROOT_OR_ALIAS,era_3,laws:law_freedom_of_conscience,NONE
international_relations,society,era_1,era_1,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",ROOT_OR_ALIAS,era_4,diplomatic_actions:rivalry,NONE
organized_financial_institutions,society,era_1,era_1,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",ROOT_OR_ALIAS,era_1,STRUCTURAL_OR_MODIFIER_ONLY,NONE
periodical_print_networks,society,era_1,era_1,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",ROOT_OR_ALIAS,era_4,laws:law_censorship;laws:law_religious_schools,NONE
codified_practical_knowledge,society,era_2,era_2,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",ROOT_OR_ALIAS,era_3,STRUCTURAL_OR_MODIFIER_ONLY,NONE
commercial_insurance_markets,society,era_2,era_2,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_6,diplomatic_actions:embargo;laws:law_mercantilism;laws:law_mercantilism_navigation_acts,NONE
stock_exchange,society,era_2,era_2,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_9,STRUCTURAL_OR_MODIFIER_ONLY,NONE
systematic_administrative_statistics,society,era_2,era_2,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",ROOT_OR_ALIAS,era_3,buildings:building_government_administration;decrees:decree_emergency_relief;decrees:decree_road_maintenance,NONE
variolation_networks,society,era_2,era_2,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",ROOT_OR_ALIAS,era_4,STRUCTURAL_OR_MODIFIER_ONLY,NONE
medical_degrees,society,era_3,era_3,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_2,era_4,laws:law_charitable_health_system,NONE
organized_elementary_schooling,society,era_3,era_3,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_2,era_6,laws:law_private_schools,NONE
political_economy,society,era_3,era_3,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_2,era_4,laws:law_protectionism,NONE
specialized_technical_academies,society,era_3,era_3,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_4,buildings:building_university,NONE
systematic_population_registration,society,era_3,era_3,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_2,era_4,laws:law_per_capita_based_taxation;production_methods:pm_horizontal_drawer_cabinets,NONE
veterinary_science,society,era_3,era_3,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_5,STRUCTURAL_OR_MODIFIER_ONLY,NONE
classical_political_economy,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_3,era_5,laws:law_free_trade;laws:law_interventionism,NONE
colonization,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_8,buildings:building_suez_canal;laws:law_colonial_exploitation;laws:law_colonial_resettlement;laws:law_extraction_economy;laws:law_frontier_colonization,NONE
constitutional_government,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_4,laws:law_census_voting;laws:law_debt_slavery;laws:law_landed_voting;laws:law_parliamentary_republic;laws:law_poor_laws;laws:law_presidential_republic;laws:law_racial_segregation;laws:law_wealth_voting,NONE
human_rights,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_4,era_5,laws:law_colonial_slavery;laws:law_cultural_exclusion;laws:law_protected_speech;laws:law_regulatory_bodies;laws:law_restricted_child_labor;laws:law_wage_subsidies,NONE
national_sovereignty,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_4,era_7,STRUCTURAL_OR_MODIFIER_ONLY,NONE
optical_telegraph_networks,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,LEAF_OR_ALIAS,STRUCTURAL_OR_MODIFIER_ONLY,NONE
polytechnical_education,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_3,era_5,production_methods:pm_philosophy_department,NONE
scientific_metrology,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_2,era_5,STRUCTURAL_OR_MODIFIER_ONLY,NONE
systematic_cadastral_surveying,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_2,LEAF_OR_ALIAS,STRUCTURAL_OR_MODIFIER_ONLY,NONE
systematic_legal_codification,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_2,era_6,STRUCTURAL_OR_MODIFIER_ONLY,NONE
vaccination,society,era_4,era_4,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_3,era_6,STRUCTURAL_OR_MODIFIER_ONLY,NONE
abolitionist_mobilization,society,era_5,era_5,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_8,laws:law_slavery_banned,NONE
active_principle_pharmacy,society,era_5,era_5,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_6,laws:law_private_health_insurance;production_methods:pm_standardized_pharmaceuticals,NONE
central_statistical_offices,society,era_5,era_5,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_3,era_8,laws:law_technocracy;production_methods:pm_tabulating_offices;production_methods:pm_vertical_filing_cabinets,NONE
clinicopathological_medicine,society,era_5,era_5,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_10,STRUCTURAL_OR_MODIFIER_ONLY,NONE
experimental_research_laboratories,society,era_5,era_5,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_4,era_5,STRUCTURAL_OR_MODIFIER_ONLY,NONE
liberal_constitutionalism,society,era_5,era_5,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_4,era_6,laws:law_total_separation;laws:law_universal_suffrage,NONE
mechanized_printing,society,era_5,era_5,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_6,production_methods:pm_mechanized_typesetting,NONE
organized_reform_movements,society,era_5,era_5,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_4,era_5,laws:law_legacy_slavery,NONE
postal_savings,society,era_5,era_5,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_6,STRUCTURAL_OR_MODIFIER_ONLY,NONE
specialized_professional_societies,society,era_5,era_5,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_11,production_methods:pm_professional_faculties,NONE
early_socialism_cooperativism,society,era_6,era_6,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_7,laws:law_proportional_taxation,NONE
joint_stock_companies,society,era_6,era_6,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_8,laws:law_laissez_faire,NONE
labor_movement,society,era_6,era_6,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_7,laws:law_compulsory_primary_school;laws:law_old_age_pension;laws:law_worker_protections,NONE
mass_circulation_press,society,era_6,era_6,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_10,laws:law_public_schools;production_methods:pm_rotary_press,NONE
organized_immunization_campaigns,society,era_6,era_6,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_8,laws:law_public_health_insurance,NONE
professional_civil_policing,society,era_6,era_6,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_4,era_8,laws:law_dedicated_police;laws:law_local_police;laws:law_national_guard;laws:law_secret_police;laws:law_shinsengumi,NONE
anarchism,society,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,LEAF_OR_ALIAS,laws:law_anarchy,NONE
camera,society,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,era_10,production_methods:pm_photographic_art,NONE
nationalism,society,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_4,era_8,decrees:decree_promote_national_values;diplomatic_actions:support_separatism;laws:law_national_supremacy,NONE
quinine,society,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_8,STRUCTURAL_OR_MODIFIER_ONLY,NONE
realism,society,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,LEAF_OR_ALIAS,production_methods:pm_bourgeoisie_patronage;production_methods:pm_independent_artists;production_methods:pm_realist_art,NONE
romanticism,society,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_7,buildings:building_art_academy;decrees:decree_greener_grass_campaign;laws:law_agrarianism;laws:law_industry_banned,NONE
socialism,society,era_7,era_7,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,LEAF_OR_ALIAS,laws:law_collectivized_agriculture;laws:law_council_republic;laws:law_factory_councils;laws:law_graduated_taxation;laws:law_state_atheism,NONE
civilizing_mission,society,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,era_10,buildings:building_panama_canal;decrees:decree_establish_missions,NONE
feminism,society,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_4,era_9,laws:law_women_in_the_workplace;laws:law_womens_suffrage,NONE
identification_documents,society,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,era_11,STRUCTURAL_OR_MODIFIER_ONLY,NONE
modern_sewerage,society,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,era_9,STRUCTURAL_OR_MODIFIER_ONLY,NONE
mutual_funds,society,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,era_9,laws:law_commercialized_agriculture;production_methods:pm_financial_district_publicly_traded,NONE
organized_sports,society,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,era_11,STRUCTURAL_OR_MODIFIER_ONLY,NONE
pan-nationalism,society,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,era_10,laws:law_ethnostate,NONE
philosophical_pragmatism,society,era_8,era_8,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,era_11,STRUCTURAL_OR_MODIFIER_ONLY,NONE
corporatism,society,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,LEAF_OR_ALIAS,laws:law_corporate_state;laws:law_corporatized_unions;laws:law_social_monarchy,NONE
egalitarianism,society,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,LEAF_OR_ALIAS,laws:law_multicultural,NONE
elevator,society,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,LEAF_OR_ALIAS,production_methods:pm_arcades,NONE
investment_banks,society,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,era_9,STRUCTURAL_OR_MODIFIER_ONLY,NONE
steel_frame_buildings,society,era_9,era_9,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,era_9,buildings:building_eiffel_tower;buildings:building_estacion_de_madrid_atocha;buildings:building_statue_of_liberty;buildings:building_victoria_terminus;production_methods:pm_covered_markets;production_methods:pm_steel_frame_buildings,NONE
corporate_management,society,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,era_12,production_methods:pm_scientific_management;production_methods:pm_scientific_management_automotive_industry;production_methods:pm_scientific_management_electrics_industry,NONE
film,society,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_7,era_11,production_methods:pm_film_art,NONE
international_exchange_standards,society,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_1,era_12,STRUCTURAL_OR_MODIFIER_ONLY,NONE
malaria_prevention,society,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,era_12,STRUCTURAL_OR_MODIFIER_ONLY,NONE
multilateral_alliances,society,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,LEAF_OR_ALIAS,STRUCTURAL_OR_MODIFIER_ONLY,NONE
political_agitation,society,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_6,era_11,laws:law_outlawed_dissent;laws:law_single_party_state,NONE
psychoanalysis,society,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,LEAF_OR_ALIAS,STRUCTURAL_OR_MODIFIER_ONLY,NONE
zeppelins,society,era_10,era_10,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_9,LEAF_OR_ALIAS,production_methods:pm_airship_mooring_post,NONE
analytical_philosophy,society,era_11,era_11,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,LEAF_OR_ALIAS,production_methods:pm_analytical_philosophy_department,NONE
behaviorism,society,era_11,era_11,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,LEAF_OR_ALIAS,STRUCTURAL_OR_MODIFIER_ONLY,NONE
central_planning,society,era_11,era_11,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_8,era_12,laws:law_command_economy;production_methods:pm_switch_boards,NONE
mass_propaganda,society,era_11,era_11,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_10,LEAF_OR_ALIAS,STRUCTURAL_OR_MODIFIER_ONLY,NONE
antibiotics,society,era_12,era_12,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_10,LEAF_OR_ALIAS,production_methods:pm_antibiotic_mass_production,NONE
macroeconomics,society,era_12,era_12,ERA_OK,"No negative parent edge; current depth, unlock package and anticipation cost are coherent.",era_5,LEAF_OR_ALIAS,STRUCTURAL_OR_MODIFIER_ONLY,NONE
