TAG,Country,Region,Subregion,Current_Tier,Tier_Action,Recommended_Tier,Technology_ID,Current_Status,Decision,Confidence,Historical_Status,Synthesis_Action,Synthesis_Note,Prerequisite_Note,Gameplay_Note,Reason,Source_1,Source_2,Research_Source
BAL,Bali,Southeast Asia,Bali,tier_5,KEEP_TIER,,organized_textile_production,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_craftsman_sewing, bâtiment:building_textile_mill",Le tissage et la production textile artisanale/proto-industrielle sont établis dans la région; le nœud n'implique pas la mécanisation britannique.,https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/civilization-on-loan-the-making-of-an-upstart-polity-mataram-and-its-successors-16001830/85009FD66852BA85AC132F193587B886,https://www.jstor.org/stable/jj.33506918.18,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
BAL,Bali,Southeast Asia,Bali,tier_5,KEEP_TIER,,shaft_mining,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks: bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry","Des extractions minières existent dans plusieurs parties de la région, mais le nœud débloque simultanément charbon, cuivre, fer, plomb, sel, soufre, etc. Les preuves disponibles ne suffisent pas à transformer une extraction locale/alluviale en capacité générale de shaft mining.",https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/civilization-on-loan-the-making-of-an-upstart-polity-mataram-and-its-successors-16001830/85009FD66852BA85AC132F193587B886,https://www.jstor.org/stable/jj.33506918.18,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
BAL,Bali,Southeast Asia,Bali,tier_5,KEEP_TIER,,systematic_administrative_statistics,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance | Modifier: yes: country_institution_home_affairs_max_investment_add, state_incorporation_speed_mult, state_tax_capacity_add","Les mécanismes fiscaux et administratifs de la cour/polité rendent le nœud plausible comme abstraction, avec une couverture souvent inégale.",https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/civilization-on-loan-the-making-of-an-upstart-polity-mataram-and-its-successors-16001830/85009FD66852BA85AC132F193587B886,https://www.jstor.org/stable/jj.33506918.18,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
BAL,Bali,Southeast Asia,Bali,tier_5,KEEP_TIER,,urbanization,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_construction_sector, bâtiment:building_urban_center","La présence de villes de cour, ports ou centres marchands justifie le socle urbain; le nœud est une abstraction de construction/urban center, pas un taux d'urbanisation européen.",https://www.cambridge.org/core/journals/modern-asian-studies/article/abs/civilization-on-loan-the-making-of-an-upstart-polity-mataram-and-its-successors-16001830/85009FD66852BA85AC132F193587B886,https://www.jstor.org/stable/jj.33506918.18,TECH_START_1776_EAST_ASIA_SE_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,codified_practical_knowledge,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,Do not auto-add institutionalized_scientific_exchange or periodical_print_networks; the tree compresses different knowledge traditions.,"Abstract knowledge-codification node. Missing scientific/periodical parents should not be auto-granted where manuscript, court and artisanal knowledge systems suffice historically.","Court, revenue, legal and artisanal knowledge systems justify the abstract node without implying the European print/scientific institutions used as its game-tree parents.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,distillation,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Pot-still and food-preparation methods; broadly compatible with established distillation traditions.,Traditional distillation and processed-food practices are compatible with this low-level production node.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Broad agricultural/livestock improvement node; interpreted generously for established intensive agrarian systems.,Established agrarian systems make the broad husbandry node plausible; this is not a claim of European agricultural-revolution techniques.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Abstract state diplomatic capacity, not a claim of European-style foreign ministry.","The polity participated in regional diplomacy, tribute, alliance, warfare or long-distance political-commercial relations; the node is treated as an abstract diplomatic capacity.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,light_infantry_tactics,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,regulated_small_arms is the game parent; do not add/remove solely to make the graph visually complete.,Represents an emergent standardized light-infantry tactical system; modifier to unit experience gain.,The generic tier projects standardized light-infantry doctrine too broadly; local forces could be effective without this specific frontier system.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,organized_textile_production,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks textile mill/craftsman sewing; compatible with large proto-industrial hand production.,"South Asian cotton, silk, wool and mixed textile production was deeply developed and often proto-industrial; the node is appropriate so long as it is not read as mechanized spinning/weaving.",https://www.cambridge.org/core/journals/modern-asian-studies/article/from-negotiation-to-coercion-textile-manufacturing-in-india-in-the-eighteenth-century/9ECA84ADA531FC112E225221E773267D,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,regulated_small_arms,TIER,REMOVE,MEDIUM,ABSENT,REMOVE,Regional recommendation accepted.,"scientific_fortification_siegecraft is the game parent; assess it historically, not as an automatic prerequisite repair.","Unlocks the arms industry and artillery foundry; requires a regulated/organized arms-production capability, not merely possession of firearms.",Possession of matchlocks or artillery is not enough to establish the regulated arms-industry capability represented by this node in 1776.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,shaft_mining,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,Unlocks the game mine suite; requires organized deep/shaft extraction beyond generic quarrying or artisanal mining.,"Documented metallurgy or mineral extraction existed, but the gameplay node unlocks a broad suite of organized shaft mines; equivalence is uncertain.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,standardized_field_artillery,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,regulated_small_arms is the game parent; do not add/remove solely to make the graph visually complete.,Unlocks cannon field-artillery PM; stronger claim than simply owning guns.,Owning cannon or siege guns does not establish the standardized field-artillery organization implied by this frontier node.,https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,systematic_administrative_statistics,TIER,REVIEW,LOW,ABSTRACT,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks government administration/tax capacity; treated as an abstraction for durable revenue-record bureaucracies, not modern statistical offices.","Some court/revenue administration existed, but evidence is insufficient to equate it confidently with the durable tax-record bureaucracy represented by this gameplay node.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAS,Bastar,South Asia,Central India,tier_4,REPLACE_WITH_EXPLICIT_SETUP,,urbanization,TIER,REVIEW,LOW,ABSTRACT,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Unlocks construction sector and urban centre; interpreted as meaningful court/market urbanism, not population density alone.","Court or market centres existed, but the game node also unlocks a construction-sector/urban-centre system; local equivalence at start is uncertain.",https://www.cambridge.org/core/books/abs/indian-princes-and-their-states/princely-states-prior-to-1800/8205D5368645057EA899F9AEAF323BF5,https://www.cambridge.org/core/books/abs/cambridge-economic-history-of-india/mideighteenthcentury-background/364CC8EA015BAFBE8B0A2EEDAA0FD3C5,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,codified_practical_knowledge,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,"Missing game-tree prerequisite(s): institutionalized_scientific_exchange, periodical_print_networks. Do not auto-add them solely to close the tree; treat as historical/tree abstraction unless independently justified.",Audit flag: NO_DIRECT_GAMEPLAY_UNLOCK,"The node is a broad, no-direct-unlock abstraction for codified administrative/practical knowledge. Literate state/corporate practice is plausible, but its missing print/scientific-exchange parents should not be granted automatically.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,distillation,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_pot_stills, PM:pm_spiced_food_preparations",Pot-still distillation and related artisanal food processing were long-established before 1776; the node does not require later fractional/industrial distillation.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,improved_husbandry,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_banana_plantation, bâtiment:building_coffee_plantation, bâtiment:building_dye_plantation, bâtiment:building_livestock_ranch, bâtiment:building_maize_farm, bâtiment:building_millet_farm, bâtiment:building_opium_plantation, bâtiment:building_rice_farm, bâtiment:building_rye_farm, bâtiment:building_silk_plantation, bâtiment:building_spice_plantation, bâtiment:building_sugar_plantation, bâtiment:building_tea_plantation, bâtiment:building_tobacco_plantation, bâtiment:building_vineyard, bâtiment:building_wheat_farm, décret:decree_encourage_agricultural_industry",The gameplay node is the pre-mechanized agricultural base and farm/livestock organization. It is compatible with eighteenth-century agriculture; later tools and crop innovations remain separate frontier nodes.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,international_relations,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Audit flag: NO_DIRECT_GAMEPLAY_UNLOCK,The polity participated in an eighteenth-century diplomatic order. The node has no direct gameplay unlock and does not imply modern international institutions.,https://www.cambridge.org/core/journals/central-european-history/article/abs/international-migration-germany-in-the-eighteenth-century/5D623136C2A329946EBC9B4607F2D208,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,light_infantry_tactics,TIER,KEEP,MEDIUM,FRONTIER,KEEP_PRESENT,Regional recommendation accepted.,Prerequisite(s) satisfied in the recommended setup: regulated_small_arms.,Modifier: yes: unit_experience_gain_mult,"Professional armies in this polity/region used differentiated infantry and specialist formations by the mid-eighteenth century; the node is retained as a frontier military practice, not a universal tactical superiority claim.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,organized_textile_production,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: PM:pm_craftsman_sewing, bâtiment:building_textile_mill","Urban and rural textile crafts/manufactures were established in the region before 1776; this node represents proto-industrial organization, not factory mechanization.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,regulated_small_arms,TIER,KEEP,MEDIUM,SECTORAL,KEEP_PRESENT,Regional recommendation accepted.,Missing game-tree prerequisite(s): scientific_fortification_siegecraft. Do not auto-add them solely to close the tree; treat as historical/tree abstraction unless independently justified.,"Unlocks: bâtiment:building_arms_industry, bâtiment:building_artillery_foundry",Standing military establishments and/or specialized artillery/arms institutions support regulated military supply. The missing fortification parent is handled separately rather than auto-granted.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,shaft_mining,TIER,KEEP,MEDIUM,SECTORAL,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_coal_mine, bâtiment:building_copper_mine, bâtiment:building_iron_mine, bâtiment:building_lead_mine, bâtiment:building_limestone_quarry, bâtiment:building_salt_mine, bâtiment:building_sulfur_mine, décret:decree_encourage_resource_industry","Mining/quarrying capacity is plausible and locally important, but not uniformly distributed across the polity; retain as a sectoral capability rather than a general level claim.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,standardized_field_artillery,TIER,KEEP,MEDIUM,FRONTIER,KEEP_PRESENT,Regional recommendation accepted.,Prerequisite(s) satisfied in the recommended setup: regulated_small_arms.,Unlocks: PM:pm_cannons,"A standing army and eighteenth-century military culture make organized field artillery plausible, but evidence is weaker than for Prussia/Austria/Piedmont/Naples/Venice.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,systematic_administrative_statistics,TIER,KEEP,MEDIUM,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_government_administration, décret:decree_emergency_relief, décret:decree_road_maintenance | Modifier: yes: country_institution_home_affairs_max_investment_add, state_incorporation_speed_mult, state_tax_capacity_add","The polity had fiscal/administrative record systems, but the scale of “state statistics” varied sharply. Keep the gameplay administration access without reading it as Prussian/Austrian-level bureaucracy.",https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BAV,Bavaria,Central Europe / German world / Italy,Bavaria,tier_4,KEEP_TIER,,urbanization,TIER,KEEP,HIGH,ABSTRACT,KEEP_PRESENT,Regional recommendation accepted.,,"Unlocks: bâtiment:building_construction_sector, bâtiment:building_urban_center | Audit flag: COMPATIBILITY_EXCEPTION",The attached technology audit identifies this as a compatibility alias that unlocks basic construction/urban-center gameplay. Keeping it is not a historical claim that the polity had nineteenth-century urbanization.,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-growth-in-germany-15001850/3FB21F575B6056CE6BCFF04C97FC1E49,https://www.cambridge.org/core/books/abs/cultures-of-power-in-europe-during-the-long-eighteenth-century/military-culture-in-the-reich-c-16801806/F52FD6774258813E7A482606C91377B9,TECH_START_1776_CENTRAL_EUROPE_GERMAN_ITALY_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,atmospheric_engine,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,,Mine-pumping steam engine; does not follow from mining alone.,No locally deployed Newcomen-type mine-pumping engine is evidenced in Dutch Ceylon by 1776.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,coke_smelting,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,,"Unlocks steel mill/tooling workshop and specifically represents coke-based smelting, not crucible/wootz or zinc metallurgy.",No evidence supports coke-based iron smelting in Ceylon by 1776; maritime/fortification sophistication is not evidence for this process.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,commercial_insurance_markets,TIER,REMOVE,MEDIUM,ABSENT,REMOVE,Regional recommendation accepted.,,Formal commercial insurance market; maritime trade alone is insufficient.,VOC maritime insurance/finance outside the island should not be copied automatically into a local Ceylon starting capability.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,distillation,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Pot-still and food-preparation methods; broadly compatible with established distillation traditions.,Traditional distillation/food-processing practices are historically compatible with the island economy.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,enclosed_dock_systems,TIER,KEEP,MEDIUM,SECTORAL,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks port; interpreted as established dock/harbour infrastructure.,Dutch Ceylon had major fortified ports such as Galle; the node is defensible locally but not island-wide.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,improved_husbandry,TIER,KEEP,MEDIUM,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,Broad agricultural/livestock improvement node; interpreted generously for established intensive agrarian systems.,Established plantation and agrarian systems justify the broad husbandry node.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,institutionalized_public_credit,TIER,REMOVE,MEDIUM,ABSENT,REMOVE,Regional recommendation accepted.,,Represents public/merchant banking institutions; indigenous hundi/merchant credit is relevant but not automatically equivalent.,"VOC finance existed, but a locally institutionalized Ceylon public-credit system equivalent to the gameplay node is not established.",https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,institutionalized_scientific_exchange,TIER,REVIEW,MEDIUM,SECTORAL,KEEP_PRESENT_CONSERVATIVE,REVIEW resolved conservatively: preserve the currently present technology.,,"Institutional/scientific-exchange network, not isolated expertise.","VOC networks circulated technical knowledge, but the degree of local institutionalization is ambiguous.",https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,international_relations,TIER,KEEP,HIGH,ESTABLISHED,KEEP_PRESENT,Regional recommendation accepted.,,"Abstract state diplomatic capacity, not a claim of European-style foreign ministry.",Dutch Ceylon was embedded in dense Indian Ocean diplomacy and Company-state relations.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,organized_forestry,TIER,KEEP,MEDIUM,SECTORAL,KEEP_PRESENT,Regional recommendation accepted.,,Prerequisites=—; Unlocks=bâtiment:building_logging_camp; Modifier=no,"VOC administration exploited and regulated timber resources, though coverage was uneven.",https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,organized_textile_production,TIER,KEEP,MEDIUM,SECTORAL,KEEP_PRESENT,Regional recommendation accepted.,,Unlocks textile mill/craftsman sewing; compatible with large proto-industrial hand production.,Local textile craft production existed; this does not imply mechanization.,https://whc.unesco.org/en/list/451,https://pure.knaw.nl/portal/en/publications/the-company-fortress-military-engineering-and-the-dutch-east-indi/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
BCE,Ceylon,South Asia,Indian Ocean islands,tier_2,REPLACE_WITH_EXPLICIT_SETUP,,periodical_print_networks,TIER,REMOVE,HIGH,ABSENT,REMOVE,Regional recommendation accepted.,,"Periodical press network, not simply possession of printing presses.","Printing existed, but the node is a periodical press network; South Asian newspaper publication begins after the reference date.",https://www.christies.com/lot/lot-dutch-east-india-company-singaleesch-4747745/?from=siteindex&intobjectid=4747745&lid=1,https://indianexpress.com/article/explained/explained-history/world-press-freedom-day-india-first-newspaper-9306034/,TECH_START_1776_SOUTH_ASIA_MATRIX.csv
